date,alec baldwin
2016-07-22,4.14043583535109
2016-07-23,5.796610169491525
2016-07-24,5.796610169491525
2016-07-25,7.452784503631961
2016-07-26,4.968523002421307
2016-07-27,4.968523002421307
2016-07-28,4.968523002421307
2016-07-29,4.14043583535109
2016-07-30,5.796610169491525
2016-07-31,4.968523002421307
2016-08-01,4.968523002421307
2016-08-02,4.14043583535109
2016-08-03,4.968523002421307
2016-08-04,4.968523002421307
2016-08-05,4.968523002421307
2016-08-06,4.968523002421307
2016-08-07,5.796610169491525
2016-08-08,4.14043583535109
2016-08-09,4.14043583535109
2016-08-10,3.3123486682808716
2016-08-11,3.3123486682808716
2016-08-12,4.14043583535109
2016-08-13,4.968523002421307
2016-08-14,4.968523002421307
2016-08-15,5.796610169491525
2016-08-16,3.3123486682808716
2016-08-17,4.14043583535109
2016-08-18,3.3123486682808716
2016-08-19,3.3123486682808716
2016-08-20,4.968523002421307
2016-08-21,4.968523002421307
2016-08-22,4.968523002421307
2016-08-23,3.3123486682808716
2016-08-24,3.3123486682808716
2016-08-25,4.14043583535109
2016-08-26,16.56174334140436
2016-08-27,10.765133171912833
2016-08-28,9.108958837772397
2016-08-29,6.624697336561743
2016-08-30,4.968523002421307
2016-08-31,4.14043583535109
2016-09-01,3.3123486682808716
2016-09-02,4.14043583535109
2016-09-03,5.796610169491525
2016-09-04,9.937046004842614
2016-09-05,5.796610169491525
2016-09-06,4.14043583535109
2016-09-07,3.3123486682808716
2016-09-08,3.3123486682808716
2016-09-09,4.14043583535109
2016-09-10,3.3123486682808716
2016-09-11,4.968523002421307
2016-09-12,3.3123486682808716
2016-09-13,12.42130750605327
2016-09-14,8.28087167070218
2016-09-15,7.452784503631961
2016-09-16,6.624697336561743
2016-09-17,7.452784503631961
2016-09-18,6.624697336561743
2016-09-19,4.14043583535109
2016-09-20,4.968523002421307
2016-09-21,4.968523002421307
2016-09-22,4.14043583535109
2016-09-23,3.3123486682808716
2016-09-24,4.14043583535109
2016-09-25,4.968523002421307
2016-09-26,4.14043583535109
2016-09-27,2.4842615012106535
2016-09-28,4.968523002421307
2016-09-29,9.937046004842614
2016-09-30,9.108958837772397
2016-10-01,9.468523002421307
2016-10-02,82.4043583535109
2016-10-03,60.72518159806295
2016-10-04,30.40556900726392
2016-10-05,14.95278450363196
2016-10-06,12.210653753026634
2016-10-07,9.5544794188862
2016-10-08,14.45278450363196
2016-10-09,49.42857142857143
2016-10-10,30.319612590799032
2016-10-11,17.694915254237287
2016-10-12,11.796610169491526
2016-10-13,9.5544794188862
2016-10-14,9.968523002421307
2016-10-15,9.968523002421307
2016-10-16,43.030266343825666
2016-10-17,38.460048426150124
2016-10-18,24.00726392251816
2016-10-19,16.78087167070218
2016-10-20,28.077481840193705
2016-10-21,16.28087167070218
2016-10-22,14.038740920096853
2016-10-23,35.803874092009686
2016-10-24,20.765133171912833
2016-10-25,12.710653753026634
2016-10-26,9.968523002421307
2016-10-27,8.14043583535109
2016-10-28,9.0544794188862
2016-10-29,9.968523002421307
2016-10-30,10.882566585956416
2016-10-31,7.22639225181598
2016-11-01,5.898305084745763
2016-11-02,6.0
2016-11-03,5.0
2016-11-04,7.0
2016-11-05,8.0
2016-11-06,18.0
2016-11-07,12.0
2016-11-08,13.0
2016-11-09,26.0
2016-11-10,15.0
2016-11-11,10.0
2016-11-12,11.0
2016-11-13,14.0
2016-11-14,7.0
2016-11-15,6.0
2016-11-16,5.0
2016-11-17,5.0
2016-11-18,4.0
2016-11-19,6.0
2016-11-20,42.0
2016-11-21,41.0
2016-11-22,23.0
2016-11-23,13.0
2016-11-24,10.0
2016-11-25,7.0
2016-11-26,9.0
2016-11-27,10.0
2016-11-28,5.0
2016-11-29,5.0
2016-11-30,4.0
2016-12-01,6.0
2016-12-02,4.0
2016-12-03,7.0
2016-12-04,31.0
2016-12-05,25.0
2016-12-06,14.0
2016-12-07,9.0
2016-12-08,9.0
2016-12-09,7.0
2016-12-10,8.0
2016-12-11,9.0
2016-12-12,7.0
2016-12-13,6.0
2016-12-14,6.0
2016-12-15,7.0
2016-12-16,6.0
2016-12-17,10.0
2016-12-18,21.0
2016-12-19,11.0
2016-12-20,9.0
2016-12-21,13.0
2016-12-22,11.0
2016-12-23,10.0
2016-12-24,12.0
2016-12-25,12.0
2016-12-26,9.0
2016-12-27,7.0
2016-12-28,6.0
2016-12-29,7.0
2016-12-30,8.0
2016-12-31,7.0
2017-01-01,15.0
2017-01-02,6.0
2017-01-03,6.0
2017-01-04,7.0
2017-01-05,9.0
2017-01-06,7.0
2017-01-07,11.0
2017-01-08,20.0
2017-01-09,9.0
2017-01-10,6.0
2017-01-11,7.0
2017-01-12,8.0
2017-01-13,7.0
2017-01-14,7.0
2017-01-15,38.0
2017-01-16,25.0
2017-01-17,15.0
2017-01-18,10.0
2017-01-19,10.0
2017-01-20,27.0
2017-01-21,17.0
2017-01-22,24.0
2017-01-23,12.0
2017-01-24,11.0
2017-01-25,8.0
2017-01-26,8.0
2017-01-27,8.0
2017-01-28,9.0
2017-01-29,14.0
2017-01-30,8.0
2017-01-31,7.0
2017-02-01,6.0
2017-02-02,6.0
2017-02-03,6.0
2017-02-04,8.0
2017-02-05,35.0
2017-02-06,20.0
2017-02-07,15.0
2017-02-08,10.0
2017-02-09,12.0
2017-02-10,22.0
2017-02-11,26.0
2017-02-12,100.0
2017-02-13,34.0
2017-02-14,16.0
2017-02-15,9.0
2017-02-16,9.0
2017-02-17,9.0
2017-02-18,13.0
2017-02-19,10.0
2017-02-20,8.0
2017-02-21,6.0
2017-02-22,5.0
2017-02-23,7.0
2017-02-24,6.0
2017-02-25,7.0
2017-02-26,15.0
2017-02-27,7.0
2017-02-28,5.0
2017-03-01,5.570621468926554
2017-03-02,12.742937853107344
2017-03-03,8.906779661016948
2017-03-04,9.09039548022599
2017-03-05,10.824858757062147
2017-03-06,6.621468926553672
2017-03-07,9.774011299435028
2017-03-08,10.508474576271187
2017-03-09,6.305084745762712
2017-03-10,5.937853107344633
2017-03-11,5.937853107344633
2017-03-12,21.516949152542374
2017-03-13,10.141242937853107
2017-03-14,7.8559322033898304
2017-03-15,5.937853107344633
2017-03-16,5.754237288135593
2017-03-17,6.621468926553672
2017-03-18,9.59039548022599
2017-03-19,9.957627118644067
2017-03-20,5.754237288135593
2017-03-21,7.3559322033898304
2017-03-22,6.305084745762712
2017-03-23,5.070621468926554
2017-03-24,5.254237288135593
2017-03-25,6.988700564971751
2017-03-26,8.22316384180791
2017-03-27,4.203389830508474
2017-03-28,5.754237288135593
2017-03-29,8.406779661016948
2017-03-30,8.03954802259887
2017-03-31,8.906779661016948
2017-04-01,10.141242937853107
2017-04-02,17.994350282485875
2017-04-03,14.689265536723164
2017-04-04,10.649717514124294
2017-04-05,15.423728813559322
2017-04-06,14.322033898305085
2017-04-07,8.813559322033898
2017-04-08,9.180790960451978
2017-04-09,36.72316384180791
2017-04-10,15.790960451977401
2017-04-11,9.915254237288135
2017-04-12,8.813559322033898
2017-04-13,8.07909604519774
2017-04-14,8.813559322033898
2017-04-15,9.548022598870057
2017-04-16,16.15819209039548
2017-04-17,9.915254237288135
2017-04-18,6.242937853107344
2017-04-19,16.89265536723164
2017-04-20,10.282485875706215
2017-04-21,9.548022598870057
2017-04-22,8.07909604519774
2017-04-23,7.344632768361582
2017-04-24,6.242937853107344
2017-04-25,5.508474576271187
2017-04-26,4.03954802259887
2017-04-27,4.406779661016949
2017-04-28,8.44632768361582
2017-04-29,7.344632768361582
2017-04-30,7.344632768361582
2017-05-01,7.344632768361582
2017-05-02,4.03954802259887
2017-05-03,12.11864406779661
2017-05-04,10.282485875706215
2017-05-05,10.282485875706215
2017-05-06,8.07909604519774
2017-05-07,6.977401129943503
2017-05-08,4.03954802259887
2017-05-09,4.406779661016949
2017-05-10,4.406779661016949
2017-05-11,4.406779661016949
2017-05-12,5.875706214689266
2017-05-13,5.508474576271187
2017-05-14,10.649717514124294
2017-05-15,7.344632768361582
2017-05-16,5.508474576271187
2017-05-17,5.875706214689266
2017-05-18,4.7740112994350286
2017-05-19,5.508474576271187
2017-05-20,7.711864406779661
2017-05-21,13.587570621468927
2017-05-22,8.07909604519774
2017-05-23,5.141242937853107
2017-05-24,6.242937853107344
2017-05-25,5.875706214689266
2017-05-26,5.508474576271187
2017-05-27,6.242937853107344
2017-05-28,7.711864406779661
2017-05-29,4.7740112994350286
2017-05-30,4.03954802259887
2017-05-31,4.7740112994350286
2017-06-01,5.875706214689266
2017-06-02,6.610169491525424
2017-06-03,6.977401129943503
