date,pussy
2016-08-19,79.2239624119029
2016-08-20,88.02662490211434
2016-08-21,88.02662490211434
2016-08-22,75.31166797180893
2016-08-23,75.31166797180893
2016-08-24,73.35552075176194
2016-08-25,74.33359436178543
2016-08-26,78.2458888018794
2016-08-27,88.02662490211434
2016-08-28,88.02662490211434
2016-08-29,74.33359436178543
2016-08-30,74.33359436178543
2016-08-31,74.33359436178543
2016-09-01,74.33359436178543
2016-09-02,76.28974158183242
2016-09-03,86.07047768206735
2016-09-04,83.13625685199688
2016-09-05,74.33359436178543
2016-09-06,73.35552075176194
2016-09-07,73.35552075176194
2016-09-08,74.33359436178543
2016-09-09,76.28974158183242
2016-09-10,87.04855129209083
2016-09-11,83.13625685199688
2016-09-12,73.35552075176194
2016-09-13,73.35552075176194
2016-09-14,73.35552075176194
2016-09-15,74.33359436178543
2016-09-16,74.33359436178543
2016-09-17,84.11433046202036
2016-09-18,84.11433046202036
2016-09-19,71.39937353171496
2016-09-20,70.42129992169147
2016-09-21,71.39937353171496
2016-09-22,71.39937353171496
2016-09-23,75.31166797180893
2016-09-24,84.11433046202036
2016-09-25,84.11433046202036
2016-09-26,70.42129992169147
2016-09-27,70.42129992169147
2016-09-28,69.44322631166797
2016-09-29,70.42129992169147
2016-09-30,73.35552075176194
2016-10-01,82.56812842599844
2016-10-02,81.57909162098669
2016-10-03,71.19968676585748
2016-10-04,69.22161315583398
2016-10-05,69.72161315583398
2016-10-06,70.71064996084573
2016-10-07,73.67776037588098
2016-10-08,98.90368050117462
2016-10-09,97.90368050117462
2016-10-10,87.52427564604542
2016-10-11,80.6010180109632
2016-10-12,79.1229444009397
2016-10-13,77.63390759592795
2016-10-14,78.1229444009397
2016-10-15,87.52427564604542
2016-10-16,85.53523884103367
2016-10-17,73.17776037588098
2016-10-18,72.18872357086923
2016-10-19,72.67776037588098
2016-10-20,72.68872357086923
2016-10-21,73.66679718089271
2016-10-22,83.56812842599844
2016-10-23,81.09005481597495
2016-10-24,71.68872357086923
2016-10-25,70.71064996084573
2016-10-26,71.19968676585748
2016-10-27,72.67776037588098
2016-10-28,74.66679718089271
2016-10-29,84.05716523101017
2016-10-30,83.56812842599844
2016-10-31,74.16679718089271
2016-11-01,74.65583398590447
2016-11-02,76.0
2016-11-03,74.0
2016-11-04,75.0
2016-11-05,84.0
2016-11-06,84.0
2016-11-07,72.0
2016-11-08,72.0
2016-11-09,72.0
2016-11-10,74.0
2016-11-11,79.0
2016-11-12,87.0
2016-11-13,83.0
2016-11-14,72.0
2016-11-15,73.0
2016-11-16,72.0
2016-11-17,73.0
2016-11-18,74.0
2016-11-19,82.0
2016-11-20,83.0
2016-11-21,73.0
2016-11-22,72.0
2016-11-23,73.0
2016-11-24,70.0
2016-11-25,72.0
2016-11-26,83.0
2016-11-27,83.0
2016-11-28,70.0
2016-11-29,70.0
2016-11-30,72.0
2016-12-01,70.0
2016-12-02,74.0
2016-12-03,82.0
2016-12-04,83.0
2016-12-05,72.0
2016-12-06,71.0
2016-12-07,72.0
2016-12-08,74.0
2016-12-09,73.0
2016-12-10,87.0
2016-12-11,85.0
2016-12-12,73.0
2016-12-13,71.0
2016-12-14,71.0
2016-12-15,71.0
2016-12-16,75.0
2016-12-17,83.0
2016-12-18,84.0
2016-12-19,72.0
2016-12-20,74.0
2016-12-21,75.0
2016-12-22,76.0
2016-12-23,79.0
2016-12-24,84.0
2016-12-25,78.0
2016-12-26,82.0
2016-12-27,80.0
2016-12-28,81.0
2016-12-29,80.0
2016-12-30,84.0
2016-12-31,83.0
2017-01-01,85.0
2017-01-02,80.0
2017-01-03,76.0
2017-01-04,74.0
2017-01-05,73.0
2017-01-06,75.0
2017-01-07,83.0
2017-01-08,82.0
2017-01-09,70.0
2017-01-10,71.0
2017-01-11,70.0
2017-01-12,70.0
2017-01-13,71.0
2017-01-14,81.0
2017-01-15,82.0
2017-01-16,72.0
2017-01-17,71.0
2017-01-18,70.0
2017-01-19,72.0
2017-01-20,74.0
2017-01-21,94.0
2017-01-22,93.0
2017-01-23,75.0
2017-01-24,72.0
2017-01-25,70.0
2017-01-26,71.0
2017-01-27,73.0
2017-01-28,82.0
2017-01-29,82.0
2017-01-30,71.0
2017-01-31,71.0
2017-02-01,70.0
2017-02-02,71.0
2017-02-03,72.0
2017-02-04,82.0
2017-02-05,81.0
2017-02-06,69.0
2017-02-07,70.0
2017-02-08,70.0
2017-02-09,70.0
2017-02-10,70.0
2017-02-11,80.0
2017-02-12,80.0
2017-02-13,67.0
2017-02-14,65.0
2017-02-15,68.0
2017-02-16,69.0
2017-02-17,71.0
2017-02-18,82.0
2017-02-19,81.0
2017-02-20,71.0
2017-02-21,69.0
2017-02-22,69.0
2017-02-23,68.0
2017-02-24,70.0
2017-02-25,81.0
2017-02-26,80.0
2017-02-27,70.0
2017-02-28,70.0
2017-03-01,68.69622778382299
2017-03-02,68.77820094305405
2017-03-03,70.5322814653609
2017-03-04,78.29452303228146
2017-03-05,79.29452303228146
2017-03-06,67.8601741022851
2017-03-07,68.27820094305405
2017-03-08,69.19622778382299
2017-03-09,68.77820094305405
2017-03-10,70.5322814653609
2017-03-11,80.96663039535727
2017-03-12,79.21254987305042
2017-03-13,67.8601741022851
2017-03-14,69.69622778382299
2017-03-15,70.11425462459195
2017-03-16,67.8601741022851
2017-03-17,70.61425462459195
2017-03-18,80.54860355458831
2017-03-19,80.13057671381937
2017-03-20,68.3601741022851
2017-03-21,68.27820094305405
2017-03-22,67.44214726151614
2017-03-23,67.8601741022851
2017-03-24,70.5322814653609
2017-03-25,82.38465723612623
2017-03-26,81.63057671381937
2017-03-27,69.19622778382299
2017-03-28,68.3601741022851
2017-03-29,66.94214726151614
2017-03-30,68.77820094305405
2017-03-31,69.61425462459195
2017-04-01,78.37649619151252
2017-04-02,80.26115342763873
2017-04-03,67.72034820457019
2017-04-04,68.55640188610809
2017-04-05,69.392455567646
2017-04-06,70.22850924918389
2017-04-07,69.392455567646
2017-04-08,80.26115342763873
2017-04-09,81.93326079071454
2017-04-10,70.22850924918389
2017-04-11,69.392455567646
2017-04-12,71.06456293072179
2017-04-13,71.9006166122597
2017-04-14,77.75299238302503
2017-04-15,81.93326079071454
2017-04-16,80.26115342763873
2017-04-17,74.40877765687341
2017-04-18,71.06456293072179
2017-04-19,68.55640188610809
2017-04-20,71.06456293072179
2017-04-21,72.7366702937976
2017-04-22,83.60536815379035
2017-04-23,79.42509974610083
2017-04-24,69.392455567646
2017-04-25,69.392455567646
2017-04-26,67.72034820457019
2017-04-27,67.72034820457019
2017-04-28,70.22850924918389
2017-04-29,80.26115342763873
2017-04-30,82.76931447225245
2017-05-01,79.42509974610083
2017-05-02,70.22850924918389
2017-05-03,70.22850924918389
2017-05-04,70.22850924918389
2017-05-05,70.22850924918389
2017-05-06,82.76931447225245
2017-05-07,81.09720710917664
2017-05-08,69.392455567646
2017-05-09,67.72034820457019
2017-05-10,67.72034820457019
2017-05-11,68.55640188610809
2017-05-12,70.22850924918389
2017-05-13,82.76931447225245
2017-05-14,77.75299238302503
2017-05-15,71.06456293072179
2017-05-16,69.392455567646
2017-05-17,69.392455567646
2017-05-18,69.392455567646
2017-05-19,71.06456293072179
2017-05-20,81.09720710917664
2017-05-21,80.26115342763873
2017-05-22,68.55640188610809
2017-05-23,68.55640188610809
2017-05-24,68.55640188610809
2017-05-25,72.7366702937976
2017-05-26,70.22850924918389
2017-05-27,72.7366702937976
2017-05-28,79.42509974610083
2017-05-29,66.88429452303228
2017-05-30,67.72034820457019
2017-05-31,67.72034820457019
2017-06-01,67.72034820457019
2017-06-02,68.55640188610809
2017-06-03,77.75299238302503
