date,trump leaks
2017-02-18,29.949664429530202
2017-02-19,11.979865771812081
2017-02-20,11.979865771812081
2017-02-21,9.412751677852349
2017-02-22,9.412751677852349
2017-02-23,12.835570469798657
2017-02-24,20.536912751677853
2017-02-25,11.979865771812081
2017-02-26,8.557046979865772
2017-02-27,20.536912751677853
2017-02-28,77.01342281879195
2017-03-01,19.41275167785235
2017-03-02,8.350671140939598
2017-03-03,16.48489932885906
2017-03-04,14.629194630872483
2017-03-05,13.701342281879196
2017-03-06,8.778523489932887
2017-03-07,14.129194630872483
2017-03-08,25.835570469798657
2017-03-09,11.134228187919463
2017-03-10,9.134228187919463
2017-03-11,5.067114093959732
2017-03-12,4.6392617449664435
2017-03-13,2.783557046979866
2017-03-14,5.1392617449664435
2017-03-15,13.917785234899329
2017-03-16,6.422818791946309
2017-03-17,3.639261744966443
2017-03-18,3.7114093959731544
2017-03-19,3.639261744966443
2017-03-20,9.278523489932887
2017-03-21,5.1392617449664435
2017-03-22,5.49496644295302
2017-03-23,6.850671140939598
2017-03-24,5.067114093959732
2017-03-25,2.8557046979865772
2017-03-26,2.3557046979865772
2017-03-27,2.283557046979866
2017-03-28,2.8557046979865772
2017-03-29,2.783557046979866
2017-03-30,7.422818791946309
2017-03-31,5.1392617449664435
2017-04-01,6.922818791946309
2017-04-02,4.0
2017-04-03,3.0
2017-04-04,5.0
2017-04-05,3.0
2017-04-06,4.0
2017-04-07,3.0
2017-04-08,3.0
2017-04-09,2.0
2017-04-10,4.0
2017-04-11,2.0
2017-04-12,2.0
2017-04-13,1.0
2017-04-14,3.0
2017-04-15,2.0
2017-04-16,1.0
2017-04-17,2.0
2017-04-18,1.0
2017-04-19,1.0
2017-04-20,2.0
2017-04-21,2.0
2017-04-22,2.0
2017-04-23,1.0
2017-04-24,2.0
2017-04-25,3.0
2017-04-26,1.0
2017-04-27,1.0
2017-04-28,2.0
2017-04-29,2.0
2017-04-30,4.0
2017-05-01,1.0
2017-05-02,1.0
2017-05-03,2.0
2017-05-04,3.0
2017-05-05,2.0
2017-05-06,7.0
2017-05-07,4.0
2017-05-08,2.0
2017-05-09,2.0
2017-05-10,5.0
2017-05-11,5.0
2017-05-12,11.0
2017-05-13,5.0
2017-05-14,2.0
2017-05-15,25.0
2017-05-16,93.0
2017-05-17,38.0
2017-05-18,20.0
2017-05-19,16.0
2017-05-20,13.0
2017-05-21,5.0
2017-05-22,14.0
2017-05-23,11.0
2017-05-24,15.0
2017-05-25,100.0
2017-05-26,50.0
2017-05-27,11.0
2017-05-28,13.0
2017-05-29,7.0
2017-05-30,8.0
2017-05-31,10.0
2017-06-01,3.0
2017-06-02,6.0
2017-06-03,2.0
