date,obama steak
2017-01-25,0.0
2017-01-26,12.655860349127183
2017-01-27,0.0
2017-01-28,14.680798004987532
2017-01-29,24.29925187032419
2017-01-30,24.805486284289277
2017-01-31,16.705735660847882
2017-02-01,8.099750623441397
2017-02-02,16.199501246882793
2017-02-03,0.0
2017-02-04,14.680798004987532
2017-02-05,18.73067331670823
2017-02-06,8.099750623441397
2017-02-07,12.149625935162096
2017-02-08,12.149625935162096
2017-02-09,8.099750623441397
2017-02-10,17.211970074812967
2017-02-11,9.618453865336658
2017-02-12,9.618453865336658
2017-02-13,8.099750623441397
2017-02-14,8.099750623441397
2017-02-15,8.605985037406484
2017-02-16,8.099750623441397
2017-02-17,13.16209476309227
2017-02-18,19.236907730673316
2017-02-19,9.618453865336658
2017-02-20,16.705735660847882
2017-02-21,0.0
2017-02-22,16.705735660847882
2017-02-23,8.605985037406484
2017-02-24,8.605985037406484
2017-02-25,19.743142144638405
2017-02-26,0.0
2017-02-27,8.605985037406484
2017-02-28,21.261845386533665
2017-03-01,14.81521834876876
2017-03-02,7.217694193262276
2017-03-03,9.622461811366833
2017-03-04,16.714676463530576
2017-03-05,22.03661218452043
2017-03-06,7.217694193262276
2017-03-07,3.167818881541578
2017-03-08,4.049875311720698
2017-03-09,0.0
2017-03-10,9.622461811366833
2017-03-11,0.0
2017-03-12,8.230779628274016
2017-03-13,12.410450730664204
2017-03-14,3.167818881541578
2017-03-15,7.217694193262276
2017-03-16,3.167818881541578
2017-03-17,11.018768547571387
2017-03-18,7.087281795511222
2017-03-19,10.257875408919844
2017-03-20,7.217694193262276
2017-03-21,0.0
2017-03-22,10.25880031954219
2017-03-23,3.294531636803241
2017-03-24,7.724236910768147
2017-03-25,8.610609590518223
2017-03-26,0.0
2017-03-27,7.217694193262276
2017-03-28,0.0
2017-03-29,0.0
2017-03-30,3.294531636803241
2017-03-31,3.4212443920649043
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,9.883594910409723
2017-04-06,9.883594910409723
2017-04-07,0.0
2017-04-08,7.602765315699787
2017-04-09,0.0
2017-04-10,6.589063273606482
2017-04-11,6.589063273606482
2017-04-12,6.8424887841298085
2017-04-13,10.390445931456375
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,6.8424887841298085
2017-04-18,0.0
2017-04-19,6.335637763083156
2017-04-20,6.589063273606482
2017-04-21,6.8424887841298085
2017-04-22,7.602765315699787
2017-04-23,7.602765315699787
2017-04-24,6.589063273606482
2017-04-25,0.0
2017-04-26,6.335637763083156
2017-04-27,6.589063273606482
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,6.335637763083156
2017-05-03,12.924701036689639
2017-05-04,12.924701036689639
2017-05-05,6.8424887841298085
2017-05-06,7.602765315699787
2017-05-07,7.602765315699787
2017-05-08,6.589063273606482
2017-05-09,6.589063273606482
2017-05-10,9.883594910409723
2017-05-11,6.589063273606482
2017-05-12,16.979509205062858
2017-05-13,15.205530631399574
2017-05-14,7.602765315699787
2017-05-15,6.589063273606482
2017-05-16,9.883594910409723
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,6.8424887841298085
2017-05-20,7.856190826223114
2017-05-21,7.856190826223114
2017-05-22,6.589063273606482
2017-05-23,13.178126547212964
2017-05-24,6.589063273606482
2017-05-25,6.8424887841298085
2017-05-26,0.0
2017-05-27,8.10961633674644
2017-05-28,7.856190826223114
2017-05-29,6.8424887841298085
2017-05-30,6.589063273606482
2017-05-31,0.0
2017-06-01,10.13702042093305
2017-06-02,0.0
2017-06-03,7.856190826223114
