date,president obama speech
2017-02-10,1.0
2017-02-11,0.0
2017-02-12,1.0
2017-02-13,1.0
2017-02-14,0.0
2017-02-15,1.0
2017-02-16,1.0
2017-02-17,1.0
2017-02-18,1.0
2017-02-19,1.0
2017-02-20,1.0
2017-02-21,1.0
2017-02-22,0.0
2017-02-23,1.0
2017-02-24,1.0
2017-02-25,2.0
2017-02-26,1.0
2017-02-27,0.0
2017-02-28,2.0
2017-03-01,2.404669260700389
2017-03-02,0.8793774319066148
2017-03-03,0.058365758754863814
2017-03-04,0.14591439688715954
2017-03-05,0.8501945525291829
2017-03-06,0.7042801556420233
2017-03-07,0.14591439688715954
2017-03-08,0.37937743190661477
2017-03-09,0.7042801556420233
2017-03-10,0.26264591439688717
2017-03-11,0.20428015564202334
2017-03-12,0.17509727626459143
2017-03-13,0.17509727626459143
2017-03-14,0.7626459143968871
2017-03-15,0.08754863813229571
2017-03-16,0.17509727626459143
2017-03-17,0.14591439688715954
2017-03-18,0.14591439688715954
2017-03-19,0.20428015564202334
2017-03-20,0.321011673151751
2017-03-21,0.8793774319066148
2017-03-22,0.20428015564202334
2017-03-23,0.6750972762645915
2017-03-24,0.7042801556420233
2017-03-25,0.14591439688715954
2017-03-26,0.17509727626459143
2017-03-27,0.6459143968871596
2017-03-28,0.6750972762645915
2017-03-29,0.7042801556420233
2017-03-30,0.321011673151751
2017-03-31,0.7918287937743191
2017-04-01,0.14591439688715954
2017-04-02,0.35019455252918286
2017-04-03,0.7587548638132295
2017-04-04,0.4085603112840467
2017-04-05,0.23346303501945526
2017-04-06,0.642023346303502
2017-04-07,0.4085603112840467
2017-04-08,0.35019455252918286
2017-04-09,0.0
2017-04-10,0.4085603112840467
2017-04-11,0.2918287937743191
2017-04-12,0.17509727626459143
2017-04-13,0.5836575875486382
2017-04-14,0.2918287937743191
2017-04-15,0.23346303501945526
2017-04-16,0.35019455252918286
2017-04-17,0.5252918287937743
2017-04-18,0.5836575875486382
2017-04-19,0.35019455252918286
2017-04-20,0.23346303501945526
2017-04-21,2.568093385214008
2017-04-22,3.9688715953307394
2017-04-23,0.11673151750972763
2017-04-24,5.836575875486381
2017-04-25,1.9260700389105059
2017-04-26,0.5252918287937743
2017-04-27,0.7003891050583657
2017-04-28,1.0505836575875487
2017-04-29,0.4669260700389105
2017-04-30,0.4669260700389105
2017-05-01,0.35019455252918286
2017-05-02,0.2918287937743191
2017-05-03,0.642023346303502
2017-05-04,0.4085603112840467
2017-05-05,0.4669260700389105
2017-05-06,0.2918287937743191
2017-05-07,0.2918287937743191
2017-05-08,1.0505836575875487
2017-05-09,0.5836575875486382
2017-05-10,0.5252918287937743
2017-05-11,0.35019455252918286
2017-05-12,0.5836575875486382
2017-05-13,0.5836575875486382
2017-05-14,0.23346303501945526
2017-05-15,0.23346303501945526
2017-05-16,0.17509727626459143
2017-05-17,0.5252918287937743
2017-05-18,0.642023346303502
2017-05-19,0.4085603112840467
2017-05-20,0.23346303501945526
2017-05-21,0.5252918287937743
2017-05-22,0.5252918287937743
2017-05-23,0.642023346303502
2017-05-24,0.2918287937743191
2017-05-25,0.7587548638132295
2017-05-26,0.35019455252918286
2017-05-27,0.4669260700389105
2017-05-28,0.4669260700389105
2017-05-29,0.4085603112840467
2017-05-30,0.642023346303502
2017-05-31,0.23346303501945526
2017-06-01,0.23346303501945526
2017-06-02,0.4085603112840467
2017-06-03,0.23346303501945526
