date,hate
2016-08-29,57.857704059362725
2016-08-30,59.694456569183764
2016-08-31,60.61283282409428
2016-09-01,58.776080314273244
2016-09-02,61.5312090790048
2016-09-03,66.1230903535574
2016-09-04,66.1230903535574
2016-09-05,58.776080314273244
2016-09-06,55.102575294631166
2016-09-07,58.776080314273244
2016-09-08,58.776080314273244
2016-09-09,61.5312090790048
2016-09-10,69.79659537319948
2016-09-11,67.95984286337844
2016-09-12,59.694456569183764
2016-09-13,59.694456569183764
2016-09-14,60.61283282409428
2016-09-15,61.5312090790048
2016-09-16,60.61283282409428
2016-09-17,67.95984286337844
2016-09-18,68.87821911828895
2016-09-19,58.776080314273244
2016-09-20,57.857704059362725
2016-09-21,58.776080314273244
2016-09-22,60.61283282409428
2016-09-23,61.5312090790048
2016-09-24,72.55172413793103
2016-09-25,85.40899170667831
2016-09-26,68.87821911828895
2016-09-27,67.95984286337844
2016-09-28,73.47010039284156
2016-09-29,78.06198166739415
2016-09-30,67.95984286337844
2016-10-01,89.50043649061544
2016-10-02,83.74530772588389
2016-10-03,63.72479266695766
2016-10-04,62.22479266695766
2016-10-05,61.265604539502405
2016-10-06,61.30641641204714
2016-10-07,59.84722828459188
2016-10-08,83.74530772588389
2016-10-09,91.91881274552597
2016-10-10,69.43910955914447
2016-10-11,64.14316892186818
2016-10-12,62.72479266695766
2016-10-13,62.265604539502405
2016-10-14,62.765604539502405
2016-10-15,68.89829768659973
2016-10-16,71.77586206896552
2016-10-17,60.84722828459188
2016-10-18,60.765604539502405
2016-10-19,59.38804015713662
2016-10-20,63.18398079441292
2016-10-21,62.72479266695766
2016-10-22,66.52073330423396
2016-10-23,68.43910955914447
2016-10-24,62.22479266695766
2016-10-25,59.84722828459188
2016-10-26,59.34722828459188
2016-10-27,61.265604539502405
2016-10-28,58.38804015713662
2016-10-29,62.265604539502405
2016-10-30,63.68398079441292
2016-10-31,56.4696639022261
2016-11-01,59.34722828459188
2016-11-02,59.0
2016-11-03,62.0
2016-11-04,61.0
2016-11-05,68.0
2016-11-06,75.0
2016-11-07,64.0
2016-11-08,66.0
2016-11-09,86.0
2016-11-10,90.0
2016-11-11,95.0
2016-11-12,91.0
2016-11-13,84.0
2016-11-14,73.0
2016-11-15,71.0
2016-11-16,67.0
2016-11-17,66.0
2016-11-18,64.0
2016-11-19,70.0
2016-11-20,72.0
2016-11-21,64.0
2016-11-22,62.0
2016-11-23,61.0
2016-11-24,62.0
2016-11-25,58.0
2016-11-26,68.0
2016-11-27,69.0
2016-11-28,60.0
2016-11-29,58.0
2016-11-30,61.0
2016-12-01,61.0
2016-12-02,60.0
2016-12-03,63.0
2016-12-04,67.0
2016-12-05,58.0
2016-12-06,59.0
2016-12-07,58.0
2016-12-08,60.0
2016-12-09,56.0
2016-12-10,59.0
2016-12-11,63.0
2016-12-12,59.0
2016-12-13,58.0
2016-12-14,55.0
2016-12-15,57.0
2016-12-16,58.0
2016-12-17,62.0
2016-12-18,62.0
2016-12-19,54.0
2016-12-20,59.0
2016-12-21,59.0
2016-12-22,60.0
2016-12-23,59.0
2016-12-24,63.0
2016-12-25,57.0
2016-12-26,53.0
2016-12-27,55.0
2016-12-28,60.0
2016-12-29,58.0
2016-12-30,60.0
2016-12-31,60.0
2017-01-01,59.0
2017-01-02,56.0
2017-01-03,54.0
2017-01-04,55.0
2017-01-05,78.0
2017-01-06,100.0
2017-01-07,81.0
2017-01-08,75.0
2017-01-09,59.0
2017-01-10,57.0
2017-01-11,56.0
2017-01-12,56.0
2017-01-13,55.0
2017-01-14,79.0
2017-01-15,74.0
2017-01-16,60.0
2017-01-17,58.0
2017-01-18,56.0
2017-01-19,55.0
2017-01-20,60.0
2017-01-21,68.0
2017-01-22,68.0
2017-01-23,59.0
2017-01-24,56.0
2017-01-25,55.0
2017-01-26,57.0
2017-01-27,56.0
2017-01-28,59.0
2017-01-29,62.0
2017-01-30,60.0
2017-01-31,59.0
2017-02-01,55.0
2017-02-02,57.0
2017-02-03,60.0
2017-02-04,60.0
2017-02-05,61.0
2017-02-06,58.0
2017-02-07,56.0
2017-02-08,56.0
2017-02-09,55.0
2017-02-10,59.0
2017-02-11,61.0
2017-02-12,61.0
2017-02-13,55.0
2017-02-14,57.0
2017-02-15,55.0
2017-02-16,54.0
2017-02-17,56.0
2017-02-18,58.0
2017-02-19,58.0
2017-02-20,52.0
2017-02-21,52.0
2017-02-22,52.0
2017-02-23,53.0
2017-02-24,56.0
2017-02-25,59.0
2017-02-26,57.0
2017-02-27,57.0
2017-02-28,57.0
2017-03-01,54.94361313868613
2017-03-02,52.035401459854015
2017-03-03,50.6271897810219
2017-03-04,54.746350364963504
2017-03-05,56.957299270072994
2017-03-06,52.035401459854015
2017-03-07,50.42992700729927
2017-03-08,50.73266423357664
2017-03-09,50.6271897810219
2017-03-10,49.824452554744525
2017-03-11,53.44361313868613
2017-03-12,60.27372262773723
2017-03-13,49.6271897810219
2017-03-14,49.6271897810219
2017-03-15,48.21897810218978
2017-03-16,49.02171532846715
2017-03-17,49.52171532846715
2017-03-18,51.535401459854015
2017-03-19,55.54908759124088
2017-03-20,50.1271897810219
2017-03-21,50.1271897810219
2017-03-22,49.824452554744525
2017-03-23,54.746350364963504
2017-03-24,52.83813868613139
2017-03-25,54.746350364963504
2017-03-26,56.65456204379562
2017-03-27,49.52171532846715
2017-03-28,49.824452554744525
2017-03-29,49.324452554744525
2017-03-30,48.52171532846715
2017-03-31,50.42992700729927
2017-04-01,52.535401459854015
2017-04-02,52.676277372262774
2017-04-03,48.43795620437956
2017-04-04,50.85985401459854
2017-04-05,49.64890510948905
2017-04-06,53.887226277372264
2017-04-07,49.64890510948905
2017-04-08,51.465328467153284
2017-04-09,55.098175182481754
2017-04-10,49.64890510948905
2017-04-11,49.043430656934305
2017-04-12,49.64890510948905
2017-04-13,49.64890510948905
2017-04-14,53.887226277372264
2017-04-15,55.098175182481754
2017-04-16,54.49270072992701
2017-04-17,53.28175182481752
2017-04-18,49.64890510948905
2017-04-19,52.676277372262774
2017-04-20,50.85985401459854
2017-04-21,52.676277372262774
2017-04-22,53.28175182481752
2017-04-23,54.49270072992701
2017-04-24,49.043430656934305
2017-04-25,49.64890510948905
2017-04-26,49.64890510948905
2017-04-27,49.64890510948905
2017-04-28,49.64890510948905
2017-04-29,52.07080291970803
2017-04-30,55.098175182481754
2017-05-01,53.887226277372264
2017-05-02,48.43795620437956
2017-05-03,47.832481751824815
2017-05-04,47.832481751824815
2017-05-05,49.043430656934305
2017-05-06,51.465328467153284
2017-05-07,53.28175182481752
2017-05-08,47.22700729927007
2017-05-09,47.832481751824815
2017-05-10,48.43795620437956
2017-05-11,47.22700729927007
2017-05-12,48.43795620437956
2017-05-13,49.043430656934305
2017-05-14,55.7036496350365
2017-05-15,48.43795620437956
2017-05-16,47.22700729927007
2017-05-17,47.22700729927007
2017-05-18,47.832481751824815
2017-05-19,49.64890510948905
2017-05-20,52.07080291970803
2017-05-21,52.676277372262774
2017-05-22,47.832481751824815
2017-05-23,55.098175182481754
2017-05-24,52.676277372262774
2017-05-25,50.254379562043795
2017-05-26,49.64890510948905
2017-05-27,50.254379562043795
2017-05-28,52.07080291970803
2017-05-29,46.621532846715326
2017-05-30,47.832481751824815
2017-05-31,49.043430656934305
2017-06-01,47.832481751824815
2017-06-02,51.465328467153284
2017-06-03,52.07080291970803
