date,sick
2017-02-15,84.64003196164603
2017-02-16,80.08949260886936
2017-02-17,77.35916899720335
2017-02-18,72.80862964442669
2017-02-19,74.62884538553736
2017-02-20,80.99960047942469
2017-02-21,83.7299240910907
2017-02-22,81.90970834998002
2017-02-23,80.99960047942469
2017-02-24,74.62884538553736
2017-02-25,71.89852177387135
2017-02-26,74.62884538553736
2017-02-27,81.90970834998002
2017-02-28,80.99960047942469
2017-03-01,76.82061031916339
2017-03-02,75.5614713889724
2017-03-03,73.33921315040507
2017-03-04,66.99050706162913
2017-03-05,73.90028996132475
2017-03-06,79.33888817954536
2017-03-07,77.67770675189772
2017-03-08,76.41856782170672
2017-03-09,75.96351388642906
2017-03-10,72.1330856580351
2017-03-11,66.99050706162913
2017-03-12,72.1860970958561
2017-03-13,76.87362175698439
2017-03-14,77.83674106536074
2017-03-15,75.10641745369473
2017-03-16,76.82061031916339
2017-03-17,70.01685029510978
2017-03-18,66.1864220667158
2017-03-19,68.75771136491879
2017-03-20,78.98985711990971
2017-03-21,74.35534389660242
2017-03-22,72.64115103113377
2017-03-23,74.35534389660242
2017-03-24,70.36588135474543
2017-03-25,66.58846456417247
2017-03-26,66.0803991910738
2017-03-27,74.70437495623807
2017-03-28,75.21244032933674
2017-03-29,74.70437495623807
2017-03-30,76.82061031916339
2017-03-31,71.27598922530076
2017-04-01,64.87427169870381
2017-04-02,69.95539455745886
2017-04-03,73.97581953202547
2017-04-04,72.36764954219883
2017-04-05,71.56356454728551
2017-04-06,71.56356454728551
2017-04-07,68.34722456763222
2017-04-08,66.73905457780559
2017-04-09,65.93496958289226
2017-04-10,70.75947955237218
2017-04-11,70.75947955237218
2017-04-12,72.36764954219883
2017-04-13,69.95539455745886
2017-04-14,65.13088458797894
2017-04-15,64.32679959306563
2017-04-16,64.32679959306563
2017-04-17,73.17173453711214
2017-04-18,69.95539455745886
2017-04-19,73.17173453711214
2017-04-20,70.75947955237218
2017-04-21,69.15130956254555
2017-04-22,63.522714598152305
2017-04-23,65.13088458797894
2017-04-24,72.36764954219883
2017-04-25,73.17173453711214
2017-04-26,72.36764954219883
2017-04-27,72.36764954219883
2017-04-28,69.15130956254555
2017-04-29,57.89411963375906
2017-04-30,65.13088458797894
2017-05-01,73.97581953202547
2017-05-02,77.99624450659206
2017-05-03,72.36764954219883
2017-05-04,73.97581953202547
2017-05-05,69.15130956254555
2017-05-06,62.71862960323898
2017-05-07,69.15130956254555
2017-05-08,73.97581953202547
2017-05-09,70.75947955237218
2017-05-10,75.5839895218521
2017-05-11,69.95539455745886
2017-05-12,65.93496958289226
2017-05-13,60.30637461849902
2017-05-14,65.13088458797894
2017-05-15,74.7799045269388
2017-05-16,70.75947955237218
2017-05-17,69.95539455745886
2017-05-18,69.95539455745886
2017-05-19,65.93496958289226
2017-05-20,62.71862960323898
2017-05-21,61.91454460832566
2017-05-22,70.75947955237218
2017-05-23,69.95539455745886
2017-05-24,71.56356454728551
2017-05-25,68.34722456763222
2017-05-26,65.93496958289226
2017-05-27,61.110459613412345
2017-05-28,65.93496958289226
2017-05-29,63.522714598152305
2017-05-30,73.17173453711214
2017-05-31,70.75947955237218
2017-06-01,69.15130956254555
2017-06-02,69.15130956254555
2017-06-03,64.32679959306563
