date,unemployment
2016-09-11,55.5608004104669
2016-09-12,74.65982555156491
2016-09-13,60.769625448948176
2016-09-14,54.69266290405336
2016-09-15,53.82452539763981
2016-09-16,45.14315033350436
2016-09-17,27.78040020523345
2016-09-18,53.82452539763981
2016-09-19,72.92355053873781
2016-09-20,60.769625448948176
2016-09-21,54.69266290405336
2016-09-22,51.22011287839918
2016-09-23,45.14315033350436
2016-09-24,27.78040020523345
2016-09-25,53.82452539763981
2016-09-26,69.45100051308363
2016-09-27,59.03335043612108
2016-09-28,52.088250384812724
2016-09-29,46.87942534633145
2016-09-30,44.27501282709081
2016-10-01,26.52206259620318
2016-10-02,51.54412519240636
2016-10-03,72.02770651616214
2016-10-04,60.38481272447409
2016-10-05,52.978193945613135
2016-10-06,49.675987685992816
2016-10-07,46.93971267316573
2016-10-08,25.95613134940995
2016-10-09,53.846331452026675
2016-10-10,68.29143150333505
2016-10-11,66.4232939969215
2016-10-12,59.51667521806054
2016-10-13,53.4122626988199
2016-10-14,46.505643919958956
2016-10-15,26.52206259620318
2016-10-16,53.478193945613135
2016-10-17,75.32991277578245
2016-10-18,60.450743971267315
2016-10-19,56.78040020523345
2016-10-20,53.4122626988199
2016-10-21,47.30785017957927
2016-10-22,26.153925089789634
2016-10-23,51.61005643919959
2016-10-24,73.89584402257569
2016-10-25,61.31888147768086
2016-10-26,55.346331452026675
2016-10-27,52.11005643919959
2016-10-28,47.80785017957927
2016-10-29,26.02206259620318
2016-10-30,52.04412519240636
2016-10-31,75.26398152898923
2016-11-01,63.12108773730118
2016-11-02,57.0
2016-11-03,52.0
2016-11-04,56.0
2016-11-05,31.0
2016-11-06,55.0
2016-11-07,78.0
2016-11-08,60.0
2016-11-09,57.0
2016-11-10,61.0
2016-11-11,47.0
2016-11-12,31.0
2016-11-13,54.0
2016-11-14,83.0
2016-11-15,67.0
2016-11-16,60.0
2016-11-17,55.0
2016-11-18,51.0
2016-11-19,27.0
2016-11-20,54.0
2016-11-21,77.0
2016-11-22,58.0
2016-11-23,48.0
2016-11-24,23.0
2016-11-25,31.0
2016-11-26,28.0
2016-11-27,60.0
2016-11-28,84.0
2016-11-29,64.0
2016-11-30,64.0
2016-12-01,61.0
2016-12-02,65.0
2016-12-03,34.0
2016-12-04,62.0
2016-12-05,89.0
2016-12-06,69.0
2016-12-07,62.0
2016-12-08,58.0
2016-12-09,51.0
2016-12-10,30.0
2016-12-11,60.0
2016-12-12,87.0
2016-12-13,68.0
2016-12-14,61.0
2016-12-15,57.0
2016-12-16,53.0
2016-12-17,28.0
2016-12-18,62.0
2016-12-19,84.0
2016-12-20,66.0
2016-12-21,56.0
2016-12-22,50.0
2016-12-23,40.0
2016-12-24,23.0
2016-12-25,48.0
2016-12-26,72.0
2016-12-27,77.0
2016-12-28,69.0
2016-12-29,60.0
2016-12-30,52.0
2016-12-31,31.0
2017-01-01,63.0
2017-01-02,76.0
2017-01-03,94.0
2017-01-04,81.0
2017-01-05,76.0
2017-01-06,71.0
2017-01-07,39.0
2017-01-08,67.0
2017-01-09,97.0
2017-01-10,81.0
2017-01-11,75.0
2017-01-12,68.0
2017-01-13,62.0
2017-01-14,36.0
2017-01-15,68.0
2017-01-16,77.0
2017-01-17,84.0
2017-01-18,80.0
2017-01-19,71.0
2017-01-20,66.0
2017-01-21,61.0
2017-01-22,77.0
2017-01-23,100.0
2017-01-24,83.0
2017-01-25,74.0
2017-01-26,70.0
2017-01-27,61.0
2017-01-28,38.0
2017-01-29,70.0
2017-01-30,93.0
2017-01-31,76.0
2017-02-01,68.0
2017-02-02,63.0
2017-02-03,63.0
2017-02-04,38.0
2017-02-05,66.0
2017-02-06,90.0
2017-02-07,74.0
2017-02-08,66.0
2017-02-09,58.0
2017-02-10,56.0
2017-02-11,34.0
2017-02-12,67.0
2017-02-13,85.0
2017-02-14,66.0
2017-02-15,64.0
2017-02-16,58.0
2017-02-17,53.0
2017-02-18,34.0
2017-02-19,64.0
2017-02-20,74.0
2017-02-21,74.0
2017-02-22,66.0
2017-02-23,58.0
2017-02-24,48.0
2017-02-25,31.0
2017-02-26,68.0
2017-02-27,87.0
2017-02-28,67.0
2017-03-01,61.881578947368425
2017-03-02,59.20789473684211
2017-03-03,52.36052631578947
2017-03-04,30.981578947368423
2017-03-05,60.20789473684211
2017-03-06,82.84210526315789
2017-03-07,63.881578947368425
2017-03-08,58.28947368421053
2017-03-09,54.19736842105263
2017-03-10,50.9421052631579
2017-03-11,33.23684210526316
2017-03-12,61.544736842105266
2017-03-13,76.91315789473684
2017-03-14,59.20789473684211
2017-03-15,56.03421052631579
2017-03-16,53.36052631578947
2017-03-17,46.51315789473684
2017-03-18,25.97105263157895
2017-03-19,60.70789473684211
2017-03-20,80.58684210526316
2017-03-21,61.463157894736845
2017-03-22,55.11578947368422
2017-03-23,51.52368421052631
2017-03-24,46.93157894736842
2017-03-25,28.726315789473684
2017-03-26,61.044736842105266
2017-03-27,76.49473684210527
2017-03-28,61.544736842105266
2017-03-29,53.77894736842106
2017-03-30,50.52368421052631
2017-03-31,46.51315789473684
2017-04-01,26.47105263157895
2017-04-02,56.90526315789474
2017-04-03,75.31578947368422
2017-04-04,61.92631578947369
2017-04-05,55.231578947368426
2017-04-06,50.21052631578948
2017-04-07,51.04736842105263
2017-04-08,27.615789473684213
2017-04-09,56.90526315789474
2017-04-10,76.15263157894738
2017-04-11,61.08947368421053
2017-04-12,55.231578947368426
2017-04-13,52.72105263157895
2017-04-14,41.8421052631579
2017-04-15,26.778947368421054
2017-04-16,49.37368421052632
2017-04-17,76.15263157894738
2017-04-18,63.6
2017-04-19,55.231578947368426
2017-04-20,51.04736842105263
2017-04-21,47.7
2017-04-22,26.778947368421054
2017-04-23,51.04736842105263
2017-04-24,75.31578947368422
2017-04-25,61.92631578947369
2017-04-26,52.72105263157895
2017-04-27,48.53684210526316
2017-04-28,46.863157894736844
2017-04-29,25.10526315789474
2017-04-30,50.21052631578948
2017-05-01,78.66315789473684
2017-05-02,60.25263157894737
2017-05-03,53.55789473684211
2017-05-04,47.7
2017-05-05,48.53684210526316
2017-05-06,26.778947368421054
2017-05-07,50.21052631578948
2017-05-08,71.96842105263158
2017-05-09,57.742105263157896
2017-05-10,52.72105263157895
2017-05-11,48.53684210526316
2017-05-12,44.352631578947374
2017-05-13,22.594736842105263
2017-05-14,46.863157894736844
2017-05-15,71.13157894736842
2017-05-16,56.90526315789474
2017-05-17,52.72105263157895
2017-05-18,50.21052631578948
2017-05-19,43.515789473684215
2017-05-20,27.615789473684213
2017-05-21,48.53684210526316
2017-05-22,66.94736842105263
2017-05-23,54.39473684210527
2017-05-24,49.37368421052632
2017-05-25,46.026315789473685
2017-05-26,40.16842105263158
2017-05-27,23.431578947368422
2017-05-28,42.678947368421056
2017-05-29,36.82105263157895
2017-05-30,63.6
2017-05-31,56.90526315789474
2017-06-01,51.04736842105263
2017-06-02,50.21052631578948
2017-06-03,26.778947368421054
