date,obama criminal
2017-01-30,11.071705426356589
2017-01-31,3.817829457364341
2017-02-01,0.0
2017-02-02,17.943798449612405
2017-02-03,3.817829457364341
2017-02-04,4.199612403100775
2017-02-05,0.0
2017-02-06,7.253875968992248
2017-02-07,29.015503875968992
2017-02-08,14.507751937984496
2017-02-09,7.253875968992248
2017-02-10,11.453488372093023
2017-02-11,12.598837209302326
2017-02-12,0.0
2017-02-13,0.0
2017-02-14,7.253875968992248
2017-02-15,11.071705426356589
2017-02-16,3.817829457364341
2017-02-17,7.635658914728682
2017-02-18,4.199612403100775
2017-02-19,8.39922480620155
2017-02-20,11.071705426356589
2017-02-21,3.4360465116279073
2017-02-22,3.4360465116279073
2017-02-23,7.253875968992248
2017-02-24,0.0
2017-02-25,8.39922480620155
2017-02-26,0.0
2017-02-27,18.325581395348838
2017-02-28,7.253875968992248
2017-03-01,1.587995730816762
2017-03-02,12.721822624628487
2017-03-03,0.0
2017-03-04,7.473438888378221
2017-03-05,12.893599799818201
2017-03-06,12.981877674622872
2017-03-07,1.4436324825606928
2017-03-08,20.23575364361512
2017-03-09,4.7496514691914085
2017-03-10,10.29983990562858
2017-03-11,5.708887407952119
2017-03-12,1.7323589790728313
2017-03-13,5.344961240310077
2017-03-14,1.4436324825606928
2017-03-15,6.932956971126839
2017-03-16,0.0
2017-03-17,1.587995730816762
2017-03-18,1.7323589790728313
2017-03-19,5.564524159696051
2017-03-20,8.24656192869034
2017-03-21,4.7496514691914085
2017-03-22,6.467674725005362
2017-03-23,17.936756339941375
2017-03-24,16.04091981493397
2017-03-25,13.885028239932183
2017-03-26,5.708887407952119
2017-03-27,11.538245192062178
2017-03-28,11.408217667064987
2017-03-29,3.496910459498933
2017-03-30,3.496910459498933
2017-03-31,0.0
2017-04-01,1.7323589790728313
2017-04-02,0.0
2017-04-03,3.175991461633524
2017-04-04,12.415239350021958
2017-04-05,3.175991461633524
2017-04-06,0.0
2017-04-07,3.175991461633524
2017-04-08,14.436324825606928
2017-04-09,7.506888909315602
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,3.175991461633524
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,3.753444454657801
2017-04-17,9.81670088141271
2017-04-18,6.06325642675491
2017-04-19,0.0
2017-04-20,3.175991461633524
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,3.4647179581456626
2017-04-24,3.175991461633524
2017-04-25,0.0
2017-04-26,2.8872649651213855
2017-04-27,0.0
2017-04-28,6.351982923267048
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,6.640709419779187
2017-05-02,0.0
2017-05-03,3.175991461633524
2017-05-04,6.06325642675491
2017-05-05,28.872649651213855
2017-05-06,10.971606867461265
2017-05-07,0.0
2017-05-08,3.175991461633524
2017-05-09,6.06325642675491
2017-05-10,6.06325642675491
2017-05-11,0.0
2017-05-12,0.0
2017-05-13,0.0
2017-05-14,3.753444454657801
2017-05-15,0.0
2017-05-16,9.239247888388434
2017-05-17,3.175991461633524
2017-05-18,6.351982923267048
2017-05-19,0.0
2017-05-20,3.753444454657801
2017-05-21,3.753444454657801
2017-05-22,0.0
2017-05-23,9.239247888388434
2017-05-24,3.175991461633524
2017-05-25,6.351982923267048
2017-05-26,3.4647179581456626
2017-05-27,0.0
2017-05-28,3.753444454657801
2017-05-29,3.175991461633524
2017-05-30,0.0
2017-05-31,0.0
2017-06-01,0.0
2017-06-02,0.0
2017-06-03,3.753444454657801
