date,alzheimers
2016-11-24,43.0
2016-11-25,40.0
2016-11-26,44.0
2016-11-27,47.0
2016-11-28,100.0
2016-11-29,74.0
2016-11-30,70.0
2016-12-01,59.0
2016-12-02,54.0
2016-12-03,40.0
2016-12-04,60.0
2016-12-05,55.0
2016-12-06,53.0
2016-12-07,56.0
2016-12-08,55.0
2016-12-09,47.0
2016-12-10,35.0
2016-12-11,53.0
2016-12-12,56.0
2016-12-13,56.0
2016-12-14,53.0
2016-12-15,49.0
2016-12-16,50.0
2016-12-17,36.0
2016-12-18,36.0
2016-12-19,45.0
2016-12-20,44.0
2016-12-21,39.0
2016-12-22,40.0
2016-12-23,40.0
2016-12-24,33.0
2016-12-25,25.0
2016-12-26,40.0
2016-12-27,41.0
2016-12-28,46.0
2016-12-29,43.0
2016-12-30,35.0
2016-12-31,34.0
2017-01-01,42.0
2017-01-02,38.0
2017-01-03,39.0
2017-01-04,48.0
2017-01-05,52.0
2017-01-06,50.0
2017-01-07,35.0
2017-01-08,35.0
2017-01-09,52.0
2017-01-10,51.0
2017-01-11,48.0
2017-01-12,43.0
2017-01-13,39.0
2017-01-14,36.0
2017-01-15,36.0
2017-01-16,49.0
2017-01-17,49.0
2017-01-18,47.0
2017-01-19,45.0
2017-01-20,42.0
2017-01-21,30.0
2017-01-22,35.0
2017-01-23,45.0
2017-01-24,49.0
2017-01-25,61.0
2017-01-26,63.0
2017-01-27,51.0
2017-01-28,49.0
2017-01-29,35.0
2017-01-30,56.0
2017-01-31,57.0
2017-02-01,54.0
2017-02-02,44.0
2017-02-03,47.0
2017-02-04,36.0
2017-02-05,44.0
2017-02-06,46.0
2017-02-07,42.0
2017-02-08,51.0
2017-02-09,53.0
2017-02-10,48.0
2017-02-11,35.0
2017-02-12,39.0
2017-02-13,50.0
2017-02-14,47.0
2017-02-15,53.0
2017-02-16,47.0
2017-02-17,42.0
2017-02-18,34.0
2017-02-19,39.0
2017-02-20,45.0
2017-02-21,55.0
2017-02-22,49.0
2017-02-23,53.0
2017-02-24,41.0
2017-02-25,34.0
2017-02-26,41.0
2017-02-27,56.0
2017-02-28,51.0
2017-03-01,43.9324894514768
2017-03-02,48.57594936708861
2017-03-03,44.5042194092827
2017-03-04,33.789029535864984
2017-03-05,38.345991561181435
2017-03-06,49.51898734177215
2017-03-07,49.77637130801688
2017-03-08,54.59071729957806
2017-03-09,51.51898734177215
2017-03-10,40.561181434599156
2017-03-11,33.91772151898734
2017-03-12,34.789029535864984
2017-03-13,50.77637130801688
2017-03-14,45.13291139240506
2017-03-15,50.719409282700425
2017-03-16,53.348101265822784
2017-03-17,41.561181434599156
2017-03-18,32.789029535864984
2017-03-19,40.37552742616033
2017-03-20,56.60548523206751
2017-03-21,57.47679324894514
2017-03-22,58.43459915611814
2017-03-23,52.90506329113924
2017-03-24,48.57594936708861
2017-03-25,37.91772151898734
2017-03-26,40.689873417721515
2017-03-27,56.09071729957806
2017-03-28,55.97679324894514
2017-03-29,48.64767932489451
2017-03-30,57.10548523206751
2017-03-31,42.189873417721515
2017-04-01,38.860759493670884
2017-04-02,35.835443037974684
2017-04-03,45.265822784810126
2017-04-04,58.46835443037975
2017-04-05,45.265822784810126
2017-04-06,47.780590717299575
2017-04-07,46.52320675105485
2017-04-08,35.835443037974684
2017-04-09,35.20675105485232
2017-04-10,53.438818565400844
2017-04-11,45.894514767932485
2017-04-12,54.0675105485232
2017-04-13,52.81012658227848
2017-04-14,38.35021097046413
2017-04-15,29.548523206751053
2017-04-16,31.434599156118143
2017-04-17,50.29535864978903
2017-04-18,50.29535864978903
2017-04-19,55.95358649789029
2017-04-20,55.95358649789029
2017-04-21,50.92405063291139
2017-04-22,37.721518987341774
2017-04-23,42.12236286919831
2017-04-24,55.95358649789029
2017-04-25,56.58227848101266
2017-04-26,57.83966244725738
2017-04-27,59.097046413502106
2017-04-28,43.379746835443036
2017-04-29,42.12236286919831
2017-04-30,37.09282700421941
2017-05-01,50.29535864978903
2017-05-02,56.58227848101266
2017-05-03,58.46835443037975
2017-05-04,47.151898734177216
2017-05-05,38.9789029535865
2017-05-06,41.49367088607595
2017-05-07,38.35021097046413
2017-05-08,51.552742616033754
2017-05-09,51.552742616033754
2017-05-10,54.0675105485232
2017-05-11,59.72573839662447
2017-05-12,42.75105485232067
2017-05-13,40.86497890295359
2017-05-14,35.835443037974684
2017-05-15,46.52320675105485
2017-05-16,44.63713080168776
2017-05-17,57.83966244725738
2017-05-18,49.037974683544306
2017-05-19,49.037974683544306
2017-05-20,30.177215189873415
2017-05-21,37.09282700421941
2017-05-22,40.86497890295359
2017-05-23,42.12236286919831
2017-05-24,44.63713080168776
2017-05-25,38.9789029535865
2017-05-26,42.75105485232067
2017-05-27,37.09282700421941
2017-05-28,30.80590717299578
2017-05-29,37.09282700421941
2017-05-30,41.49367088607595
2017-05-31,52.18143459915612
2017-06-01,50.92405063291139
2017-06-02,44.63713080168776
2017-06-03,27.662447257383967
