date,trump fool
2016-12-08,4.00596421471173
2016-12-09,8.01192842942346
2016-12-10,20.029821073558647
2016-12-11,11.216699801192844
2016-12-12,4.00596421471173
2016-12-13,5.608349900596422
2016-12-14,11.216699801192844
2016-12-15,12.01789264413519
2016-12-16,12.01789264413519
2016-12-17,4.807157057654075
2016-12-18,4.807157057654075
2016-12-19,12.01789264413519
2016-12-20,4.00596421471173
2016-12-21,10.415506958250496
2016-12-22,4.00596421471173
2016-12-23,12.819085487077535
2016-12-24,14.421471172962226
2016-12-25,7.210735586481113
2016-12-26,8.813121272365805
2016-12-27,10.415506958250496
2016-12-28,10.415506958250496
2016-12-29,16.825049701789265
2016-12-30,6.4095427435387675
2016-12-31,4.807157057654075
2017-01-01,9.61431411530815
2017-01-02,6.4095427435387675
2017-01-03,5.608349900596422
2017-01-04,4.00596421471173
2017-01-05,8.01192842942346
2017-01-06,8.01192842942346
2017-01-07,12.819085487077535
2017-01-08,8.813121272365805
2017-01-09,12.819085487077535
2017-01-10,7.210735586481113
2017-01-11,12.819085487077535
2017-01-12,12.819085487077535
2017-01-13,9.61431411530815
2017-01-14,8.813121272365805
2017-01-15,12.819085487077535
2017-01-16,20.029821073558647
2017-01-17,9.61431411530815
2017-01-18,11.216699801192844
2017-01-19,15.222664015904574
2017-01-20,30.445328031809147
2017-01-21,16.825049701789265
2017-01-22,23.234592445328033
2017-01-23,11.216699801192844
2017-01-24,35.25248508946322
2017-01-25,25.63817097415507
2017-01-26,15.222664015904574
2017-01-27,17.62624254473161
2017-01-28,15.222664015904574
2017-01-29,32.04771371769384
2017-01-30,29.644135188866798
2017-01-31,29.644135188866798
2017-02-01,11.216699801192844
2017-02-02,20.029821073558647
2017-02-03,11.216699801192844
2017-02-04,12.819085487077535
2017-02-05,20.831013916500993
2017-02-06,14.421471172962226
2017-02-07,24.03578528827038
2017-02-08,24.03578528827038
2017-02-09,12.819085487077535
2017-02-10,13.62027833001988
2017-02-11,12.819085487077535
2017-02-12,19.2286282306163
2017-02-13,7.210735586481113
2017-02-14,9.61431411530815
2017-02-15,9.61431411530815
2017-02-16,5.608349900596422
2017-02-17,15.222664015904574
2017-02-18,8.813121272365805
2017-02-19,6.4095427435387675
2017-02-20,11.216699801192844
2017-02-21,7.210735586481113
2017-02-22,7.210735586481113
2017-02-23,9.61431411530815
2017-02-24,8.01192842942346
2017-02-25,12.819085487077535
2017-02-26,12.819085487077535
2017-02-27,7.210735586481113
2017-02-28,9.61431411530815
2017-03-01,11.210735586481114
2017-03-02,11.608349900596423
2017-03-03,9.608349900596423
2017-03-04,6.00596421471173
2017-03-05,4.002982107355865
2017-03-06,8.406560636182903
2017-03-07,22.722664015904574
2017-03-08,14.710735586481114
2017-03-09,9.502982107355866
2017-03-10,3.6053677932405566
2017-03-11,6.502982107355865
2017-03-12,2.002982107355865
2017-03-13,4.002982107355865
2017-03-14,5.608349900596422
2017-03-15,21.117296222664017
2017-03-16,13.51192842942346
2017-03-17,19.61431411530815
2017-03-18,20.210735586481114
2017-03-19,11.707753479125248
2017-03-20,13.906560636182903
2017-03-21,10.01192842942346
2017-03-22,7.605367793240557
2017-03-23,8.804174950298211
2017-03-24,8.00596421471173
2017-03-25,13.409542743538768
2017-03-26,2.002982107355865
2017-03-27,11.906560636182903
2017-03-28,6.804174950298211
2017-03-29,7.605367793240557
2017-03-30,6.807157057654075
2017-03-31,14.813121272365805
2017-04-01,85.65308151093438
2017-04-02,37.0
2017-04-03,20.0
2017-04-04,8.0
2017-04-05,4.0
2017-04-06,0.0
2017-04-07,12.0
2017-04-08,5.0
2017-04-09,9.0
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,8.0
2017-04-13,4.0
2017-04-14,5.0
2017-04-15,0.0
2017-04-16,5.0
2017-04-17,4.0
2017-04-18,4.0
2017-04-19,8.0
2017-04-20,8.0
2017-04-21,4.0
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,4.0
2017-04-25,8.0
2017-04-26,4.0
2017-04-27,4.0
2017-04-28,4.0
2017-04-29,5.0
2017-04-30,5.0
2017-05-01,13.0
2017-05-02,8.0
2017-05-03,0.0
2017-05-04,4.0
2017-05-05,4.0
2017-05-06,5.0
2017-05-07,0.0
2017-05-08,4.0
2017-05-09,0.0
2017-05-10,16.0
2017-05-11,24.0
2017-05-12,0.0
2017-05-13,14.0
2017-05-14,9.0
2017-05-15,12.0
2017-05-16,16.0
2017-05-17,8.0
2017-05-18,4.0
2017-05-19,16.0
2017-05-20,14.0
2017-05-21,5.0
2017-05-22,0.0
2017-05-23,4.0
2017-05-24,4.0
2017-05-25,4.0
2017-05-26,17.0
2017-05-27,5.0
2017-05-28,10.0
2017-05-29,4.0
2017-05-30,16.0
2017-05-31,20.0
2017-06-01,20.0
2017-06-02,21.0
2017-06-03,9.0
