date,hillary putin
2016-08-07,4.750605326876513
2016-08-08,4.750605326876513
2016-08-09,3.694915254237288
2016-08-10,2.6392251815980625
2016-08-11,1.055690072639225
2016-08-12,3.694915254237288
2016-08-13,3.694915254237288
2016-08-14,3.694915254237288
2016-08-15,3.694915254237288
2016-08-16,3.694915254237288
2016-08-17,2.6392251815980625
2016-08-18,2.11138014527845
2016-08-19,1.5835351089588376
2016-08-20,2.11138014527845
2016-08-21,2.6392251815980625
2016-08-22,2.6392251815980625
2016-08-23,3.1670702179176753
2016-08-24,1.5835351089588376
2016-08-25,1.5835351089588376
2016-08-26,2.6392251815980625
2016-08-27,2.11138014527845
2016-08-28,1.055690072639225
2016-08-29,2.11138014527845
2016-08-30,1.055690072639225
2016-08-31,1.5835351089588376
2016-09-01,2.11138014527845
2016-09-02,1.5835351089588376
2016-09-03,1.5835351089588376
2016-09-04,2.6392251815980625
2016-09-05,1.5835351089588376
2016-09-06,4.750605326876513
2016-09-07,4.2227602905569
2016-09-08,5.806295399515738
2016-09-09,7.389830508474576
2016-09-10,4.750605326876513
2016-09-11,4.750605326876513
2016-09-12,4.2227602905569
2016-09-13,7.9176755447941884
2016-09-14,7.9176755447941884
2016-09-15,4.750605326876513
2016-09-16,3.1670702179176753
2016-09-17,3.694915254237288
2016-09-18,3.694915254237288
2016-09-19,3.694915254237288
2016-09-20,2.6392251815980625
2016-09-21,5.278450363196125
2016-09-22,2.11138014527845
2016-09-23,2.11138014527845
2016-09-24,1.5835351089588376
2016-09-25,3.1670702179176753
2016-09-26,3.694915254237288
2016-09-27,11.084745762711863
2016-09-28,3.694915254237288
2016-09-29,3.1670702179176753
2016-09-30,4.750605326876513
2016-10-01,3.083535108958838
2016-10-02,3.847457627118644
2016-10-03,3.583535108958838
2016-10-04,3.847457627118644
2016-10-05,9.958837772397095
2016-10-06,5.1392251815980625
2016-10-07,5.1392251815980625
2016-10-08,5.667070217917676
2016-10-09,4.875302663438257
2016-10-10,16.737288135593218
2016-10-11,8.7227602905569
2016-10-12,16.681598062953995
2016-10-13,21.02905569007264
2016-10-14,24.640435835351088
2016-10-15,21.58474576271186
2016-10-16,17.237288135593218
2016-10-17,19.237288135593218
2016-10-18,19.792978208232444
2016-10-19,16.4455205811138
2016-10-20,51.89225181598063
2016-10-21,24.640435835351088
2016-10-22,14.625907990314769
2016-10-23,13.098062953995157
2016-10-24,13.598062953995157
2016-10-25,9.01452784503632
2016-10-26,11.806295399515738
2016-10-27,12.834140435835351
2016-10-28,16.709443099273606
2016-10-29,11.04237288135593
2016-10-30,8.7227602905569
2016-10-31,9.7227602905569
2016-11-01,11.04237288135593
2016-11-02,10.0
2016-11-03,11.0
2016-11-04,11.0
2016-11-05,13.0
2016-11-06,13.0
2016-11-07,15.0
2016-11-08,36.0
2016-11-09,100.0
2016-11-10,33.0
2016-11-11,16.0
2016-11-12,11.0
2016-11-13,8.0
2016-11-14,6.0
2016-11-15,7.0
2016-11-16,3.0
2016-11-17,4.0
2016-11-18,3.0
2016-11-19,2.0
2016-11-20,3.0
2016-11-21,3.0
2016-11-22,3.0
2016-11-23,5.0
2016-11-24,2.0
2016-11-25,1.0
2016-11-26,2.0
2016-11-27,1.0
2016-11-28,2.0
2016-11-29,2.0
2016-11-30,2.0
2016-12-01,2.0
2016-12-02,1.0
2016-12-03,2.0
2016-12-04,1.0
2016-12-05,1.0
2016-12-06,2.0
2016-12-07,1.0
2016-12-08,1.0
2016-12-09,1.0
2016-12-10,5.0
2016-12-11,6.0
2016-12-12,4.0
2016-12-13,6.0
2016-12-14,4.0
2016-12-15,11.0
2016-12-16,13.0
2016-12-17,9.0
2016-12-18,7.0
2016-12-19,7.0
2016-12-20,6.0
2016-12-21,4.0
2016-12-22,3.0
2016-12-23,4.0
2016-12-24,7.0
2016-12-25,2.0
2016-12-26,3.0
2016-12-27,2.0
2016-12-28,1.0
2016-12-29,1.0
2016-12-30,3.0
2016-12-31,5.0
2017-01-01,2.0
2017-01-02,2.0
2017-01-03,2.0
2017-01-04,3.0
2017-01-05,2.0
2017-01-06,5.0
2017-01-07,7.0
2017-01-08,4.0
2017-01-09,3.0
2017-01-10,2.0
2017-01-11,5.0
2017-01-12,3.0
2017-01-13,1.0
2017-01-14,2.0
2017-01-15,1.0
2017-01-16,1.0
2017-01-17,2.0
2017-01-18,2.0
2017-01-19,2.0
2017-01-20,5.0
2017-01-21,2.0
2017-01-22,3.0
2017-01-23,2.0
2017-01-24,2.0
2017-01-25,2.0
2017-01-26,2.0
2017-01-27,2.0
2017-01-28,2.0
2017-01-29,2.0
2017-01-30,2.0
2017-01-31,1.0
2017-02-01,1.0
2017-02-02,1.0
2017-02-03,1.0
2017-02-04,1.0
2017-02-05,1.0
2017-02-06,1.0
2017-02-07,1.0
2017-02-08,2.0
2017-02-09,1.0
2017-02-10,1.0
2017-02-11,1.0
2017-02-12,0.0
2017-02-13,1.0
2017-02-14,3.0
2017-02-15,3.0
2017-02-16,3.0
2017-02-17,2.0
2017-02-18,1.0
2017-02-19,1.0
2017-02-20,1.0
2017-02-21,1.0
2017-02-22,1.0
2017-02-23,1.0
2017-02-24,1.0
2017-02-25,1.0
2017-02-26,1.0
2017-02-27,1.0
2017-02-28,1.0
2017-03-01,0.9530303030303031
2017-03-02,1.3712121212121213
2017-03-03,4.056060606060607
2017-03-04,2.8590909090909093
2017-03-05,1.3015151515151515
2017-03-06,2.371212121212121
2017-03-07,1.6272727272727274
2017-03-08,1.1272727272727274
2017-03-09,1.6272727272727274
2017-03-10,0.9878787878787879
2017-03-11,0.8484848484848485
2017-03-12,0.7318181818181819
2017-03-13,1.2666666666666666
2017-03-14,1.940909090909091
2017-03-15,1.1272727272727274
2017-03-16,1.5575757575757576
2017-03-17,0.8136363636363637
2017-03-18,0.9530303030303031
2017-03-19,0.17424242424242425
2017-03-20,1.3712121212121213
2017-03-21,2.371212121212121
2017-03-22,1.940909090909091
2017-03-23,0.9878787878787879
2017-03-24,1.231818181818182
2017-03-25,1.0575757575757576
2017-03-26,1.6151515151515152
2017-03-27,1.1272727272727274
2017-03-28,1.2666666666666666
2017-03-29,0.8833333333333333
2017-03-30,1.731818181818182
2017-03-31,1.662121212121212
2017-04-01,1.0575757575757576
2017-04-02,1.1151515151515152
2017-04-03,0.7666666666666667
2017-04-04,0.4878787878787879
2017-04-05,0.4878787878787879
2017-04-06,1.1151515151515152
2017-04-07,5.157575757575758
2017-04-08,1.6727272727272728
2017-04-09,1.1151515151515152
2017-04-10,1.603030303030303
2017-04-11,0.4878787878787879
2017-04-12,0.6272727272727273
2017-04-13,0.8363636363636364
2017-04-14,0.7666666666666667
2017-04-15,0.7666666666666667
2017-04-16,0.3484848484848485
2017-04-17,0.8363636363636364
2017-04-18,0.6272727272727273
2017-04-19,0.3484848484848485
2017-04-20,0.4878787878787879
2017-04-21,0.3484848484848485
2017-04-22,0.7666666666666667
2017-04-23,0.0
2017-04-24,0.4878787878787879
2017-04-25,0.7666666666666667
2017-04-26,0.2787878787878788
2017-04-27,0.7666666666666667
2017-04-28,0.6272727272727273
2017-04-29,0.7666666666666667
2017-04-30,1.184848484848485
2017-05-01,0.8363636363636364
2017-05-02,2.36969696969697
2017-05-03,1.8818181818181818
2017-05-04,0.6272727272727273
2017-05-05,0.8363636363636364
2017-05-06,1.1151515151515152
2017-05-07,0.5575757575757576
2017-05-08,0.6272727272727273
2017-05-09,0.9757575757575758
2017-05-10,1.1151515151515152
2017-05-11,1.603030303030303
2017-05-12,1.184848484848485
2017-05-13,0.7666666666666667
2017-05-14,0.7666666666666667
2017-05-15,0.6272727272727273
2017-05-16,1.4636363636363638
2017-05-17,0.9757575757575758
2017-05-18,1.7424242424242427
2017-05-19,1.3242424242424242
2017-05-20,0.7666666666666667
2017-05-21,0.9757575757575758
2017-05-22,0.9757575757575758
2017-05-23,1.1151515151515152
2017-05-24,0.6272727272727273
2017-05-25,0.8363636363636364
2017-05-26,0.696969696969697
2017-05-27,0.5575757575757576
2017-05-28,0.4181818181818182
2017-05-29,0.696969696969697
2017-05-30,0.9757575757575758
2017-05-31,0.8363636363636364
2017-06-01,2.4393939393939394
2017-06-02,6.969696969696971
2017-06-03,3.275757575757576
