date,donald trump russia
2016-10-30,3.567415730337079
2016-10-31,9.963483146067416
2016-11-01,19.188202247191015
2016-11-02,8.0
2016-11-03,6.0
2016-11-04,6.0
2016-11-05,5.0
2016-11-06,5.0
2016-11-07,7.0
2016-11-08,12.0
2016-11-09,68.0
2016-11-10,29.0
2016-11-11,18.0
2016-11-12,11.0
2016-11-13,12.0
2016-11-14,8.0
2016-11-15,8.0
2016-11-16,7.0
2016-11-17,5.0
2016-11-18,5.0
2016-11-19,4.0
2016-11-20,4.0
2016-11-21,4.0
2016-11-22,3.0
2016-11-23,4.0
2016-11-24,4.0
2016-11-25,2.0
2016-11-26,3.0
2016-11-27,3.0
2016-11-28,2.0
2016-11-29,2.0
2016-11-30,4.0
2016-12-01,3.0
2016-12-02,2.0
2016-12-03,3.0
2016-12-04,3.0
2016-12-05,2.0
2016-12-06,3.0
2016-12-07,2.0
2016-12-08,3.0
2016-12-09,3.0
2016-12-10,23.0
2016-12-11,24.0
2016-12-12,17.0
2016-12-13,16.0
2016-12-14,9.0
2016-12-15,9.0
2016-12-16,12.0
2016-12-17,11.0
2016-12-18,6.0
2016-12-19,6.0
2016-12-20,7.0
2016-12-21,4.0
2016-12-22,4.0
2016-12-23,4.0
2016-12-24,4.0
2016-12-25,3.0
2016-12-26,3.0
2016-12-27,2.0
2016-12-28,5.0
2016-12-29,7.0
2016-12-30,14.0
2016-12-31,8.0
2017-01-01,6.0
2017-01-02,8.0
2017-01-03,5.0
2017-01-04,5.0
2017-01-05,6.0
2017-01-06,8.0
2017-01-07,7.0
2017-01-08,6.0
2017-01-09,8.0
2017-01-10,9.0
2017-01-11,100.0
2017-01-12,75.0
2017-01-13,21.0
2017-01-14,18.0
2017-01-15,24.0
2017-01-16,17.0
2017-01-17,13.0
2017-01-18,9.0
2017-01-19,10.0
2017-01-20,17.0
2017-01-21,16.0
2017-01-22,10.0
2017-01-23,8.0
2017-01-24,6.0
2017-01-25,6.0
2017-01-26,5.0
2017-01-27,8.0
2017-01-28,6.0
2017-01-29,7.0
2017-01-30,8.0
2017-01-31,5.0
2017-02-01,4.0
2017-02-02,7.0
2017-02-03,4.0
2017-02-04,5.0
2017-02-05,5.0
2017-02-06,5.0
2017-02-07,4.0
2017-02-08,4.0
2017-02-09,4.0
2017-02-10,4.0
2017-02-11,7.0
2017-02-12,4.0
2017-02-13,5.0
2017-02-14,11.0
2017-02-15,23.0
2017-02-16,24.0
2017-02-17,13.0
2017-02-18,8.0
2017-02-19,8.0
2017-02-20,7.0
2017-02-21,7.0
2017-02-22,5.0
2017-02-23,5.0
2017-02-24,7.0
2017-02-25,4.0
2017-02-26,6.0
2017-02-27,6.0
2017-02-28,6.0
2017-03-01,3.8938992042440317
2017-03-02,9.73474801061008
2017-03-03,11.493368700265252
2017-03-04,9.87002652519894
2017-03-05,5.746684350132626
2017-03-06,5.611405835543767
2017-03-07,5.611405835543767
2017-03-08,4.299734748010611
2017-03-09,5.340848806366048
2017-03-10,6.611405835543767
2017-03-11,4.570291777188329
2017-03-12,3.623342175066313
2017-03-13,4.529177718832891
2017-03-14,3.8938992042440317
2017-03-15,5.570291777188329
2017-03-16,4.164456233421751
2017-03-17,3.4880636604774535
2017-03-18,3.123342175066313
2017-03-19,4.029177718832891
2017-03-20,9.693633952254643
2017-03-21,9.599469496021221
2017-03-22,6.340848806366048
2017-03-23,11.181697612732096
2017-03-24,6.558355437665782
2017-03-25,5.570291777188329
2017-03-26,4.93501326259947
2017-03-27,6.111405835543767
2017-03-28,8.558355437665782
2017-03-29,7.287798408488063
2017-03-30,7.017241379310345
2017-03-31,7.287798408488063
2017-04-01,8.652519893899203
2017-04-02,6.493368700265252
2017-04-03,8.387267904509285
2017-04-04,7.03448275862069
2017-04-05,5.952254641909814
2017-04-06,6.222811671087533
2017-04-07,27.055702917771885
2017-04-08,12.986737400530505
2017-04-09,11.63395225464191
2017-04-10,11.363395225464192
2017-04-11,9.74005305039788
2017-04-12,15.962864721485412
2017-04-13,20.83289124668435
2017-04-14,11.904509283819628
2017-04-15,9.46949602122016
2017-04-16,7.305039787798409
2017-04-17,6.222811671087533
2017-04-18,4.058355437665782
2017-04-19,4.87002652519894
2017-04-20,5.952254641909814
2017-04-21,4.599469496021221
2017-04-22,4.3289124668435015
2017-04-23,3.787798408488064
2017-04-24,7.846153846153847
2017-04-25,5.681697612732096
2017-04-26,5.411140583554377
2017-04-27,5.140583554376658
2017-04-28,4.87002652519894
2017-04-29,3.246684350132626
2017-04-30,4.599469496021221
2017-05-01,4.599469496021221
2017-05-02,4.058355437665782
2017-05-03,4.058355437665782
2017-05-04,3.246684350132626
2017-05-05,3.517241379310345
2017-05-06,2.7055702917771884
2017-05-07,3.517241379310345
2017-05-08,4.599469496021221
2017-05-09,5.681697612732096
2017-05-10,7.305039787798409
2017-05-11,8.657824933687003
2017-05-12,9.74005305039788
2017-05-13,6.763925729442971
2017-05-14,6.222811671087533
2017-05-15,9.198938992042441
2017-05-16,17.045092838196286
2017-05-17,13.527851458885943
2017-05-18,12.175066312997348
2017-05-19,7.575596816976128
2017-05-20,3.517241379310345
2017-05-21,4.599469496021221
2017-05-22,5.952254641909814
2017-05-23,6.493368700265252
2017-05-24,6.222811671087533
2017-05-25,5.681697612732096
2017-05-26,7.846153846153847
2017-05-27,9.198938992042441
2017-05-28,5.140583554376658
2017-05-29,3.246684350132626
2017-05-30,4.87002652519894
2017-05-31,6.493368700265252
2017-06-01,7.03448275862069
2017-06-02,8.928381962864721
2017-06-03,4.87002652519894
