date,donald trump pizza
2016-07-13,1.5472312703583064
2016-07-14,3.094462540716613
2016-07-15,4.641693811074919
2016-07-16,4.641693811074919
2016-07-17,5.570032573289903
2016-07-18,2.47557003257329
2016-07-19,13.306188925081434
2016-07-20,12.687296416938112
2016-07-21,12.687296416938112
2016-07-22,21.042345276872965
2016-07-23,12.068403908794789
2016-07-24,8.355048859934854
2016-07-25,4.641693811074919
2016-07-26,5.570032573289903
2016-07-27,13.306188925081434
2016-07-28,10.211726384364821
2016-07-29,15.472312703583063
2016-07-30,8.355048859934854
2016-07-31,9.283387622149839
2016-08-01,6.188925081433226
2016-08-02,10.830618892508145
2016-08-03,14.85342019543974
2016-08-04,7.736156351791531
2016-08-05,8.973941368078176
2016-08-06,10.211726384364821
2016-08-07,4.641693811074919
2016-08-08,6.188925081433226
2016-08-09,4.0228013029315965
2016-08-10,4.0228013029315965
2016-08-11,3.094462540716613
2016-08-12,4.0228013029315965
2016-08-13,7.42671009771987
2016-08-14,4.641693811074919
2016-08-15,7.42671009771987
2016-08-16,1.5472312703583064
2016-08-17,4.641693811074919
2016-08-18,7.736156351791531
2016-08-19,8.045602605863193
2016-08-20,10.830618892508145
2016-08-21,8.973941368078176
2016-08-22,4.641693811074919
2016-08-23,3.094462540716613
2016-08-24,4.641693811074919
2016-08-25,4.641693811074919
2016-08-26,3.094462540716613
2016-08-27,6.188925081433226
2016-08-28,9.90228013029316
2016-08-29,3.713355048859935
2016-08-30,8.355048859934854
2016-08-31,3.713355048859935
2016-09-01,3.713355048859935
2016-09-02,4.641693811074919
2016-09-03,4.3322475570032575
2016-09-04,5.260586319218241
2016-09-05,7.736156351791531
2016-09-06,4.641693811074919
2016-09-07,4.641693811074919
2016-09-08,3.094462540716613
2016-09-09,3.713355048859935
2016-09-10,8.045602605863193
2016-09-11,8.664495114006515
2016-09-12,6.188925081433226
2016-09-13,3.713355048859935
2016-09-14,5.879478827361564
2016-09-15,6.807817589576548
2016-09-16,8.664495114006515
2016-09-17,8.664495114006515
2016-09-18,10.211726384364821
2016-09-19,4.3322475570032575
2016-09-20,4.95114006514658
2016-09-21,5.879478827361564
2016-09-22,3.094462540716613
2016-09-23,6.188925081433226
2016-09-24,7.736156351791531
2016-09-25,6.188925081433226
2016-09-26,7.42671009771987
2016-09-27,12.996742671009773
2016-09-28,8.045602605863193
2016-09-29,11.758957654723128
2016-09-30,10.211726384364821
2016-10-01,4.903908794788274
2016-10-02,10.462540716612377
2016-10-03,9.605863192182412
2016-10-04,6.356677524429967
2016-10-05,6.4397394136807815
2016-10-06,7.4397394136807815
2016-10-07,13.700325732899023
2016-10-08,30.472312703583064
2016-10-09,24.91368078175896
2016-10-10,20.40228013029316
2016-10-11,17.438110749185668
2016-10-12,7.903908794788274
2016-10-13,14.879478827361563
2016-10-14,16.843648208469055
2016-10-15,8.832247557003257
2016-10-16,15.890879478827362
2016-10-17,9.749185667752442
2016-10-18,11.724755700325733
2016-10-19,15.700325732899023
2016-10-20,12.0814332247557
2016-10-21,13.700325732899023
2016-10-22,12.105863192182412
2016-10-23,10.61726384364821
2016-10-24,5.47557003257329
2016-10-25,8.368078175895766
2016-10-26,7.4153094462540725
2016-10-27,13.688925081433226
2016-10-28,10.177524429967427
2016-10-29,11.807817589576548
2016-10-30,4.97557003257329
2016-10-31,7.130293159609121
2016-11-01,8.796416938110749
2016-11-02,12.0
2016-11-03,10.0
2016-11-04,12.0
2016-11-05,10.0
2016-11-06,17.0
2016-11-07,22.0
2016-11-08,42.0
2016-11-09,100.0
2016-11-10,55.0
2016-11-11,49.0
2016-11-12,45.0
2016-11-13,27.0
2016-11-14,30.0
2016-11-15,19.0
2016-11-16,16.0
2016-11-17,19.0
2016-11-18,11.0
2016-11-19,29.0
2016-11-20,12.0
2016-11-21,9.0
2016-11-22,3.0
2016-11-23,10.0
2016-11-24,9.0
2016-11-25,12.0
2016-11-26,10.0
2016-11-27,5.0
2016-11-28,9.0
2016-11-29,17.0
2016-11-30,6.0
2016-12-01,9.0
2016-12-02,15.0
2016-12-03,10.0
2016-12-04,17.0
2016-12-05,9.0
2016-12-06,9.0
2016-12-07,10.0
2016-12-08,8.0
2016-12-09,11.0
2016-12-10,4.0
2016-12-11,3.0
2016-12-12,4.0
2016-12-13,7.0
2016-12-14,7.0
2016-12-15,4.0
2016-12-16,5.0
2016-12-17,5.0
2016-12-18,3.0
2016-12-19,13.0
2016-12-20,9.0
2016-12-21,8.0
2016-12-22,8.0
2016-12-23,5.0
2016-12-24,6.0
2016-12-25,4.0
2016-12-26,3.0
2016-12-27,5.0
2016-12-28,6.0
2016-12-29,6.0
2016-12-30,2.0
2016-12-31,13.0
2017-01-01,7.0
2017-01-02,6.0
2017-01-03,9.0
2017-01-04,9.0
2017-01-05,10.0
2017-01-06,8.0
2017-01-07,7.0
2017-01-08,10.0
2017-01-09,10.0
2017-01-10,6.0
2017-01-11,18.0
2017-01-12,6.0
2017-01-13,13.0
2017-01-14,15.0
2017-01-15,5.0
2017-01-16,7.0
2017-01-17,9.0
2017-01-18,16.0
2017-01-19,14.0
2017-01-20,63.0
2017-01-21,61.0
2017-01-22,18.0
2017-01-23,15.0
2017-01-24,13.0
2017-01-25,21.0
2017-01-26,16.0
2017-01-27,21.0
2017-01-28,16.0
2017-01-29,10.0
2017-01-30,14.0
2017-01-31,20.0
2017-02-01,20.0
2017-02-02,14.0
2017-02-03,15.0
2017-02-04,13.0
2017-02-05,27.0
2017-02-06,8.0
2017-02-07,7.0
2017-02-08,11.0
2017-02-09,17.0
2017-02-10,28.0
2017-02-11,15.0
2017-02-12,19.0
2017-02-13,5.0
2017-02-14,13.0
2017-02-15,10.0
2017-02-16,14.0
2017-02-17,16.0
2017-02-18,25.0
2017-02-19,8.0
2017-02-20,21.0
2017-02-21,8.0
2017-02-22,10.0
2017-02-23,10.0
2017-02-24,10.0
2017-02-25,7.0
2017-02-26,6.0
2017-02-27,14.0
2017-02-28,10.0
2017-03-01,7.136945812807882
2017-03-02,3.541871921182266
2017-03-03,11.610344827586207
2017-03-04,8.8935960591133
2017-03-05,10.3935960591133
2017-03-06,9.110344827586207
2017-03-07,5.325123152709359
2017-03-08,7.771921182266009
2017-03-09,6.541871921182266
2017-03-10,8.8935960591133
2017-03-11,4.906896551724138
2017-03-12,4.203448275862069
2017-03-13,3.0551724137931036
2017-03-14,8.555172413793104
2017-03-15,4.460098522167488
2017-03-16,5.771921182266009
2017-03-17,22.167487684729064
2017-03-18,8.597044334975369
2017-03-19,7.258620689655173
2017-03-20,5.825123152709359
2017-03-21,7.136945812807882
2017-03-22,5.285221674876848
2017-03-23,5.041871921182266
2017-03-24,12.380295566502463
2017-03-25,9.340394088669951
2017-03-26,10.866995073891626
2017-03-27,7.311822660098523
2017-03-28,11.232019704433498
2017-03-29,3.5817733990147786
2017-03-30,6.258620689655173
2017-03-31,7.015270935960591
2017-04-01,7.5285714285714285
2017-04-02,6.327093596059114
2017-04-03,3.8935960591133005
2017-04-04,6.813793103448276
2017-04-05,6.813793103448276
2017-04-06,4.623645320197045
2017-04-07,16.79113300492611
2017-04-08,14.357635467980296
2017-04-09,6.5704433497536945
2017-04-10,3.8935960591133005
2017-04-11,6.327093596059114
2017-04-12,1.4600985221674878
2017-04-13,5.59704433497537
2017-04-14,4.380295566502463
2017-04-15,11.19408866995074
2017-04-16,8.273891625615764
2017-04-17,3.163546798029557
2017-04-18,3.6502463054187193
2017-04-19,2.1901477832512315
2017-04-20,7.057142857142857
2017-04-21,6.327093596059114
2017-04-22,9.733990147783251
2017-04-23,3.406896551724138
2017-04-24,5.353694581280788
2017-04-25,8.273891625615764
2017-04-26,5.353694581280788
2017-04-27,5.353694581280788
2017-04-28,6.327093596059114
2017-04-29,3.6502463054187193
2017-04-30,5.59704433497537
2017-05-01,4.136945812807882
2017-05-02,4.623645320197045
2017-05-03,5.353694581280788
2017-05-04,9.24729064039409
2017-05-05,4.623645320197045
2017-05-06,10.707389162561576
2017-05-07,3.6502463054187193
2017-05-08,3.163546798029557
2017-05-09,5.353694581280788
2017-05-10,3.163546798029557
2017-05-11,6.083743842364532
2017-05-12,7.057142857142857
2017-05-13,5.353694581280788
2017-05-14,6.327093596059114
2017-05-15,2.1901477832512315
2017-05-16,5.353694581280788
2017-05-17,9.977339901477833
2017-05-18,7.543842364532019
2017-05-19,6.327093596059114
2017-05-20,5.353694581280788
2017-05-21,3.6502463054187193
2017-05-22,5.353694581280788
2017-05-23,4.623645320197045
2017-05-24,6.083743842364532
2017-05-25,4.8669950738916254
2017-05-26,5.840394088669951
2017-05-27,4.623645320197045
2017-05-28,5.59704433497537
2017-05-29,9.733990147783251
2017-05-30,6.327093596059114
2017-05-31,5.353694581280788
2017-06-01,12.410837438423645
2017-06-02,9.003940886699507
2017-06-03,6.327093596059114
