date,stupid
2017-01-14,57.50525788683025
2017-01-15,57.50525788683025
2017-01-16,52.355533299949926
2017-01-17,51.497245868803205
2017-01-18,54.07210816224337
2017-01-19,54.07210816224337
2017-01-20,61.79669504256385
2017-01-21,62.65498247371057
2017-01-22,65.22984476715072
2017-01-23,55.78868302453681
2017-01-24,54.07210816224337
2017-01-25,53.21382073109665
2017-01-26,61.79669504256385
2017-01-27,56.64697045568353
2017-01-28,59.22183274912369
2017-01-29,60.93840761141713
2017-01-30,52.355533299949926
2017-01-31,54.07210816224337
2017-02-01,50.638958437656484
2017-02-02,53.21382073109665
2017-02-03,57.50525788683025
2017-02-04,63.51326990485729
2017-02-05,60.080120180270406
2017-02-06,50.638958437656484
2017-02-07,51.497245868803205
2017-02-08,51.497245868803205
2017-02-09,54.07210816224337
2017-02-10,55.78868302453681
2017-02-11,57.50525788683025
2017-02-12,62.65498247371057
2017-02-13,50.638958437656484
2017-02-14,55.78868302453681
2017-02-15,53.21382073109665
2017-02-16,54.07210816224337
2017-02-17,54.07210816224337
2017-02-18,52.355533299949926
2017-02-19,54.93039559339009
2017-02-20,52.355533299949926
2017-02-21,48.06409614421633
2017-02-22,49.78067100650977
2017-02-23,53.21382073109665
2017-02-24,50.638958437656484
2017-02-25,52.355533299949926
2017-02-26,57.50525788683025
2017-02-27,53.21382073109665
2017-02-28,54.93039559339009
2017-03-01,54.001151217199535
2017-03-02,56.43895968528104
2017-03-03,52.28457635490609
2017-03-04,53.34552848525337
2017-03-05,62.286103560777185
2017-03-06,51.766007448318575
2017-03-07,54.20381591640009
2017-03-08,53.029624277866404
2017-03-09,50.389151110584336
2017-03-10,53.029624277866404
2017-03-11,54.63295963197345
2017-03-12,51.53952843194577
2017-03-13,46.979815703169706
2017-03-14,48.98848045567786
2017-03-15,49.41762417125122
2017-03-16,48.785815756477305
2017-03-17,49.960007395010976
2017-03-18,49.10171996386426
2017-03-19,50.5918158097849
2017-03-20,46.663911495782756
2017-03-21,54.519720123787046
2017-03-22,51.65276794013217
2017-03-23,52.713720070479454
2017-03-24,63.77619940669782
2017-03-25,53.572007501626175
2017-03-26,59.41915137712232
2017-03-27,50.79448050898546
2017-03-28,48.785815756477305
2017-03-29,51.02095952535826
2017-03-30,49.53086367943762
2017-03-31,49.41762417125122
2017-04-01,51.02095952535826
2017-04-02,51.176481596687225
2017-04-03,44.85839744894806
2017-04-04,53.071906841008975
2017-04-05,48.64924793759156
2017-04-06,49.91286476713939
2017-04-07,49.281056352365475
2017-04-08,48.01743952281765
2017-04-09,49.91286476713939
2017-04-10,44.22658903417415
2017-04-11,50.54467318191331
2017-04-12,48.01743952281765
2017-04-13,47.385631108043725
2017-04-14,48.01743952281765
2017-04-15,51.176481596687225
2017-04-16,52.44009842623506
2017-04-17,48.64924793759156
2017-04-18,46.1220142784959
2017-04-19,45.490205863721975
2017-04-20,49.281056352365475
2017-04-21,49.91286476713939
2017-04-22,48.64924793759156
2017-04-23,46.75382269326981
2017-04-24,48.01743952281765
2017-04-25,46.1220142784959
2017-04-26,45.490205863721975
2017-04-27,47.385631108043725
2017-04-28,48.01743952281765
2017-04-29,45.490205863721975
2017-04-30,50.54467318191331
2017-05-01,51.176481596687225
2017-05-02,48.01743952281765
2017-05-03,45.490205863721975
2017-05-04,48.01743952281765
2017-05-05,49.91286476713939
2017-05-06,44.85839744894806
2017-05-07,45.490205863721975
2017-05-08,46.1220142784959
2017-05-09,46.1220142784959
2017-05-10,46.1220142784959
2017-05-11,49.91286476713939
2017-05-12,51.80829001146114
2017-05-13,51.80829001146114
2017-05-14,58.758182573974224
2017-05-15,50.54467318191331
2017-05-16,56.23094891487855
2017-05-17,53.70371525578289
2017-05-18,55.59914050010464
2017-05-19,49.281056352365475
2017-05-20,51.80829001146114
2017-05-21,53.071906841008975
2017-05-22,47.385631108043725
2017-05-23,49.281056352365475
2017-05-24,48.01743952281765
2017-05-25,50.54467318191331
2017-05-26,45.490205863721975
2017-05-27,48.01743952281765
2017-05-28,46.1220142784959
2017-05-29,42.3311637898524
2017-05-30,45.490205863721975
2017-05-31,48.01743952281765
2017-06-01,48.64924793759156
2017-06-02,48.64924793759156
2017-06-03,54.967332085330725
