date,trump unfit
2017-01-19,0.9836065573770492
2017-01-20,5.9016393442622945
2017-01-21,8.360655737704917
2017-01-22,5.409836065573771
2017-01-23,3.6885245901639343
2017-01-24,4.1803278688524586
2017-01-25,5.163934426229508
2017-01-26,7.377049180327869
2017-01-27,5.409836065573771
2017-01-28,6.885245901639344
2017-01-29,14.508196721311474
2017-01-30,5.163934426229508
2017-01-31,6.885245901639344
2017-02-01,2.2131147540983607
2017-02-02,4.1803278688524586
2017-02-03,6.393442622950819
2017-02-04,4.918032786885246
2017-02-05,1.721311475409836
2017-02-06,3.1967213114754096
2017-02-07,4.672131147540983
2017-02-08,9.836065573770492
2017-02-09,2.7049180327868854
2017-02-10,3.6885245901639343
2017-02-11,1.721311475409836
2017-02-12,2.9508196721311473
2017-02-13,2.459016393442623
2017-02-14,2.7049180327868854
2017-02-15,3.1967213114754096
2017-02-16,24.59016393442623
2017-02-17,17.950819672131146
2017-02-18,4.918032786885246
2017-02-19,3.6885245901639343
2017-02-20,4.1803278688524586
2017-02-21,3.1967213114754096
2017-02-22,6.639344262295082
2017-02-23,6.393442622950819
2017-02-24,3.1967213114754096
2017-02-25,2.9508196721311473
2017-02-26,1.2295081967213115
2017-02-27,0.9836065573770492
2017-02-28,0.9836065573770492
2017-03-01,0.0
2017-03-02,0.4918032786885246
2017-03-03,1.0651258622234168
2017-03-04,2.809952521723551
2017-03-05,7.82338976977515
2017-03-06,5.555630206933619
2017-03-07,4.326122010212308
2017-03-08,2.6220550031353578
2017-03-09,2.1302517244468335
2017-03-10,1.3110275015676789
2017-03-11,1.917495296963182
2017-03-12,0.6306548418883813
2017-03-13,1.5569291409119412
2017-03-14,0.0
2017-03-15,1.0651258622234168
2017-03-16,2.1302517244468335
2017-03-17,1.6957807041117978
2017-03-18,3.4247066200842067
2017-03-19,1.4913105795932993
2017-03-20,0.9836065573770492
2017-03-21,2.171683239272597
2017-03-22,0.9836065573770492
2017-03-23,1.0651258622234168
2017-03-24,2.941189644360835
2017-03-25,1.917495296963182
2017-03-26,1.3027411986025261
2017-03-27,1.0651258622234168
2017-03-28,0.4918032786885246
2017-03-29,1.6384484457583088
2017-03-30,1.6798799605840724
2017-03-31,4.047747021410015
2017-04-01,0.6147540983606558
2017-04-02,2.751948400967482
2017-04-03,2.2932903341395683
2017-04-04,0.0
2017-04-05,2.2932903341395683
2017-04-06,1.1466451670697841
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,1.1466451670697841
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,1.375974200483741
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,4.930574218400071
2017-04-22,2.751948400967482
2017-04-23,4.013258084744244
2017-04-24,1.1466451670697841
2017-04-25,2.2932903341395683
2017-04-26,1.1466451670697841
2017-04-27,2.2932903341395683
2017-04-28,2.4079548508465467
2017-04-29,1.375974200483741
2017-04-30,1.375974200483741
2017-05-01,1.2613096837767626
2017-05-02,3.4399355012093524
2017-05-03,3.4399355012093524
2017-05-04,8.141180686195467
2017-05-05,4.815909701693093
2017-05-06,1.375974200483741
2017-05-07,1.375974200483741
2017-05-08,4.701245184986115
2017-05-09,0.0
2017-05-10,4.586580668279137
2017-05-11,2.2932903341395683
2017-05-12,6.077219385469856
2017-05-13,2.751948400967482
2017-05-14,0.0
2017-05-15,2.2932903341395683
2017-05-16,4.701245184986115
2017-05-17,3.4399355012093524
2017-05-18,3.554600017916331
2017-05-19,3.554600017916331
2017-05-20,4.127922601451223
2017-05-21,0.0
2017-05-22,2.2932903341395683
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,3.7839290513302877
2017-05-27,1.375974200483741
2017-05-28,2.8666129176744604
2017-05-29,0.0
2017-05-30,2.4079548508465467
2017-05-31,2.4079548508465467
2017-06-01,1.1466451670697841
2017-06-02,2.522619367553525
2017-06-03,0.0
