date,senility
2016-09-02,43.36690647482014
2016-09-03,15.76978417266187
2016-09-04,33.510791366906474
2016-09-05,23.654676258992804
2016-09-06,31.53956834532374
2016-09-07,48.294964028776974
2016-09-08,45.33812949640288
2016-09-09,53.223021582733814
2016-09-10,18.72661870503597
2016-09-11,40.410071942446045
2016-09-12,61.10791366906475
2016-09-13,22.66906474820144
2016-09-14,45.33812949640288
2016-09-15,36.46762589928058
2016-09-16,43.36690647482014
2016-09-17,14.784172661870503
2016-09-18,17.741007194244602
2016-09-19,28.58273381294964
2016-09-20,34.49640287769784
2016-09-21,41.39568345323741
2016-09-22,19.712230215827336
2016-09-23,16.755395683453237
2016-09-24,37.45323741007194
2016-09-25,18.72661870503597
2016-09-26,34.49640287769784
2016-09-27,37.45323741007194
2016-09-28,59.13669064748201
2016-09-29,18.72661870503597
2016-09-30,12.81294964028777
2016-10-01,43.205035971223026
2016-10-02,30.769784172661872
2016-10-03,60.00359712230216
2016-10-04,27.73381294964029
2016-10-05,51.18345323741007
2016-10-06,43.74820143884892
2016-10-07,57.697841726618705
2016-10-08,99.28057553956835
2016-10-09,22.284172661870503
2016-10-10,49.17625899280576
2016-10-11,51.63309352517986
2016-10-12,46.17625899280576
2016-10-13,35.18345323741007
2016-10-14,31.29136690647482
2016-10-15,44.68345323741007
2016-10-16,47.58273381294964
2016-10-17,51.71223021582733
2016-10-18,47.68345323741007
2016-10-19,42.75539568345324
2016-10-20,36.705035971223026
2016-10-21,34.29136690647482
2016-10-22,12.870503597122301
2016-10-23,31.212230215827336
2016-10-24,39.705035971223026
2016-10-25,50.190647482014384
2016-10-26,41.62589928057554
2016-10-27,56.61151079136691
2016-10-28,37.64748201438849
2016-10-29,27.8705035971223
2016-10-30,31.154676258992804
2016-10-31,49.17625899280576
2016-11-01,37.15467625899281
2016-11-02,26.0
2016-11-03,52.0
2016-11-04,34.0
2016-11-05,22.0
2016-11-06,15.0
2016-11-07,6.0
2016-11-08,70.0
2016-11-09,24.0
2016-11-10,13.0
2016-11-11,27.0
2016-11-12,38.0
2016-11-13,15.0
2016-11-14,51.0
2016-11-15,39.0
2016-11-16,32.0
2016-11-17,59.0
2016-11-18,54.0
2016-11-19,37.0
2016-11-20,29.0
2016-11-21,32.0
2016-11-22,38.0
2016-11-23,13.0
2016-11-24,27.0
2016-11-25,20.0
2016-11-26,15.0
2016-11-27,29.0
2016-11-28,44.0
2016-11-29,50.0
2016-11-30,44.0
2016-12-01,32.0
2016-12-02,47.0
2016-12-03,51.0
2016-12-04,37.0
2016-12-05,25.0
2016-12-06,38.0
2016-12-07,26.0
2016-12-08,40.0
2016-12-09,35.0
2016-12-10,42.0
2016-12-11,31.0
2016-12-12,38.0
2016-12-13,32.0
2016-12-14,45.0
2016-12-15,33.0
2016-12-16,34.0
2016-12-17,23.0
2016-12-18,30.0
2016-12-19,33.0
2016-12-20,47.0
2016-12-21,41.0
2016-12-22,49.0
2016-12-23,21.0
2016-12-24,16.0
2016-12-25,42.0
2016-12-26,66.0
2016-12-27,27.0
2016-12-28,42.0
2016-12-29,21.0
2016-12-30,51.0
2016-12-31,64.0
2017-01-01,24.0
2017-01-02,48.0
2017-01-03,26.0
2017-01-04,51.0
2017-01-05,78.0
2017-01-06,53.0
2017-01-07,29.0
2017-01-08,29.0
2017-01-09,31.0
2017-01-10,37.0
2017-01-11,69.0
2017-01-12,31.0
2017-01-13,26.0
2017-01-14,51.0
2017-01-15,21.0
2017-01-16,31.0
2017-01-17,75.0
2017-01-18,31.0
2017-01-19,25.0
2017-01-20,38.0
2017-01-21,58.0
2017-01-22,29.0
2017-01-23,55.0
2017-01-24,62.0
2017-01-25,37.0
2017-01-26,82.0
2017-01-27,39.0
2017-01-28,51.0
2017-01-29,43.0
2017-01-30,56.0
2017-01-31,50.0
2017-02-01,56.0
2017-02-02,55.0
2017-02-03,58.0
2017-02-04,36.0
2017-02-05,21.0
2017-02-06,43.0
2017-02-07,49.0
2017-02-08,31.0
2017-02-09,50.0
2017-02-10,32.0
2017-02-11,50.0
2017-02-12,36.0
2017-02-13,30.0
2017-02-14,43.0
2017-02-15,44.0
2017-02-16,80.0
2017-02-17,19.0
2017-02-18,7.0
2017-02-19,29.0
2017-02-20,31.0
2017-02-21,56.0
2017-02-22,31.0
2017-02-23,62.0
2017-02-24,32.0
2017-02-25,43.0
2017-02-26,43.0
2017-02-27,44.0
2017-02-28,38.0
2017-03-01,55.292238523426406
2017-03-02,66.38949361097966
2017-03-03,33.58376715570279
2017-03-04,49.38925698059631
2017-03-05,53.69498343587317
2017-03-06,50.070042593469
2017-03-07,63.47278750591576
2017-03-08,36.20870799810696
2017-03-09,36.91717936583058
2017-03-10,55.45882631329863
2017-03-11,24.875295787979177
2017-03-12,24.58376715570279
2017-03-13,41.43090392806437
2017-03-14,51.90321817321344
2017-03-15,61.16729768102224
2017-03-16,27.45858968291529
2017-03-17,29.292001893043068
2017-03-18,63.44510175106484
2017-03-19,42.08376715570279
2017-03-20,29.55584477046853
2017-03-21,34.028159015617604
2017-03-22,30.139138665404637
2017-03-23,42.25035494557501
2017-03-24,30.889256980596308
2017-03-25,30.778040700425933
2017-03-26,43.22266919072409
2017-03-27,37.93090392806437
2017-03-28,46.028159015617604
2017-03-29,37.65309985802177
2017-03-30,46.15333648840511
2017-03-31,34.59772834831992
2017-04-01,40.056081400851866
2017-04-02,29.38949361097965
2017-04-03,24.917179365830574
2017-04-04,24.917179365830574
2017-04-05,31.30619971604354
2017-04-06,41.528632276384286
2017-04-07,39.6119261713204
2017-04-08,33.22290582110743
2017-04-09,33.86180785612873
2017-04-10,38.334122101277806
2017-04-11,31.945101751064836
2017-04-12,23.000473260766682
2017-04-13,49.83435873166115
2017-04-14,47.27875059157596
2017-04-15,23.000473260766682
2017-04-16,23.000473260766682
2017-04-17,37.05631803123521
2017-04-18,37.05631803123521
2017-04-19,37.05631803123521
2017-04-20,15.972550875532418
2017-04-21,19.8059630856602
2017-04-22,33.22290582110743
2017-04-23,58.140085186938
2017-04-24,28.750591575958353
2017-04-25,46.63984855655466
2017-04-26,55.58447704685282
2017-04-27,50.47326076668244
2017-04-28,29.38949361097965
2017-04-29,18.528159015617604
2017-04-30,19.167061050638903
2017-05-01,44.72314245149077
2017-05-02,49.83435873166115
2017-05-03,43.445338381448174
2017-05-04,59.417889256980594
2017-05-05,49.195456696639845
2017-05-06,55.58447704685282
2017-05-07,21.722669190724087
2017-05-08,34.500709891150024
2017-05-09,40.88973024136299
2017-05-10,31.30619971604354
2017-05-11,34.500709891150024
2017-05-12,23.000473260766682
2017-05-13,37.05631803123521
2017-05-14,44.72314245149077
2017-05-15,28.111689540937057
2017-05-16,50.47326076668244
2017-05-17,31.30619971604354
2017-05-18,31.945101751064836
2017-05-19,46.000946521533365
2017-05-20,18.528159015617604
2017-05-21,33.86180785612873
2017-05-22,49.83435873166115
2017-05-23,28.111689540937057
2017-05-24,44.72314245149077
2017-05-25,26.194983435873166
2017-05-26,58.140085186938
2017-05-27,19.167061050638903
2017-05-28,26.83388547089446
2017-05-29,33.22290582110743
2017-05-30,47.91765262659725
2017-05-31,38.334122101277806
2017-06-01,32.584003786086136
2017-06-02,37.05631803123521
2017-06-03,15.33364884051112
