date,donald trump fraud
2016-07-11,0.0
2016-07-12,4.035634743875279
2016-07-13,0.0
2016-07-14,4.035634743875279
2016-07-15,8.407572383073497
2016-07-16,2.354120267260579
2016-07-17,2.354120267260579
2016-07-18,2.0178173719376393
2016-07-19,6.389755011135858
2016-07-20,4.035634743875279
2016-07-21,4.371937639198219
2016-07-22,6.389755011135858
2016-07-23,5.044543429844098
2016-07-24,4.708240534521158
2016-07-25,4.035634743875279
2016-07-26,2.0178173719376393
2016-07-27,2.0178173719376393
2016-07-28,10.425389755011137
2016-07-29,2.0178173719376393
2016-07-30,9.752783964365257
2016-07-31,5.044543429844098
2016-08-01,0.0
2016-08-02,4.035634743875279
2016-08-03,14.461024498886415
2016-08-04,8.407572383073497
2016-08-05,6.389755011135858
2016-08-06,0.0
2016-08-07,7.398663697104677
2016-08-08,2.0178173719376393
2016-08-09,6.389755011135858
2016-08-10,6.053452115812918
2016-08-11,2.0178173719376393
2016-08-12,2.0178173719376393
2016-08-13,5.044543429844098
2016-08-14,0.0
2016-08-15,2.0178173719376393
2016-08-16,0.0
2016-08-17,0.0
2016-08-18,2.0178173719376393
2016-08-19,2.0178173719376393
2016-08-20,0.0
2016-08-21,2.354120267260579
2016-08-22,0.0
2016-08-23,6.053452115812918
2016-08-24,0.0
2016-08-25,2.0178173719376393
2016-08-26,4.371937639198219
2016-08-27,7.062360801781738
2016-08-28,0.0
2016-08-29,2.0178173719376393
2016-08-30,2.0178173719376393
2016-08-31,2.0178173719376393
2016-09-01,2.0178173719376393
2016-09-02,4.371937639198219
2016-09-03,4.708240534521158
2016-09-04,4.708240534521158
2016-09-05,0.0
2016-09-06,4.035634743875279
2016-09-07,0.0
2016-09-08,2.0178173719376393
2016-09-09,0.0
2016-09-10,4.708240534521158
2016-09-11,2.354120267260579
2016-09-12,4.035634743875279
2016-09-13,2.0178173719376393
2016-09-14,6.053452115812918
2016-09-15,2.0178173719376393
2016-09-16,12.443207126948776
2016-09-17,4.708240534521158
2016-09-18,2.354120267260579
2016-09-19,2.0178173719376393
2016-09-20,0.0
2016-09-21,2.0178173719376393
2016-09-22,6.053452115812918
2016-09-23,4.035634743875279
2016-09-24,0.0
2016-09-25,0.0
2016-09-26,5.717149220489978
2016-09-27,5.717149220489978
2016-09-28,0.0
2016-09-29,6.053452115812918
2016-09-30,0.0
2016-10-01,4.185968819599109
2016-10-02,2.1770601336302895
2016-10-03,6.367483296213809
2016-10-04,1.5
2016-10-05,4.349665924276169
2016-10-06,2.0
2016-10-07,3.0089086859688194
2016-10-08,2.5
2016-10-09,1.0
2016-10-10,6.017817371937639
2016-10-11,5.349665924276169
2016-10-12,13.571269487750557
2016-10-13,4.85857461024499
2016-10-14,5.017817371937639
2016-10-15,3.6770601336302895
2016-10-16,8.040089086859687
2016-10-17,6.85857461024499
2016-10-18,14.066815144766148
2016-10-19,15.226057906458799
2016-10-20,26.461024498886417
2016-10-21,9.385300668151448
2016-10-22,8.048997772828507
2016-10-23,5.185968819599109
2016-10-24,5.867483296213809
2016-10-25,11.226057906458799
2016-10-26,10.208240534521158
2016-10-27,7.85857461024499
2016-10-28,7.017817371937639
2016-10-29,25.943207126948778
2016-10-30,31.815144766146993
2016-10-31,25.797327394209354
2016-11-01,17.412026726057906
2016-11-02,13.0
2016-11-03,17.0
2016-11-04,15.0
2016-11-05,15.0
2016-11-06,13.0
2016-11-07,14.0
2016-11-08,29.0
2016-11-09,100.0
2016-11-10,66.0
2016-11-11,52.0
2016-11-12,17.0
2016-11-13,19.0
2016-11-14,9.0
2016-11-15,12.0
2016-11-16,10.0
2016-11-17,15.0
2016-11-18,6.0
2016-11-19,12.0
2016-11-20,13.0
2016-11-21,6.0
2016-11-22,12.0
2016-11-23,6.0
2016-11-24,4.0
2016-11-25,4.0
2016-11-26,10.0
2016-11-27,5.0
2016-11-28,20.0
2016-11-29,14.0
2016-11-30,5.0
2016-12-01,12.0
2016-12-02,7.0
2016-12-03,2.0
2016-12-04,8.0
2016-12-05,3.0
2016-12-06,5.0
2016-12-07,3.0
2016-12-08,4.0
2016-12-09,3.0
2016-12-10,5.0
2016-12-11,6.0
2016-12-12,3.0
2016-12-13,3.0
2016-12-14,0.0
2016-12-15,5.0
2016-12-16,7.0
2016-12-17,5.0
2016-12-18,2.0
2016-12-19,3.0
2016-12-20,4.0
2016-12-21,2.0
2016-12-22,2.0
2016-12-23,2.0
2016-12-24,2.0
2016-12-25,5.0
2016-12-26,0.0
2016-12-27,3.0
2016-12-28,2.0
2016-12-29,4.0
2016-12-30,0.0
2016-12-31,2.0
2017-01-01,2.0
2017-01-02,0.0
2017-01-03,2.0
2017-01-04,3.0
2017-01-05,3.0
2017-01-06,4.0
2017-01-07,2.0
2017-01-08,4.0
2017-01-09,0.0
2017-01-10,3.0
2017-01-11,2.0
2017-01-12,3.0
2017-01-13,2.0
2017-01-14,8.0
2017-01-15,3.0
2017-01-16,3.0
2017-01-17,0.0
2017-01-18,2.0
2017-01-19,3.0
2017-01-20,9.0
2017-01-21,2.0
2017-01-22,4.0
2017-01-23,2.0
2017-01-24,15.0
2017-01-25,26.0
2017-01-26,26.0
2017-01-27,11.0
2017-01-28,10.0
2017-01-29,8.0
2017-01-30,8.0
2017-01-31,10.0
2017-02-01,4.0
2017-02-02,5.0
2017-02-03,5.0
2017-02-04,4.0
2017-02-05,4.0
2017-02-06,7.0
2017-02-07,5.0
2017-02-08,2.0
2017-02-09,3.0
2017-02-10,3.0
2017-02-11,4.0
2017-02-12,4.0
2017-02-13,7.0
2017-02-14,6.0
2017-02-15,0.0
2017-02-16,3.0
2017-02-17,2.0
2017-02-18,2.0
2017-02-19,3.0
2017-02-20,2.0
2017-02-21,2.0
2017-02-22,2.0
2017-02-23,4.0
2017-02-24,3.0
2017-02-25,2.0
2017-02-26,3.0
2017-02-27,2.0
2017-02-28,0.0
2017-03-01,2.5201288244766507
2017-03-02,2.1638486312399356
2017-03-03,2.5913848631239937
2017-03-04,0.8788244766505636
2017-03-05,1.0
2017-03-06,2.496376811594203
2017-03-07,2.996376811594203
2017-03-08,2.260064412238325
2017-03-09,0.0
2017-03-10,1.783816425120773
2017-03-11,1.8788244766505637
2017-03-12,0.8788244766505636
2017-03-13,2.260064412238325
2017-03-14,0.0
2017-03-15,2.543880837359098
2017-03-16,0.7600644122383253
2017-03-17,3.8075684380032206
2017-03-18,2.306360708534622
2017-03-19,0.8788244766505636
2017-03-20,2.260064412238325
2017-03-21,0.7600644122383253
2017-03-22,5.280193236714976
2017-03-23,2.543880837359098
2017-03-24,1.8075684380032206
2017-03-25,1.9025764895330113
2017-03-26,1.0
2017-03-27,1.7600644122383253
2017-03-28,0.0
2017-03-29,1.783816425120773
2017-03-30,1.783816425120773
2017-03-31,2.3075684380032206
2017-04-01,1.8051529790660226
2017-04-02,3.56280193236715
2017-04-03,1.567632850241546
2017-04-04,4.655394524959743
2017-04-05,1.5201288244766507
2017-04-06,0.0
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,1.9001610305958132
2017-04-10,4.750402576489534
2017-04-11,3.1827697262479875
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,1.8526570048309179
2017-04-17,1.6626409017713366
2017-04-18,1.5201288244766507
2017-04-19,4.655394524959743
2017-04-20,1.567632850241546
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,3.56280193236715
2017-04-24,3.135265700483092
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,0.0
2017-04-28,1.6151368760064413
2017-04-29,2.7552334943639294
2017-04-30,0.0
2017-05-01,3.420289855072464
2017-05-02,0.0
2017-05-03,0.0
2017-05-04,0.0
2017-05-05,1.6151368760064413
2017-05-06,1.8051529790660226
2017-05-07,3.610305958132045
2017-05-08,1.567632850241546
2017-05-09,1.567632850241546
2017-05-10,1.567632850241546
2017-05-11,2.3276972624798713
2017-05-12,3.2302737520128826
2017-05-13,1.8051529790660226
2017-05-14,3.7053140096618358
2017-05-15,1.567632850241546
2017-05-16,3.087761674718197
2017-05-17,2.3276972624798713
2017-05-18,3.135265700483092
2017-05-19,1.6151368760064413
2017-05-20,3.7053140096618358
2017-05-21,3.7053140096618358
2017-05-22,1.567632850241546
2017-05-23,1.567632850241546
2017-05-24,0.0
2017-05-25,1.6151368760064413
2017-05-26,1.710144927536232
2017-05-27,1.9001610305958132
2017-05-28,0.0
2017-05-29,3.325281803542673
2017-05-30,0.0
2017-05-31,1.567632850241546
2017-06-01,1.6151368760064413
2017-06-02,0.0
2017-06-03,1.8526570048309179
