date,vacation
2017-01-08,74.0
2017-01-09,68.0
2017-01-10,67.0
2017-01-11,64.0
2017-01-12,63.0
2017-01-13,60.0
2017-01-14,63.0
2017-01-15,67.0
2017-01-16,66.0
2017-01-17,68.0
2017-01-18,62.0
2017-01-19,60.0
2017-01-20,56.0
2017-01-21,57.0
2017-01-22,63.0
2017-01-23,62.0
2017-01-24,61.0
2017-01-25,56.0
2017-01-26,58.0
2017-01-27,53.0
2017-01-28,57.0
2017-01-29,61.0
2017-01-30,60.0
2017-01-31,61.0
2017-02-01,61.0
2017-02-02,62.0
2017-02-03,58.0
2017-02-04,60.0
2017-02-05,62.0
2017-02-06,55.0
2017-02-07,63.0
2017-02-08,62.0
2017-02-09,59.0
2017-02-10,53.0
2017-02-11,57.0
2017-02-12,64.0
2017-02-13,58.0
2017-02-14,54.0
2017-02-15,56.0
2017-02-16,55.0
2017-02-17,57.0
2017-02-18,59.0
2017-02-19,66.0
2017-02-20,67.0
2017-02-21,65.0
2017-02-22,62.0
2017-02-23,56.0
2017-02-24,56.0
2017-02-25,57.0
2017-02-26,64.0
2017-02-27,62.0
2017-02-28,60.0
2017-03-01,55.82250922509225
2017-03-02,55.82250922509225
2017-03-03,52.64391143911439
2017-03-04,55.32250922509225
2017-03-05,60.0190036900369
2017-03-06,62.05479704797048
2017-03-07,59.179704797047975
2017-03-08,57.50110701107011
2017-03-09,56.16180811808118
2017-03-10,55.983210332103326
2017-03-11,55.16180811808118
2017-03-12,61.53690036900369
2017-03-13,61.03690036900369
2017-03-14,60.19760147601476
2017-03-15,57.00110701107011
2017-03-16,53.64391143911439
2017-03-17,54.64391143911439
2017-03-18,56.50110701107011
2017-03-19,63.73339483394834
2017-03-20,60.876199261992625
2017-03-21,59.69760147601476
2017-03-22,57.16180811808118
2017-03-23,56.32250922509225
2017-03-24,55.82250922509225
2017-03-25,54.14391143911439
2017-03-26,62.876199261992625
2017-03-27,59.5190036900369
2017-03-28,58.34040590405904
2017-03-29,56.84040590405904
2017-03-30,57.84040590405904
2017-03-31,53.80461254612546
2017-04-01,51.78671586715868
2017-04-02,55.6450184501845
2017-04-03,59.0380073800738
2017-04-04,57.00221402214022
2017-04-05,54.966420664206645
2017-04-06,55.6450184501845
2017-04-07,53.609225092250924
2017-04-08,54.28782287822878
2017-04-09,59.716605166051664
2017-04-10,58.35940959409594
2017-04-11,59.716605166051664
2017-04-12,57.00221402214022
2017-04-13,54.966420664206645
2017-04-14,52.93062730627307
2017-04-15,48.859040590405904
2017-04-16,59.0380073800738
2017-04-17,63.78819188191882
2017-04-18,59.716605166051664
2017-04-19,59.716605166051664
2017-04-20,54.966420664206645
2017-04-21,52.93062730627307
2017-04-22,50.89483394833948
2017-04-23,56.323616236162366
2017-04-24,60.39520295202952
2017-04-25,57.00221402214022
2017-04-26,54.966420664206645
2017-04-27,51.573431734317346
2017-04-28,51.573431734317346
2017-04-29,50.89483394833948
2017-04-30,57.68081180811809
2017-05-01,61.073800738007385
2017-05-02,58.35940959409594
2017-05-03,54.966420664206645
2017-05-04,53.609225092250924
2017-05-05,51.573431734317346
2017-05-06,52.2520295202952
2017-05-07,56.323616236162366
2017-05-08,57.00221402214022
2017-05-09,56.323616236162366
2017-05-10,54.28782287822878
2017-05-11,54.28782287822878
2017-05-12,48.859040590405904
2017-05-13,50.216236162361625
2017-05-14,53.609225092250924
2017-05-15,59.716605166051664
2017-05-16,61.073800738007385
2017-05-17,57.00221402214022
2017-05-18,56.323616236162366
2017-05-19,52.93062730627307
2017-05-20,51.573431734317346
2017-05-21,57.68081180811809
2017-05-22,62.4309963099631
2017-05-23,59.0380073800738
2017-05-24,61.073800738007385
2017-05-25,59.0380073800738
2017-05-26,56.323616236162366
2017-05-27,56.323616236162366
2017-05-28,59.716605166051664
2017-05-29,59.0380073800738
2017-05-30,67.85977859778598
2017-05-31,65.8239852398524
2017-06-01,63.10959409594096
2017-06-02,59.716605166051664
2017-06-03,57.00221402214022
