date,trump release tax returns
2016-12-21,1.893048128342246
2016-12-22,0.946524064171123
2016-12-23,0.946524064171123
2016-12-24,1.893048128342246
2016-12-25,1.893048128342246
2016-12-26,0.946524064171123
2016-12-27,0.946524064171123
2016-12-28,0.946524064171123
2016-12-29,0.946524064171123
2016-12-30,3.786096256684492
2016-12-31,0.0
2017-01-01,1.893048128342246
2017-01-02,2.8395721925133692
2017-01-03,0.946524064171123
2017-01-04,0.0
2017-01-05,1.893048128342246
2017-01-06,0.946524064171123
2017-01-07,0.946524064171123
2017-01-08,0.946524064171123
2017-01-09,0.946524064171123
2017-01-10,0.0
2017-01-11,9.46524064171123
2017-01-12,4.732620320855615
2017-01-13,5.6791443850267385
2017-01-14,1.893048128342246
2017-01-15,3.786096256684492
2017-01-16,1.893048128342246
2017-01-17,3.786096256684492
2017-01-18,0.946524064171123
2017-01-19,1.893048128342246
2017-01-20,5.6791443850267385
2017-01-21,9.46524064171123
2017-01-22,58.68449197860963
2017-01-23,53.95187165775401
2017-01-24,16.09090909090909
2017-01-25,7.572192513368984
2017-01-26,8.518716577540108
2017-01-27,10.411764705882353
2017-01-28,5.6791443850267385
2017-01-29,8.518716577540108
2017-01-30,7.572192513368984
2017-01-31,1.893048128342246
2017-02-01,1.893048128342246
2017-02-02,1.893048128342246
2017-02-03,2.8395721925133692
2017-02-04,2.8395721925133692
2017-02-05,2.8395721925133692
2017-02-06,1.893048128342246
2017-02-07,2.8395721925133692
2017-02-08,4.732620320855615
2017-02-09,6.625668449197861
2017-02-10,2.8395721925133692
2017-02-11,3.786096256684492
2017-02-12,1.893048128342246
2017-02-13,5.6791443850267385
2017-02-14,6.625668449197861
2017-02-15,5.6791443850267385
2017-02-16,6.625668449197861
2017-02-17,4.732620320855615
2017-02-18,1.893048128342246
2017-02-19,2.8395721925133692
2017-02-20,3.786096256684492
2017-02-21,3.786096256684492
2017-02-22,0.946524064171123
2017-02-23,3.786096256684492
2017-02-24,1.893048128342246
2017-02-25,5.6791443850267385
2017-02-26,2.8395721925133692
2017-02-27,1.893048128342246
2017-02-28,5.6791443850267385
2017-03-01,3.3663101604278074
2017-03-02,3.9197860962566846
2017-03-03,1.946524064171123
2017-03-04,2.9197860962566846
2017-03-05,4.366310160427807
2017-03-06,3.8663101604278074
2017-03-07,2.3663101604278074
2017-03-08,1.9197860962566846
2017-03-09,2.393048128342246
2017-03-10,0.5
2017-03-11,1.9197860962566846
2017-03-12,1.446524064171123
2017-03-13,0.5
2017-03-14,2.446524064171123
2017-03-15,97.32620320855615
2017-03-16,12.732620320855615
2017-03-17,5.839572192513369
2017-03-18,4.393048128342246
2017-03-19,1.9732620320855614
2017-03-20,1.9197860962566846
2017-03-21,1.446524064171123
2017-03-22,1.946524064171123
2017-03-23,0.946524064171123
2017-03-24,1.946524064171123
2017-03-25,1.446524064171123
2017-03-26,0.9732620320855615
2017-03-27,0.5
2017-03-28,1.446524064171123
2017-03-29,1.946524064171123
2017-03-30,1.946524064171123
2017-03-31,2.4197860962566846
2017-04-01,1.9732620320855614
2017-04-02,1.0
2017-04-03,1.0
2017-04-04,1.0
2017-04-05,1.0
2017-04-06,5.0
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,2.0
2017-04-11,1.0
2017-04-12,0.0
2017-04-13,2.0
2017-04-14,4.0
2017-04-15,6.0
2017-04-16,17.0
2017-04-17,6.0
2017-04-18,13.0
2017-04-19,7.0
2017-04-20,4.0
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,1.0
2017-04-24,2.0
2017-04-25,5.0
2017-04-26,1.0
2017-04-27,5.0
2017-04-28,4.0
2017-04-29,1.0
2017-04-30,4.0
2017-05-01,4.0
2017-05-02,1.0
2017-05-03,1.0
2017-05-04,0.0
2017-05-05,0.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,1.0
2017-05-09,1.0
2017-05-10,1.0
2017-05-11,2.0
2017-05-12,0.0
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,1.0
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,1.0
2017-05-19,0.0
2017-05-20,3.0
2017-05-21,0.0
2017-05-22,1.0
2017-05-23,1.0
2017-05-24,1.0
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,1.0
2017-05-28,0.0
2017-05-29,1.0
2017-05-30,0.0
2017-05-31,0.0
2017-06-01,0.0
2017-06-02,1.0
2017-06-03,0.0
