date,bus
2017-04-04,72.915667311412
2017-04-05,73.81586073500968
2017-04-06,75.61624758220503
2017-04-07,79.21702127659574
2017-04-08,77.41663442940039
2017-04-09,78.31682785299807
2017-04-10,77.41663442940039
2017-04-11,88.21895551257253
2017-04-12,90.01934235976789
2017-04-13,83.71798839458414
2017-04-14,83.71798839458414
2017-04-15,78.31682785299807
2017-04-16,74.71605415860735
2017-04-17,77.41663442940039
2017-04-18,72.01547388781432
2017-04-19,74.71605415860735
2017-04-20,75.61624758220503
2017-04-21,79.21702127659574
2017-04-22,76.5164410058027
2017-04-23,72.01547388781432
2017-04-24,75.61624758220503
2017-04-25,72.915667311412
2017-04-26,72.915667311412
2017-04-27,76.5164410058027
2017-04-28,79.21702127659574
2017-04-29,81.0174081237911
2017-04-30,77.41663442940039
2017-05-01,80.11721470019343
2017-05-02,74.71605415860735
2017-05-03,72.915667311412
2017-05-04,75.61624758220503
2017-05-05,76.5164410058027
2017-05-06,78.31682785299807
2017-05-07,73.81586073500968
2017-05-08,73.81586073500968
2017-05-09,73.81586073500968
2017-05-10,72.01547388781432
2017-05-11,73.81586073500968
2017-05-12,78.31682785299807
2017-05-13,76.5164410058027
2017-05-14,74.71605415860735
2017-05-15,75.61624758220503
2017-05-16,74.71605415860735
2017-05-17,75.61624758220503
2017-05-18,75.61624758220503
2017-05-19,79.21702127659574
2017-05-20,81.91760154738878
2017-05-21,74.71605415860735
2017-05-22,74.71605415860735
2017-05-23,72.915667311412
2017-05-24,77.41663442940039
2017-05-25,78.31682785299807
2017-05-26,81.91760154738878
2017-05-27,80.11721470019343
2017-05-28,76.5164410058027
2017-05-29,74.71605415860735
2017-05-30,75.61624758220503
2017-05-31,75.61624758220503
2017-06-01,77.41663442940039
2017-06-02,79.21702127659574
2017-06-03,79.21702127659574
