date,donald trump car
2016-07-26,3.9418515684774293
2016-07-27,5.666411629686305
2016-07-28,9.854628921193573
2016-07-29,8.130068859984698
2016-07-30,8.376434583014538
2016-07-31,3.69548584544759
2016-08-01,3.9418515684774293
2016-08-02,9.608263198163733
2016-08-03,9.854628921193573
2016-08-04,5.173680183626626
2016-08-05,6.159143075745983
2016-08-06,6.898240244835502
2016-08-07,5.4200459066564655
2016-08-08,10.347360367253252
2016-08-09,5.173680183626626
2016-08-10,7.144605967865341
2016-08-11,3.2027543993879113
2016-08-12,3.9418515684774293
2016-08-13,5.4200459066564655
2016-08-14,2.217291507268554
2016-08-15,1.4781943381790361
2016-08-16,3.2027543993879113
2016-08-17,4.434583014537108
2016-08-18,3.9418515684774293
2016-08-19,5.9127773527161445
2016-08-20,2.9563886763580722
2016-08-21,3.69548584544759
2016-08-22,3.2027543993879113
2016-08-23,3.2027543993879113
2016-08-24,4.434583014537108
2016-08-25,3.9418515684774293
2016-08-26,6.651874521805662
2016-08-27,3.69548584544759
2016-08-28,7.39097169089518
2016-08-29,4.9273144605967865
2016-08-30,4.9273144605967865
2016-08-31,2.4636572302983932
2016-09-01,6.405508798775823
2016-09-02,5.9127773527161445
2016-09-03,2.9563886763580722
2016-09-04,5.9127773527161445
2016-09-05,5.173680183626626
2016-09-06,3.2027543993879113
2016-09-07,6.159143075745983
2016-09-08,5.666411629686305
2016-09-09,3.2027543993879113
2016-09-10,5.173680183626626
2016-09-11,2.9563886763580722
2016-09-12,5.666411629686305
2016-09-13,4.434583014537108
2016-09-14,7.39097169089518
2016-09-15,3.69548584544759
2016-09-16,10.347360367253252
2016-09-17,4.434583014537108
2016-09-18,3.449120122417751
2016-09-19,6.159143075745983
2016-09-20,9.115531752104056
2016-09-21,4.188217291507269
2016-09-22,6.159143075745983
2016-09-23,3.9418515684774293
2016-09-24,5.173680183626626
2016-09-25,2.217291507268554
2016-09-26,6.159143075745983
2016-09-27,16.999234889058915
2016-09-28,7.39097169089518
2016-09-29,9.361897475133894
2016-09-30,9.608263198163733
2016-10-01,4.094108645753634
2016-10-02,6.81866870696251
2016-10-03,8.920045906656465
2016-10-04,6.688217291507269
2016-10-05,9.166411629686305
2016-10-06,10.420045906656465
2016-10-07,7.811400153022189
2016-10-08,15.021423106350422
2016-10-09,17.130068859984696
2016-10-10,13.659143075745984
2016-10-11,14.630068859984698
2016-10-12,13.898240244835502
2016-10-13,14.883703136954859
2016-10-14,9.680948737566947
2016-10-15,7.072302983932671
2016-10-16,8.449120122417751
2016-10-17,10.043228768171385
2016-10-18,10.050497322111706
2016-10-19,9.072302983932671
2016-10-20,19.818286151491968
2016-10-21,12.543228768171385
2016-10-22,9.057765876052027
2016-10-23,9.188217291507268
2016-10-24,5.8404743687834735
2016-10-25,8.318668706962509
2016-10-26,8.072302983932671
2016-10-27,7.594108645753634
2016-10-28,10.180948737566947
2016-10-29,9.427314460596786
2016-10-30,5.594108645753634
2016-10-31,9.811400153022188
2016-11-01,9.043228768171385
2016-11-02,9.0
2016-11-03,10.0
2016-11-04,9.0
2016-11-05,7.0
2016-11-06,11.0
2016-11-07,12.0
2016-11-08,22.0
2016-11-09,100.0
2016-11-10,55.0
2016-11-11,41.0
2016-11-12,41.0
2016-11-13,37.0
2016-11-14,40.0
2016-11-15,29.0
2016-11-16,22.0
2016-11-17,15.0
2016-11-18,18.0
2016-11-19,16.0
2016-11-20,14.0
2016-11-21,10.0
2016-11-22,15.0
2016-11-23,10.0
2016-11-24,10.0
2016-11-25,6.0
2016-11-26,9.0
2016-11-27,6.0
2016-11-28,7.0
2016-11-29,7.0
2016-11-30,12.0
2016-12-01,7.0
2016-12-02,8.0
2016-12-03,6.0
2016-12-04,6.0
2016-12-05,7.0
2016-12-06,7.0
2016-12-07,5.0
2016-12-08,4.0
2016-12-09,4.0
2016-12-10,7.0
2016-12-11,5.0
2016-12-12,3.0
2016-12-13,5.0
2016-12-14,5.0
2016-12-15,5.0
2016-12-16,5.0
2016-12-17,3.0
2016-12-18,5.0
2016-12-19,7.0
2016-12-20,6.0
2016-12-21,4.0
2016-12-22,5.0
2016-12-23,7.0
2016-12-24,4.0
2016-12-25,5.0
2016-12-26,4.0
2016-12-27,4.0
2016-12-28,4.0
2016-12-29,5.0
2016-12-30,6.0
2016-12-31,3.0
2017-01-01,3.0
2017-01-02,5.0
2017-01-03,8.0
2017-01-04,5.0
2017-01-05,4.0
2017-01-06,6.0
2017-01-07,6.0
2017-01-08,6.0
2017-01-09,13.0
2017-01-10,7.0
2017-01-11,14.0
2017-01-12,15.0
2017-01-13,9.0
2017-01-14,11.0
2017-01-15,10.0
2017-01-16,12.0
2017-01-17,10.0
2017-01-18,10.0
2017-01-19,16.0
2017-01-20,64.0
2017-01-21,43.0
2017-01-22,26.0
2017-01-23,20.0
2017-01-24,25.0
2017-01-25,24.0
2017-01-26,17.0
2017-01-27,18.0
2017-01-28,19.0
2017-01-29,24.0
2017-01-30,19.0
2017-01-31,17.0
2017-02-01,19.0
2017-02-02,19.0
2017-02-03,22.0
2017-02-04,17.0
2017-02-05,10.0
2017-02-06,11.0
2017-02-07,11.0
2017-02-08,8.0
2017-02-09,7.0
2017-02-10,11.0
2017-02-11,10.0
2017-02-12,9.0
2017-02-13,8.0
2017-02-14,8.0
2017-02-15,6.0
2017-02-16,7.0
2017-02-17,10.0
2017-02-18,6.0
2017-02-19,8.0
2017-02-20,11.0
2017-02-21,8.0
2017-02-22,5.0
2017-02-23,6.0
2017-02-24,5.0
2017-02-25,5.0
2017-02-26,5.0
2017-02-27,9.0
2017-02-28,7.0
2017-03-01,7.818669527896995
2017-03-02,5.3165236051502145
2017-03-03,6.3165236051502145
2017-03-04,4.034871244635193
2017-03-05,8.896190987124463
2017-03-06,6.1451180257510725
2017-03-07,5.410407725321888
2017-03-08,6.161480686695279
2017-03-09,3.002145922746781
2017-03-10,5.518508583690987
2017-03-11,5.3165236051502145
2017-03-12,4.61239270386266
2017-03-13,5.206276824034335
2017-03-14,4.910407725321888
2017-03-15,7.426770386266094
2017-03-16,4.940987124463519
2017-03-17,5.206276824034335
2017-03-18,6.598175965665236
2017-03-19,4.534871244635193
2017-03-20,5.8328862660944205
2017-03-21,6.051233905579399
2017-03-22,6.771727467811159
2017-03-23,6.239002145922747
2017-03-24,7.020654506437769
2017-03-25,6.051233905579399
2017-03-26,4.096030042918455
2017-03-27,4.8165236051502145
2017-03-28,5.3165236051502145
2017-03-29,4.236856223175966
2017-03-30,3.7837982832618025
2017-03-31,3.8143776824034337
2017-04-01,3.596030042918455
2017-04-02,4.037017167381974
2017-04-03,4.788090128755365
2017-04-04,1.502145922746781
2017-04-05,4.506437768240343
2017-04-06,4.318669527896995
2017-04-07,7.8862660944206
2017-04-08,4.130901287553648
2017-04-09,4.506437768240343
2017-04-10,4.037017167381974
2017-04-11,4.037017167381974
2017-04-12,2.8165236051502145
2017-04-13,5.257510729613734
2017-04-14,2.3471030042918453
2017-04-15,4.600321888412017
2017-04-16,5.726931330472103
2017-04-17,5.069742489270386
2017-04-18,5.445278969957081
2017-04-19,3.2859442060085837
2017-04-20,3.2859442060085837
2017-04-21,4.412553648068669
2017-04-22,3.1920600858369097
2017-04-23,1.6899141630901287
2017-04-24,4.318669527896995
2017-04-25,4.6942060085836905
2017-04-26,2.910407725321888
2017-04-27,4.037017167381974
2017-04-28,6.008583690987124
2017-04-29,3.567596566523605
2017-04-30,3.567596566523605
2017-05-01,4.600321888412017
2017-05-02,3.4737124463519313
2017-05-03,3.4737124463519313
2017-05-04,3.4737124463519313
2017-05-05,2.065450643776824
2017-05-06,2.628755364806867
2017-05-07,4.037017167381974
2017-05-08,3.2859442060085837
2017-05-09,5.445278969957081
2017-05-10,4.224785407725322
2017-05-11,4.224785407725322
2017-05-12,3.661480686695279
2017-05-13,1.7837982832618025
2017-05-14,4.506437768240343
2017-05-15,4.975858369098712
2017-05-16,3.7553648068669525
2017-05-17,7.510729613733905
2017-05-18,6.290236051502146
2017-05-19,7.041309012875536
2017-05-20,6.290236051502146
2017-05-21,4.6942060085836905
2017-05-22,6.478004291845493
2017-05-23,6.196351931330472
2017-05-24,5.351394849785407
2017-05-25,7.322961373390558
2017-05-26,9.388412017167381
2017-05-27,4.881974248927039
2017-05-28,3.9431330472103
2017-05-29,3.4737124463519313
2017-05-30,3.8492489270386265
2017-05-31,9.388412017167381
2017-06-01,5.633047210300429
2017-06-02,6.665772532188841
2017-06-03,5.351394849785407
