date,trump hair
2016-09-24,4.695652173913043
2016-09-25,4.695652173913043
2016-09-26,8.347826086956522
2016-09-27,35.47826086956522
2016-09-28,12.0
2016-09-29,10.956521739130434
2016-09-30,16.17391304347826
2016-10-01,10.717391304347826
2016-10-02,9.956521739130434
2016-10-03,7.630434782608695
2016-10-04,6.369565217391305
2016-10-05,8.695652173913043
2016-10-06,7.1521739130434785
2016-10-07,6.630434782608695
2016-10-08,15.065217391304348
2016-10-09,15.065217391304348
2016-10-10,24.52173913043478
2016-10-11,15.08695652173913
2016-10-12,14.065217391304348
2016-10-13,12.521739130434781
2016-10-14,12.0
2016-10-15,11.478260869565217
2016-10-16,11.478260869565217
2016-10-17,9.434782608695652
2016-10-18,10.73913043478261
2016-10-19,9.434782608695652
2016-10-20,24.0
2016-10-21,14.304347826086957
2016-10-22,11.26086956521739
2016-10-23,8.934782608695652
2016-10-24,7.130434782608695
2016-10-25,9.195652173913043
2016-10-26,9.456521739130434
2016-10-27,9.434782608695652
2016-10-28,9.695652173913043
2016-10-29,9.195652173913043
2016-10-30,7.913043478260869
2016-10-31,10.195652173913043
2016-11-01,11.23913043478261
2016-11-02,12.0
2016-11-03,11.0
2016-11-04,10.0
2016-11-05,11.0
2016-11-06,13.0
2016-11-07,16.0
2016-11-08,27.0
2016-11-09,100.0
2016-11-10,54.0
2016-11-11,43.0
2016-11-12,34.0
2016-11-13,27.0
2016-11-14,22.0
2016-11-15,16.0
2016-11-16,17.0
2016-11-17,17.0
2016-11-18,15.0
2016-11-19,13.0
2016-11-20,12.0
2016-11-21,10.0
2016-11-22,10.0
2016-11-23,9.0
2016-11-24,9.0
2016-11-25,8.0
2016-11-26,6.0
2016-11-27,8.0
2016-11-28,6.0
2016-11-29,6.0
2016-11-30,7.0
2016-12-01,8.0
2016-12-02,9.0
2016-12-03,8.0
2016-12-04,6.0
2016-12-05,5.0
2016-12-06,6.0
2016-12-07,6.0
2016-12-08,6.0
2016-12-09,7.0
2016-12-10,6.0
2016-12-11,5.0
2016-12-12,5.0
2016-12-13,7.0
2016-12-14,6.0
2016-12-15,7.0
2016-12-16,6.0
2016-12-17,4.0
2016-12-18,5.0
2016-12-19,5.0
2016-12-20,4.0
2016-12-21,6.0
2016-12-22,5.0
2016-12-23,5.0
2016-12-24,4.0
2016-12-25,4.0
2016-12-26,4.0
2016-12-27,5.0
2016-12-28,4.0
2016-12-29,4.0
2016-12-30,6.0
2016-12-31,6.0
2017-01-01,7.0
2017-01-02,5.0
2017-01-03,4.0
2017-01-04,6.0
2017-01-05,8.0
2017-01-06,9.0
2017-01-07,8.0
2017-01-08,6.0
2017-01-09,7.0
2017-01-10,7.0
2017-01-11,11.0
2017-01-12,11.0
2017-01-13,8.0
2017-01-14,9.0
2017-01-15,8.0
2017-01-16,10.0
2017-01-17,9.0
2017-01-18,8.0
2017-01-19,14.0
2017-01-20,49.0
2017-01-21,42.0
2017-01-22,29.0
2017-01-23,22.0
2017-01-24,21.0
2017-01-25,20.0
2017-01-26,18.0
2017-01-27,17.0
2017-01-28,16.0
2017-01-29,19.0
2017-01-30,17.0
2017-01-31,17.0
2017-02-01,18.0
2017-02-02,20.0
2017-02-03,25.0
2017-02-04,21.0
2017-02-05,17.0
2017-02-06,14.0
2017-02-07,12.0
2017-02-08,10.0
2017-02-09,11.0
2017-02-10,11.0
2017-02-11,13.0
2017-02-12,10.0
2017-02-13,9.0
2017-02-14,11.0
2017-02-15,12.0
2017-02-16,13.0
2017-02-17,14.0
2017-02-18,11.0
2017-02-19,11.0
2017-02-20,9.0
2017-02-21,8.0
2017-02-22,8.0
2017-02-23,8.0
2017-02-24,8.0
2017-02-25,7.0
2017-02-26,7.0
2017-02-27,7.0
2017-02-28,7.0
2017-03-01,10.075876504447933
2017-03-02,7.2561486132914705
2017-03-03,5.291732077446364
2017-03-04,7.205389848246991
2017-03-05,6.451596023024594
2017-03-06,6.596284667713239
2017-03-07,7.0023547880690735
2017-03-08,6.451596023024594
2017-03-09,6.705389848246991
2017-03-10,5.73338566195709
2017-03-11,7.451596023024594
2017-03-12,5.28414442700157
2017-03-13,5.342490842490842
2017-03-14,4.530350601779173
2017-03-15,5.99476713762428
2017-03-16,6.147043432757718
2017-03-17,5.690214547357405
2017-03-18,6.147043432757718
2017-03-19,5.081109366823652
2017-03-20,6.0023547880690735
2017-03-21,5.944008372579801
2017-03-22,5.088697017268446
2017-03-23,5.893249607535322
2017-03-24,7.053113553113553
2017-03-25,6.908424908424909
2017-03-26,6.553113553113553
2017-03-27,4.537938252223967
2017-03-28,5.240973312401884
2017-03-29,5.54552590266876
2017-03-30,4.682626896912611
2017-03-31,5.182626896912611
2017-04-01,4.928833071690215
2017-04-02,4.060701203558346
2017-04-03,5.684981684981684
2017-04-04,6.598639455782313
2017-04-05,5.27891156462585
2017-04-06,4.771323914181057
2017-04-07,6.294086865515436
2017-04-08,4.771323914181057
2017-04-09,4.162218733647305
2017-04-10,3.6546310832025117
2017-04-11,4.060701203558346
2017-04-12,4.568288854003139
2017-04-13,4.9743589743589745
2017-04-14,4.263736263736264
2017-04-15,4.162218733647305
2017-04-16,4.9743589743589745
2017-04-17,4.771323914181057
2017-04-18,4.3652537938252225
2017-04-19,3.553113553113553
2017-04-20,5.177394034536891
2017-04-21,3.147043432757718
2017-04-22,4.3652537938252225
2017-04-23,3.9591836734693877
2017-04-24,3.248560962846677
2017-04-25,3.857666143380429
2017-04-26,4.872841444270016
2017-04-27,5.177394034536891
2017-04-28,5.27891156462585
2017-04-29,3.553113553113553
2017-04-30,4.568288854003139
2017-05-01,5.27891156462585
2017-05-02,3.248560962846677
2017-05-03,3.9591836734693877
2017-05-04,2.842490842490842
2017-05-05,3.857666143380429
2017-05-06,2.639455782312925
2017-05-07,2.944008372579801
2017-05-08,4.162218733647305
2017-05-09,3.451596023024594
2017-05-10,4.3652537938252225
2017-05-11,3.9591836734693877
2017-05-12,4.669806384092098
2017-05-13,5.380429094714809
2017-05-14,3.9591836734693877
2017-05-15,3.857666143380429
2017-05-16,5.27891156462585
2017-05-17,5.380429094714809
2017-05-18,5.786499215070643
2017-05-19,4.162218733647305
2017-05-20,6.801674515960229
2017-05-21,5.989534275248561
2017-05-22,6.0910518053375196
2017-05-23,5.583464154892726
2017-05-24,9.339612768184196
2017-05-25,6.192569335426478
2017-05-26,6.598639455782313
2017-05-27,5.888016745159602
2017-05-28,4.162218733647305
2017-05-29,3.75614861329147
2017-05-30,3.553113553113553
2017-05-31,5.481946624803768
2017-06-01,8.121402407116692
2017-06-02,6.7001569858712715
2017-06-03,3.3500784929356358
