date,hillary clinton ill
2017-01-24,0.0
2017-01-25,0.0
2017-01-26,0.7704280155642024
2017-01-27,0.0
2017-01-28,0.0
2017-01-29,0.8404669260700389
2017-01-30,0.7704280155642024
2017-01-31,0.0
2017-02-01,0.7704280155642024
2017-02-02,0.7704280155642024
2017-02-03,1.1906614785992218
2017-02-04,0.9105058365758755
2017-02-05,0.0
2017-02-06,0.0
2017-02-07,0.0
2017-02-08,0.0
2017-02-09,0.0
2017-02-10,1.6108949416342413
2017-02-11,0.0
2017-02-12,0.8404669260700389
2017-02-13,0.0
2017-02-14,0.7704280155642024
2017-02-15,0.0
2017-02-16,0.7704280155642024
2017-02-17,0.0
2017-02-18,0.0
2017-02-19,0.9105058365758755
2017-02-20,0.0
2017-02-21,0.7704280155642024
2017-02-22,0.7704280155642024
2017-02-23,0.0
2017-02-24,0.0
2017-02-25,0.0
2017-02-26,1.3307392996108949
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,0.43706276083143486
2017-03-02,0.822276768613536
2017-03-03,0.0
2017-03-04,0.42023346303501946
2017-03-05,0.42023346303501946
2017-03-06,0.8129775609362715
2017-03-07,0.0
2017-03-08,0.0
2017-03-09,0.0
2017-03-10,1.050991915485575
2017-03-11,0.0
2017-03-12,0.0
2017-03-13,0.0
2017-03-14,0.3852140077821012
2017-03-15,0.43706276083143486
2017-03-16,0.9973740448781274
2017-03-17,0.0
2017-03-18,0.0
2017-03-19,0.0
2017-03-20,0.822276768613536
2017-03-21,0.822276768613536
2017-03-22,0.3852140077821012
2017-03-23,0.4463619685086994
2017-03-24,1.7353682385435778
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,0.43706276083143486
2017-03-28,0.822276768613536
2017-03-29,1.6724511602588659
2017-03-30,0.0
2017-03-31,0.0
2017-04-01,1.4312614665026915
2017-04-02,0.0
2017-04-03,0.8927239370173988
2017-04-04,0.8741255216628697
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,0.0
2017-04-08,1.041511259853632
2017-04-09,0.0
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,1.0787080905626902
2017-04-17,0.0
2017-04-18,0.8741255216628697
2017-04-19,0.8927239370173988
2017-04-20,0.0
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,0.8927239370173988
2017-04-28,0.0
2017-04-29,1.0601096752081611
2017-04-30,0.0
2017-05-01,0.9857160137900446
2017-05-02,0.0
2017-05-03,0.0
2017-05-04,0.0
2017-05-05,0.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.8927239370173988
2017-05-09,0.8741255216628697
2017-05-10,0.0
2017-05-11,0.0
2017-05-12,0.0
2017-05-13,0.0
2017-05-14,1.0601096752081611
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,0.9299207677264572
2017-05-20,1.0601096752081611
2017-05-21,1.0601096752081611
2017-05-22,0.0
2017-05-23,0.8927239370173988
2017-05-24,0.0
2017-05-25,0.9485191830809863
2017-05-26,0.0
2017-05-27,0.0
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,0.0
2017-05-31,0.0
2017-06-01,0.9113223523719279
2017-06-02,0.0
2017-06-03,0.0
