date,barack obama health
2016-07-31,0.0
2016-08-01,20.203333333333333
2016-08-02,0.0
2016-08-03,10.101666666666667
2016-08-04,10.101666666666667
2016-08-05,10.45
2016-08-06,12.191666666666666
2016-08-07,11.843333333333334
2016-08-08,10.101666666666667
2016-08-09,0.0
2016-08-10,10.101666666666667
2016-08-11,31.001666666666665
2016-08-12,0.0
2016-08-13,11.843333333333334
2016-08-14,0.0
2016-08-15,16.023333333333333
2016-08-16,0.0
2016-08-17,10.101666666666667
2016-08-18,0.0
2016-08-19,0.0
2016-08-20,0.0
2016-08-21,11.495
2016-08-22,0.0
2016-08-23,0.0
2016-08-24,0.0
2016-08-25,10.101666666666667
2016-08-26,10.45
2016-08-27,23.338333333333335
2016-08-28,11.843333333333334
2016-08-29,9.753333333333334
2016-08-30,19.855
2016-08-31,14.629999999999999
2016-09-01,14.978333333333333
2016-09-02,0.0
2016-09-03,0.0
2016-09-04,0.0
2016-09-05,20.203333333333333
2016-09-06,19.506666666666668
2016-09-07,0.0
2016-09-08,14.978333333333333
2016-09-09,19.855
2016-09-10,0.0
2016-09-11,11.146666666666667
2016-09-12,29.608333333333334
2016-09-13,14.629999999999999
2016-09-14,29.259999999999998
2016-09-15,14.629999999999999
2016-09-16,15.326666666666666
2016-09-17,22.641666666666666
2016-09-18,33.09166666666667
2016-09-19,14.281666666666666
2016-09-20,0.0
2016-09-21,0.0
2016-09-22,9.753333333333334
2016-09-23,15.326666666666666
2016-09-24,33.788333333333334
2016-09-25,11.146666666666667
2016-09-26,0.0
2016-09-27,0.0
2016-09-28,9.405
2016-09-29,14.629999999999999
2016-09-30,0.0
2016-10-01,11.146666666666667
2016-10-02,0.0
2016-10-03,20.7025
2016-10-04,9.405
2016-10-05,14.281666666666666
2016-10-06,12.7025
2016-10-07,12.876666666666667
2016-10-08,5.573333333333333
2016-10-09,5.573333333333333
2016-10-10,12.876666666666667
2016-10-11,25.579166666666666
2016-10-12,12.876666666666667
2016-10-13,15.140833333333333
2016-10-14,20.876666666666665
2016-10-15,9.0
2016-10-16,0.0
2016-10-17,6.966666666666667
2016-10-18,19.66916666666667
2016-10-19,24.905
2016-10-20,56.37166666666667
2016-10-21,17.579166666666666
2016-10-22,0.0
2016-10-23,0.0
2016-10-24,6.966666666666667
2016-10-25,4.7025
2016-10-26,24.730833333333333
2016-10-27,4.7025
2016-10-28,9.9275
2016-10-29,5.573333333333333
2016-10-30,14.399166666666666
2016-10-31,17.579166666666666
2016-11-01,15.315
2016-11-02,16.0
2016-11-03,0.0
2016-11-04,49.0
2016-11-05,18.0
2016-11-06,0.0
2016-11-07,15.0
2016-11-08,15.0
2016-11-09,100.0
2016-11-10,31.0
2016-11-11,16.0
2016-11-12,18.0
2016-11-13,35.0
2016-11-14,15.0
2016-11-15,15.0
2016-11-16,47.0
2016-11-17,31.0
2016-11-18,80.0
2016-11-19,18.0
2016-11-20,0.0
2016-11-21,15.0
2016-11-22,15.0
2016-11-23,16.0
2016-11-24,16.0
2016-11-25,0.0
2016-11-26,0.0
2016-11-27,0.0
2016-11-28,0.0
2016-11-29,0.0
2016-11-30,15.0
2016-12-01,0.0
2016-12-02,0.0
2016-12-03,0.0
2016-12-04,0.0
2016-12-05,15.0
2016-12-06,31.0
2016-12-07,15.0
2016-12-08,16.0
2016-12-09,33.0
2016-12-10,0.0
2016-12-11,0.0
2016-12-12,0.0
2016-12-13,30.0
2016-12-14,0.0
2016-12-15,0.0
2016-12-16,16.0
2016-12-17,0.0
2016-12-18,0.0
2016-12-19,16.0
2016-12-20,16.0
2016-12-21,0.0
2016-12-22,0.0
2016-12-23,0.0
2016-12-24,0.0
2016-12-25,20.0
2016-12-26,0.0
2016-12-27,32.0
2016-12-28,0.0
2016-12-29,0.0
2016-12-30,0.0
2016-12-31,19.0
2017-01-01,20.0
2017-01-02,33.0
2017-01-03,15.0
2017-01-04,0.0
2017-01-05,31.0
2017-01-06,0.0
2017-01-07,17.0
2017-01-08,17.0
2017-01-09,0.0
2017-01-10,30.0
2017-01-11,89.0
2017-01-12,0.0
2017-01-13,0.0
2017-01-14,17.0
2017-01-15,0.0
2017-01-16,0.0
2017-01-17,30.0
2017-01-18,0.0
2017-01-19,15.0
2017-01-20,78.0
2017-01-21,52.0
2017-01-22,51.0
2017-01-23,15.0
2017-01-24,15.0
2017-01-25,0.0
2017-01-26,30.0
2017-01-27,0.0
2017-01-28,35.0
2017-01-29,17.0
2017-01-30,15.0
2017-01-31,30.0
2017-02-01,0.0
2017-02-02,15.0
2017-02-03,15.0
2017-02-04,0.0
2017-02-05,0.0
2017-02-06,29.0
2017-02-07,44.0
2017-02-08,15.0
2017-02-09,15.0
2017-02-10,15.0
2017-02-11,17.0
2017-02-12,0.0
2017-02-13,15.0
2017-02-14,0.0
2017-02-15,0.0
2017-02-16,15.0
2017-02-17,0.0
2017-02-18,0.0
2017-02-19,0.0
2017-02-20,0.0
2017-02-21,44.0
2017-02-22,0.0
2017-02-23,0.0
2017-02-24,31.0
2017-02-25,0.0
2017-02-26,0.0
2017-02-27,0.0
2017-02-28,45.0
2017-03-01,6.612125162972621
2017-03-02,20.724250325945242
2017-03-03,14.426988265971318
2017-03-04,0.0
2017-03-05,30.855280312907432
2017-03-06,0.0
2017-03-07,21.11212516297262
2017-03-08,19.836375488917863
2017-03-09,6.612125162972621
2017-03-10,6.926988265971318
2017-03-11,24.55671447196871
2017-03-12,16.05671447196871
2017-03-13,14.112125162972621
2017-03-14,7.5
2017-03-15,7.5
2017-03-16,20.724250325945242
2017-03-17,0.0
2017-03-18,8.5
2017-03-19,0.0
2017-03-20,0.0
2017-03-21,23.872881355932204
2017-03-22,0.0
2017-03-23,50.22425032594524
2017-03-24,70.48631029986963
2017-03-25,28.649934810951763
2017-03-26,9.0
2017-03-27,6.612125162972621
2017-03-28,14.112125162972621
2017-03-29,21.03911342894394
2017-03-30,25.07561929595828
2017-03-31,0.0
2017-04-01,7.871577574967406
2017-04-02,0.0
2017-04-03,13.224250325945242
2017-04-04,26.448500651890484
2017-04-05,13.224250325945242
2017-04-06,0.0
2017-04-07,13.853976531942635
2017-04-08,0.0
2017-04-09,16.372881355932204
2017-04-10,0.0
2017-04-11,13.853976531942635
2017-04-12,13.853976531942635
2017-04-13,13.853976531942635
2017-04-14,15.743155149934813
2017-04-15,0.0
2017-04-16,15.743155149934813
2017-04-17,14.483702737940026
2017-04-18,19.521512385919166
2017-04-19,13.224250325945242
2017-04-20,0.0
2017-04-21,28.337679269882663
2017-04-22,15.743155149934813
2017-04-23,0.0
2017-04-24,20.15123859191656
2017-04-25,13.224250325945242
2017-04-26,13.224250325945242
2017-04-27,27.078226857887877
2017-04-28,13.853976531942635
2017-04-29,15.743155149934813
2017-04-30,0.0
2017-05-01,14.483702737940026
2017-05-02,39.672750977835726
2017-05-03,26.448500651890484
2017-05-04,40.30247718383312
2017-05-05,27.70795306388527
2017-05-06,31.486310299869626
2017-05-07,0.0
2017-05-08,40.30247718383312
2017-05-09,52.89700130378097
2017-05-10,54.156453715775754
2017-05-11,0.0
2017-05-12,0.0
2017-05-13,15.743155149934813
2017-05-14,15.743155149934813
2017-05-15,27.078226857887877
2017-05-16,13.224250325945242
2017-05-17,13.224250325945242
2017-05-18,27.078226857887877
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,13.224250325945242
2017-05-23,13.224250325945242
2017-05-24,13.853976531942635
2017-05-25,28.337679269882663
2017-05-26,22.040417209908735
2017-05-27,24.559322033898308
2017-05-28,16.372881355932204
2017-05-29,0.0
2017-05-30,13.853976531942635
2017-05-31,13.853976531942635
2017-06-01,13.853976531942635
2017-06-02,14.483702737940026
2017-06-03,15.743155149934813
