date,donald trump golf
2017-04-05,6.39225181598063
2017-04-06,8.789346246973366
2017-04-07,17.578692493946733
2017-04-08,10.387409200968523
2017-04-09,11.186440677966102
2017-04-10,11.98547215496368
2017-04-11,28.765133171912833
2017-04-12,11.186440677966102
2017-04-13,11.186440677966102
2017-04-14,11.98547215496368
2017-04-15,15.980629539951574
2017-04-16,19.17675544794189
2017-04-17,13.583535108958838
2017-04-18,10.387409200968523
2017-04-19,7.990314769975787
2017-04-20,8.789346246973366
2017-04-21,9.588377723970945
2017-04-22,6.39225181598063
2017-04-23,8.789346246973366
2017-04-24,11.186440677966102
2017-04-25,6.39225181598063
2017-04-26,3.9951573849878934
2017-04-27,7.191283292978208
2017-04-28,11.98547215496368
2017-04-29,8.789346246973366
2017-04-30,12.78450363196126
2017-05-01,9.588377723970945
2017-05-02,7.191283292978208
2017-05-03,8.789346246973366
2017-05-04,7.990314769975787
2017-05-05,7.191283292978208
2017-05-06,7.990314769975787
2017-05-07,8.789346246973366
2017-05-08,8.789346246973366
2017-05-09,5.593220338983051
2017-05-10,7.191283292978208
2017-05-11,7.191283292978208
2017-05-12,7.191283292978208
2017-05-13,8.789346246973366
2017-05-14,10.387409200968523
2017-05-15,7.990314769975787
2017-05-16,7.990314769975787
2017-05-17,9.588377723970945
2017-05-18,8.789346246973366
2017-05-19,3.9951573849878934
2017-05-20,6.39225181598063
2017-05-21,7.990314769975787
2017-05-22,6.39225181598063
2017-05-23,7.191283292978208
2017-05-24,6.39225181598063
2017-05-25,7.191283292978208
2017-05-26,6.39225181598063
2017-05-27,14.382566585956416
2017-05-28,29.564164648910413
2017-05-29,19.17675544794189
2017-05-30,13.583535108958838
2017-05-31,13.583535108958838
2017-06-01,13.583535108958838
2017-06-02,9.588377723970945
2017-06-03,8.789346246973366
