date,election influence
2016-12-23,3.0
2016-12-24,2.0
2016-12-25,2.0
2016-12-26,5.0
2016-12-27,2.0
2016-12-28,4.0
2016-12-29,6.0
2016-12-30,11.0
2016-12-31,10.0
2017-01-01,2.0
2017-01-02,4.0
2017-01-03,5.0
2017-01-04,5.0
2017-01-05,9.0
2017-01-06,21.0
2017-01-07,34.0
2017-01-08,8.0
2017-01-09,8.0
2017-01-10,9.0
2017-01-11,11.0
2017-01-12,8.0
2017-01-13,8.0
2017-01-14,7.0
2017-01-15,8.0
2017-01-16,6.0
2017-01-17,13.0
2017-01-18,4.0
2017-01-19,9.0
2017-01-20,3.0
2017-01-21,6.0
2017-01-22,4.0
2017-01-23,7.0
2017-01-24,9.0
2017-01-25,3.0
2017-01-26,5.0
2017-01-27,6.0
2017-01-28,7.0
2017-01-29,3.0
2017-01-30,6.0
2017-01-31,3.0
2017-02-01,6.0
2017-02-02,4.0
2017-02-03,4.0
2017-02-04,3.0
2017-02-05,4.0
2017-02-06,5.0
2017-02-07,2.0
2017-02-08,8.0
2017-02-09,5.0
2017-02-10,5.0
2017-02-11,3.0
2017-02-12,4.0
2017-02-13,2.0
2017-02-14,8.0
2017-02-15,4.0
2017-02-16,9.0
2017-02-17,5.0
2017-02-18,7.0
2017-02-19,5.0
2017-02-20,5.0
2017-02-21,7.0
2017-02-22,8.0
2017-02-23,3.0
2017-02-24,7.0
2017-02-25,1.0
2017-02-26,3.0
2017-02-27,9.0
2017-02-28,8.0
2017-03-01,3.9812150279776177
2017-03-02,7.9624300559552355
2017-03-03,14.253796962430055
2017-03-04,3.748601119104716
2017-03-05,5.911670663469224
2017-03-06,7.713828936850519
2017-03-07,6.756594724220623
2017-03-08,3.6282973621103114
2017-03-09,10.729816147082333
2017-03-10,6.368904876099121
2017-03-11,2.4304556354916067
2017-03-12,3.6710631494804153
2017-03-13,6.023980815347722
2017-03-14,6.023980815347722
2017-03-15,8.609512390087929
2017-03-16,5.171063149480416
2017-03-17,4.205835331734612
2017-03-18,2.4304556354916067
2017-03-19,3.8689048760991205
2017-03-20,9.109512390087929
2017-03-21,7.342126298960831
2017-03-22,8.023980815347722
2017-03-23,7.18705035971223
2017-03-24,4.8261390887290165
2017-03-25,2.3181454836131095
2017-03-26,4.438449240607514
2017-03-27,6.023980815347722
2017-03-28,3.4812150279776177
2017-03-29,4.911670663469224
2017-03-30,10.307354116706634
2017-03-31,10.419664268585132
2017-04-01,2.1203037569944043
2017-04-02,5.272581934452438
2017-04-03,7.908872901678657
2017-04-04,6.668265387689847
2017-04-05,4.497202238209432
2017-04-06,11.940847322142286
2017-04-07,6.5131894484412465
2017-04-08,1.2406075139888089
2017-04-09,4.031974420463629
2017-04-10,8.063948840927258
2017-04-11,5.117505995203836
2017-04-12,6.97841726618705
2017-04-13,1.7058353317346122
2017-04-14,5.117505995203836
2017-04-15,2.79136690647482
2017-04-16,2.79136690647482
2017-04-17,4.807354116706635
2017-04-18,6.047961630695443
2017-04-19,6.203037569944044
2017-04-20,5.117505995203836
2017-04-21,5.892885691446842
2017-04-22,3.8768984812150276
2017-04-23,3.8768984812150276
2017-04-24,3.8768984812150276
2017-04-25,3.8768984812150276
2017-04-26,5.58273381294964
2017-04-27,5.58273381294964
2017-04-28,4.652278177458033
2017-04-29,1.39568345323741
2017-04-30,6.668265387689847
2017-05-01,4.9624300559552355
2017-05-02,5.58273381294964
2017-05-03,5.58273381294964
2017-05-04,6.668265387689847
2017-05-05,6.97841726618705
2017-05-06,1.2406075139888089
2017-05-07,5.272581934452438
2017-05-08,5.117505995203836
2017-05-09,7.288569144684252
2017-05-10,10.079936051159072
2017-05-11,6.823341326938449
2017-05-12,4.031974420463629
2017-05-13,1.2406075139888089
2017-05-14,2.0159872102318146
2017-05-15,2.79136690647482
2017-05-16,4.497202238209432
2017-05-17,6.668265387689847
2017-05-18,9.61470823341327
2017-05-19,7.598721023181454
2017-05-20,6.047961630695443
2017-05-21,4.031974420463629
2017-05-22,3.4116706634692244
2017-05-23,10.079936051159072
2017-05-24,6.203037569944044
2017-05-25,2.946442845723421
2017-05-26,4.342126298960831
2017-05-27,4.807354116706635
2017-05-28,2.79136690647482
2017-05-29,2.3261390887290165
2017-05-30,5.737809752198241
2017-05-31,2.3261390887290165
2017-06-01,8.684252597921661
2017-06-02,3.5667466027178256
2017-06-03,3.4116706634692244
