date,jill stein russia
2017-01-14,15.669376693766939
2017-01-15,5.116531165311653
2017-01-16,0.0
2017-01-17,8.953929539295393
2017-01-18,4.476964769647696
2017-01-19,4.476964769647696
2017-01-20,0.0
2017-01-21,5.116531165311653
2017-01-22,0.0
2017-01-23,0.0
2017-01-24,8.953929539295393
2017-01-25,8.953929539295393
2017-01-26,0.0
2017-01-27,0.0
2017-01-28,0.0
2017-01-29,0.0
2017-01-30,0.0
2017-01-31,4.476964769647696
2017-02-01,8.953929539295393
2017-02-02,4.476964769647696
2017-02-03,0.0
2017-02-04,0.0
2017-02-05,0.0
2017-02-06,0.0
2017-02-07,8.953929539295393
2017-02-08,4.476964769647696
2017-02-09,8.953929539295393
2017-02-10,4.796747967479675
2017-02-11,0.0
2017-02-12,10.233062330623307
2017-02-13,6.715447154471545
2017-02-14,22.384823848238483
2017-02-15,11.192411924119241
2017-02-16,8.953929539295393
2017-02-17,14.070460704607047
2017-02-18,0.0
2017-02-19,10.233062330623307
2017-02-20,4.476964769647696
2017-02-21,11.192411924119241
2017-02-22,8.953929539295393
2017-02-23,6.715447154471545
2017-02-24,11.831978319783198
2017-02-25,0.0
2017-02-26,5.116531165311653
2017-02-27,4.476964769647696
2017-02-28,4.476964769647696
2017-03-01,0.0
2017-03-02,8.857723577235772
2017-03-03,13.738482384823849
2017-03-04,5.116531165311653
2017-03-05,0.0
2017-03-06,0.0
2017-03-07,0.0
2017-03-08,0.0
2017-03-09,0.0
2017-03-10,2.238482384823848
2017-03-11,5.116531165311653
2017-03-12,2.5582655826558267
2017-03-13,2.238482384823848
2017-03-14,2.238482384823848
2017-03-15,2.238482384823848
2017-03-16,2.238482384823848
2017-03-17,12.875338753387535
2017-03-18,2.5582655826558267
2017-03-19,0.0
2017-03-20,2.238482384823848
2017-03-21,0.0
2017-03-22,0.0
2017-03-23,2.238482384823848
2017-03-24,2.3983739837398375
2017-03-25,0.0
2017-03-26,9.058265582655826
2017-03-27,2.238482384823848
2017-03-28,0.0
2017-03-29,5.5
2017-03-30,13.738482384823849
2017-03-31,9.517615176151761
2017-04-01,9.058265582655826
2017-04-02,13.0
2017-04-03,0.0
2017-04-04,11.0
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,12.0
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,13.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,56.0
2017-04-20,0.0
2017-04-21,24.0
2017-04-22,13.0
2017-04-23,13.0
2017-04-24,11.0
2017-04-25,11.0
2017-04-26,11.0
2017-04-27,0.0
2017-04-28,24.0
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,12.0
2017-05-02,0.0
2017-05-03,0.0
2017-05-04,11.0
2017-05-05,0.0
2017-05-06,13.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,23.0
2017-05-10,23.0
2017-05-11,0.0
2017-05-12,0.0
2017-05-13,13.0
2017-05-14,13.0
2017-05-15,0.0
2017-05-16,11.0
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,23.0
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,11.0
2017-05-23,100.0
2017-05-24,11.0
2017-05-25,0.0
2017-05-26,12.0
2017-05-27,0.0
2017-05-28,14.0
2017-05-29,0.0
2017-05-30,0.0
2017-05-31,0.0
2017-06-01,0.0
2017-06-02,12.0
2017-06-03,0.0
