date,scam
2017-03-19,51.05043859649123
2017-03-20,63.41447368421053
2017-03-21,66.00877192982456
2017-03-22,62.995614035087726
2017-03-23,64.75219298245614
2017-03-24,61.15789473684211
2017-03-25,53.72587719298246
2017-03-26,51.96929824561404
2017-03-27,64.25219298245614
2017-03-28,67.92763157894737
2017-03-29,67.00877192982456
2017-03-30,64.33333333333334
2017-03-31,61.07675438596492
2017-04-01,52.30701754385965
2017-04-02,49.0
2017-04-03,60.0
2017-04-04,63.0
2017-04-05,65.0
2017-04-06,62.0
2017-04-07,58.0
2017-04-08,49.0
2017-04-09,49.0
2017-04-10,63.0
2017-04-11,62.0
2017-04-12,62.0
2017-04-13,60.0
2017-04-14,56.0
2017-04-15,50.0
2017-04-16,41.0
2017-04-17,58.0
2017-04-18,62.0
2017-04-19,63.0
2017-04-20,63.0
2017-04-21,61.0
2017-04-22,52.0
2017-04-23,48.0
2017-04-24,63.0
2017-04-25,68.0
2017-04-26,65.0
2017-04-27,61.0
2017-04-28,61.0
2017-04-29,55.0
2017-04-30,54.0
2017-05-01,64.0
2017-05-02,68.0
2017-05-03,80.0
2017-05-04,92.0
2017-05-05,68.0
2017-05-06,56.0
2017-05-07,51.0
2017-05-08,77.0
2017-05-09,77.0
2017-05-10,75.0
2017-05-11,95.0
2017-05-12,100.0
2017-05-13,75.0
2017-05-14,55.0
2017-05-15,70.0
2017-05-16,70.0
2017-05-17,70.0
2017-05-18,73.0
2017-05-19,65.0
2017-05-20,55.0
2017-05-21,51.0
2017-05-22,65.0
2017-05-23,65.0
2017-05-24,69.0
2017-05-25,66.0
2017-05-26,61.0
2017-05-27,52.0
2017-05-28,48.0
2017-05-29,54.0
2017-05-30,65.0
2017-05-31,68.0
2017-06-01,65.0
2017-06-02,66.0
2017-06-03,57.0
