date,barack obama pizza
2017-03-05,19.694444444444443
2017-03-06,0.0
2017-03-07,0.0
2017-03-08,29.024774774774777
2017-03-09,17.524774774774777
2017-03-10,23.384384384384383
2017-03-11,0.0
2017-03-12,6.361861861861862
2017-03-13,0.0
2017-03-14,0.0
2017-03-15,0.0
2017-03-16,11.04954954954955
2017-03-17,18.19219219219219
2017-03-18,6.361861861861862
2017-03-19,6.194444444444445
2017-03-20,0.0
2017-03-21,17.024774774774777
2017-03-22,0.0
2017-03-23,5.524774774774775
2017-03-24,18.35960960960961
2017-03-25,6.5292792792792795
2017-03-26,20.52927927927928
2017-03-27,5.524774774774775
2017-03-28,5.524774774774775
2017-03-29,0.0
2017-03-30,0.0
2017-03-31,0.0
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,33.48348348348348
2017-04-04,11.04954954954955
2017-04-05,11.04954954954955
2017-04-06,11.384384384384385
2017-04-07,0.0
2017-04-08,13.058558558558559
2017-04-09,0.0
2017-04-10,0.0
2017-04-11,11.384384384384385
2017-04-12,11.384384384384385
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,13.393393393393394
2017-04-16,0.0
2017-04-17,11.71921921921922
2017-04-18,11.04954954954955
2017-04-19,11.04954954954955
2017-04-20,0.0
2017-04-21,0.0
2017-04-22,13.058558558558559
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,11.04954954954955
2017-04-28,11.71921921921922
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,11.04954954954955
2017-05-03,0.0
2017-05-04,22.433933933933933
2017-05-05,11.384384384384385
2017-05-06,13.058558558558559
2017-05-07,13.058558558558559
2017-05-08,22.433933933933933
2017-05-09,11.384384384384385
2017-05-10,0.0
2017-05-11,22.0990990990991
2017-05-12,0.0
2017-05-13,0.0
2017-05-14,13.393393393393394
2017-05-15,11.04954954954955
2017-05-16,0.0
2017-05-17,11.04954954954955
2017-05-18,0.0
2017-05-19,0.0
2017-05-20,13.393393393393394
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,11.384384384384385
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,0.0
2017-05-28,0.0
2017-05-29,11.71921921921922
2017-05-30,0.0
2017-05-31,11.384384384384385
2017-06-01,11.384384384384385
2017-06-02,11.71921921921922
2017-06-03,0.0
