date,donald trump mafia
2017-03-27,5.616271350111655
2017-03-28,3.2249683143219268
2017-03-29,16.487527977779575
2017-03-30,12.594600529314551
2017-03-31,18.86015989870856
2017-04-01,3.3458637830452407
2017-04-02,6.691727566090481
2017-04-03,11.471532970440826
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,5.735766485220413
2017-04-07,0.0
2017-04-08,13.383455132180963
2017-04-09,6.930717836307999
2017-04-10,5.735766485220413
2017-04-11,5.735766485220413
2017-04-12,5.97475675543793
2017-04-13,0.0
2017-04-14,6.691727566090481
2017-04-15,0.0
2017-04-16,6.930717836307999
2017-04-17,0.0
2017-04-18,5.735766485220413
2017-04-19,8.60364972783062
2017-04-20,5.735766485220413
2017-04-21,5.97475675543793
2017-04-22,6.691727566090481
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,5.735766485220413
2017-04-26,0.0
2017-04-27,0.0
2017-04-28,5.97475675543793
2017-04-29,6.691727566090481
2017-04-30,6.930717836307999
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,5.735766485220413
2017-05-04,5.735766485220413
2017-05-05,5.97475675543793
2017-05-06,0.0
2017-05-07,6.691727566090481
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,5.735766485220413
2017-05-11,0.0
2017-05-12,5.97475675543793
2017-05-13,6.691727566090481
2017-05-14,0.0
2017-05-15,8.60364972783062
2017-05-16,5.735766485220413
2017-05-17,0.0
2017-05-18,11.471532970440826
2017-05-19,11.94951351087586
2017-05-20,13.62244540239848
2017-05-21,6.691727566090481
2017-05-22,11.471532970440826
2017-05-23,0.0
2017-05-24,11.710523240658343
2017-05-25,5.97475675543793
2017-05-26,12.666484321528412
2017-05-27,0.0
2017-05-28,10.515571889570756
2017-05-29,5.97475675543793
2017-05-30,5.735766485220413
2017-05-31,11.710523240658343
2017-06-01,5.735766485220413
2017-06-02,5.97475675543793
2017-06-03,13.62244540239848
