date,obama supporters
2016-11-26,5.0
2016-11-27,3.0
2016-11-28,5.0
2016-11-29,5.0
2016-11-30,5.0
2016-12-01,8.0
2016-12-02,6.0
2016-12-03,0.0
2016-12-04,3.0
2016-12-05,3.0
2016-12-06,3.0
2016-12-07,3.0
2016-12-08,8.0
2016-12-09,6.0
2016-12-10,9.0
2016-12-11,10.0
2016-12-12,4.0
2016-12-13,4.0
2016-12-14,8.0
2016-12-15,4.0
2016-12-16,6.0
2016-12-17,8.0
2016-12-18,3.0
2016-12-19,5.0
2016-12-20,6.0
2016-12-21,4.0
2016-12-22,3.0
2016-12-23,3.0
2016-12-24,7.0
2016-12-25,5.0
2016-12-26,9.0
2016-12-27,4.0
2016-12-28,9.0
2016-12-29,10.0
2016-12-30,3.0
2016-12-31,5.0
2017-01-01,5.0
2017-01-02,6.0
2017-01-03,3.0
2017-01-04,8.0
2017-01-05,5.0
2017-01-06,7.0
2017-01-07,6.0
2017-01-08,9.0
2017-01-09,5.0
2017-01-10,10.0
2017-01-11,8.0
2017-01-12,12.0
2017-01-13,11.0
2017-01-14,17.0
2017-01-15,12.0
2017-01-16,15.0
2017-01-17,21.0
2017-01-18,5.0
2017-01-19,14.0
2017-01-20,41.0
2017-01-21,52.0
2017-01-22,30.0
2017-01-23,10.0
2017-01-24,13.0
2017-01-25,10.0
2017-01-26,13.0
2017-01-27,4.0
2017-01-28,9.0
2017-01-29,7.0
2017-01-30,13.0
2017-01-31,9.0
2017-02-01,3.0
2017-02-02,9.0
2017-02-03,13.0
2017-02-04,7.0
2017-02-05,3.0
2017-02-06,0.0
2017-02-07,5.0
2017-02-08,0.0
2017-02-09,5.0
2017-02-10,7.0
2017-02-11,3.0
2017-02-12,4.0
2017-02-13,5.0
2017-02-14,13.0
2017-02-15,4.0
2017-02-16,3.0
2017-02-17,7.0
2017-02-18,3.0
2017-02-19,6.0
2017-02-20,5.0
2017-02-21,3.0
2017-02-22,8.0
2017-02-23,6.0
2017-02-24,5.0
2017-02-25,6.0
2017-02-26,6.0
2017-02-27,4.0
2017-02-28,0.0
2017-03-01,4.957846410684474
2017-03-02,5.020868113522537
2017-03-03,2.823455759599332
2017-03-04,7.398998330550918
2017-03-05,13.302170283806344
2017-03-06,9.218280467445743
2017-03-07,7.285475792988314
2017-03-08,4.457846410684474
2017-03-09,3.8906510851419034
2017-03-10,3.2604340567612686
2017-03-11,3.449499165275459
2017-03-12,2.8864774624373957
2017-03-13,5.457846410684474
2017-03-14,3.957846410684474
2017-03-15,4.32762938230384
2017-03-16,4.588063439065108
2017-03-17,2.823455759599332
2017-03-18,2.949499165275459
2017-03-19,5.835976627712855
2017-03-20,5.020868113522537
2017-03-21,4.957846410684474
2017-03-22,2.6974123539232053
2017-03-23,4.020868113522537
2017-03-24,7.230801335559265
2017-03-25,4.462020033388981
2017-03-26,7.462020033388981
2017-03-27,3.6974123539232053
2017-03-28,4.32762938230384
2017-03-29,5.020868113522537
2017-03-30,1.2604340567612686
2017-03-31,0.0
2017-04-01,2.949499165275459
2017-04-02,5.924040066777963
2017-04-03,3.7813021702838063
2017-04-04,3.7813021702838063
2017-04-05,0.0
2017-04-06,5.167779632721202
2017-04-07,5.293823038397329
2017-04-08,3.025041736227045
2017-04-09,3.025041736227045
2017-04-10,0.0
2017-04-11,5.167779632721202
2017-04-12,5.293823038397329
2017-04-13,2.6469115191986643
2017-04-14,5.797996661101836
2017-04-15,0.0
2017-04-16,3.025041736227045
2017-04-17,2.6469115191986643
2017-04-18,2.5208681135225373
2017-04-19,0.0
2017-04-20,5.0417362270450745
2017-04-21,5.293823038397329
2017-04-22,5.924040066777963
2017-04-23,2.898998330550918
2017-04-24,2.5208681135225373
2017-04-25,2.5208681135225373
2017-04-26,2.5208681135225373
2017-04-27,5.0417362270450745
2017-04-28,0.0
2017-04-29,4.411519198664441
2017-04-30,0.0
2017-05-01,2.7729549248747913
2017-05-02,2.5208681135225373
2017-05-03,0.0
2017-05-04,5.0417362270450745
2017-05-05,9.201168614357261
2017-05-06,3.025041736227045
2017-05-07,2.898998330550918
2017-05-08,5.0417362270450745
2017-05-09,3.7813021702838063
2017-05-10,5.0417362270450745
2017-05-11,2.5208681135225373
2017-05-12,3.907345575959933
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,2.5208681135225373
2017-05-16,5.0417362270450745
2017-05-17,7.436560934891485
2017-05-18,5.167779632721202
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,3.025041736227045
2017-05-22,5.0417362270450745
2017-05-23,3.7813021702838063
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,2.7729549248747913
2017-05-27,3.151085141903172
2017-05-28,3.151085141903172
2017-05-29,5.293823038397329
2017-05-30,7.814691151919866
2017-05-31,3.907345575959933
2017-06-01,2.5208681135225373
2017-06-02,6.680300500834725
2017-06-03,7.562604340567613
