date,donald trump emails
2016-12-14,4.0
2016-12-15,0.0
2016-12-16,5.0
2016-12-17,2.0
2016-12-18,3.0
2016-12-19,1.0
2016-12-20,3.0
2016-12-21,6.0
2016-12-22,2.0
2016-12-23,2.0
2016-12-24,0.0
2016-12-25,2.0
2016-12-26,0.0
2016-12-27,3.0
2016-12-28,0.0
2016-12-29,2.0
2016-12-30,2.0
2016-12-31,2.0
2017-01-01,2.0
2017-01-02,0.0
2017-01-03,3.0
2017-01-04,4.0
2017-01-05,4.0
2017-01-06,3.0
2017-01-07,2.0
2017-01-08,0.0
2017-01-09,1.0
2017-01-10,3.0
2017-01-11,7.0
2017-01-12,6.0
2017-01-13,1.0
2017-01-14,3.0
2017-01-15,3.0
2017-01-16,1.0
2017-01-17,1.0
2017-01-18,1.0
2017-01-19,1.0
2017-01-20,9.0
2017-01-21,2.0
2017-01-22,2.0
2017-01-23,8.0
2017-01-24,3.0
2017-01-25,1.0
2017-01-26,1.0
2017-01-27,1.0
2017-01-28,2.0
2017-01-29,3.0
2017-01-30,6.0
2017-01-31,3.0
2017-02-01,0.0
2017-02-02,0.0
2017-02-03,0.0
2017-02-04,3.0
2017-02-05,3.0
2017-02-06,4.0
2017-02-07,0.0
2017-02-08,1.0
2017-02-09,0.0
2017-02-10,6.0
2017-02-11,0.0
2017-02-12,3.0
2017-02-13,0.0
2017-02-14,1.0
2017-02-15,4.0
2017-02-16,3.0
2017-02-17,4.0
2017-02-18,0.0
2017-02-19,2.0
2017-02-20,1.0
2017-02-21,1.0
2017-02-22,3.0
2017-02-23,3.0
2017-02-24,1.0
2017-02-25,0.0
2017-02-26,0.0
2017-02-27,0.0
2017-02-28,3.0
2017-03-01,1.9761120263591434
2017-03-02,2.9382207578253707
2017-03-03,3.2182866556836904
2017-03-04,1.5321252059308073
2017-03-05,1.0642504118616145
2017-03-06,0.46210873146622733
2017-03-07,0.46210873146622733
2017-03-08,1.900329489291598
2017-03-09,0.47611202635914335
2017-03-10,0.4901153212520593
2017-03-11,0.0
2017-03-12,1.5321252059308073
2017-03-13,0.46210873146622733
2017-03-14,0.0
2017-03-15,1.4382207578253707
2017-03-16,0.46210873146622733
2017-03-17,1.4802306425041185
2017-03-18,1.0
2017-03-19,0.5321252059308073
2017-03-20,1.5
2017-03-21,0.46210873146622733
2017-03-22,0.9621087314662273
2017-03-23,3.1902800658978583
2017-03-24,0.5041186161449753
2017-03-25,0.0
2017-03-26,1.5601317957166392
2017-03-27,0.46210873146622733
2017-03-28,0.9621087314662273
2017-03-29,0.0
2017-03-30,0.9761120263591434
2017-03-31,0.9942339373970346
2017-04-01,1.0
2017-04-02,1.1202635914332784
2017-04-03,1.9044481054365734
2017-04-04,1.42833607907743
2017-04-05,0.0
2017-04-06,0.9802306425041186
2017-04-07,1.9884678747940692
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,0.9802306425041186
2017-04-11,0.9802306425041186
2017-04-12,1.9604612850082372
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,1.1762767710049424
2017-04-16,1.1482701812191103
2017-04-17,1.0082372322899507
2017-04-18,0.9522240527182867
2017-04-19,0.0
2017-04-20,0.9522240527182867
2017-04-21,0.0
2017-04-22,1.1202635914332784
2017-04-23,2.184514003294893
2017-04-24,0.9522240527182867
2017-04-25,0.0
2017-04-26,0.9522240527182867
2017-04-27,0.0
2017-04-28,0.9802306425041186
2017-04-29,1.6803953871499175
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,0.9522240527182867
2017-05-03,0.9522240527182867
2017-05-04,0.0
2017-05-05,0.9802306425041186
2017-05-06,2.2405271828665567
2017-05-07,0.0
2017-05-08,0.9522240527182867
2017-05-09,1.9044481054365734
2017-05-10,1.9044481054365734
2017-05-11,0.9522240527182867
2017-05-12,0.9802306425041186
2017-05-13,1.1202635914332784
2017-05-14,0.0
2017-05-15,0.9522240527182867
2017-05-16,1.42833607907743
2017-05-17,1.9044481054365734
2017-05-18,0.9522240527182867
2017-05-19,1.0082372322899507
2017-05-20,1.1202635914332784
2017-05-21,0.0
2017-05-22,0.9522240527182867
2017-05-23,0.9522240527182867
2017-05-24,0.0
2017-05-25,1.0082372322899507
2017-05-26,1.0642504118616145
2017-05-27,0.0
2017-05-28,1.1762767710049424
2017-05-29,2.044481054365733
2017-05-30,0.9802306425041186
2017-05-31,0.0
2017-06-01,1.9604612850082372
2017-06-02,1.0082372322899507
2017-06-03,0.0
