date,pede
2016-09-12,55.32949876746097
2016-09-13,57.513557929334425
2016-09-14,63.33771569433031
2016-09-15,67.70583401807724
2016-09-16,59.69761709120788
2016-09-17,51.68940016433854
2016-09-18,52.41741988496302
2016-09-19,57.513557929334425
2016-09-20,60.42563681183237
2016-09-21,65.52177485620378
2016-09-22,60.42563681183237
2016-09-23,53.87345932621199
2016-09-24,54.60147904683648
2016-09-25,51.68940016433854
2016-09-26,53.87345932621199
2016-09-27,63.33771569433031
2016-09-28,58.24157764995891
2016-09-29,56.05751848808545
2016-09-30,62.60969597370583
2016-10-01,46.29663105998357
2016-10-02,48.524650780608056
2016-10-03,53.300739523418244
2016-10-04,57.120788824979456
2016-10-05,61.94083812654067
2016-10-06,61.21281840591618
2016-10-07,53.708709942481505
2016-10-08,47.660640920295805
2016-10-09,47.79663105998357
2016-10-10,53.708709942481505
2016-10-11,52.43672966310599
2016-10-12,46.34059161873459
2016-10-13,56.620788824979456
2016-10-14,58.120788824979456
2016-10-15,53.16474938373048
2016-10-16,45.93262119967132
2016-10-17,55.89276910435497
2016-10-18,61.348808545603944
2016-10-19,66.26088742810188
2016-10-20,62.9847986852917
2016-10-21,62.66885784716516
2016-10-22,56.75677896466721
2016-10-23,49.11668036154478
2016-10-24,58.44083812654067
2016-10-25,57.89276910435497
2016-10-26,61.07682826622843
2016-10-27,61.44083812654067
2016-10-28,60.44083812654067
2016-10-29,52.708709942481505
2016-10-30,49.61668036154478
2016-10-31,56.528759244042725
2016-11-01,54.93672966310599
2016-11-02,57.0
2016-11-03,65.0
2016-11-04,60.0
2016-11-05,51.0
2016-11-06,59.0
2016-11-07,56.0
2016-11-08,61.0
2016-11-09,52.0
2016-11-10,60.0
2016-11-11,56.0
2016-11-12,51.0
2016-11-13,51.0
2016-11-14,50.0
2016-11-15,45.0
2016-11-16,55.0
2016-11-17,54.0
2016-11-18,63.0
2016-11-19,60.0
2016-11-20,54.0
2016-11-21,60.0
2016-11-22,68.0
2016-11-23,65.0
2016-11-24,59.0
2016-11-25,54.0
2016-11-26,50.0
2016-11-27,45.0
2016-11-28,55.0
2016-11-29,81.0
2016-11-30,69.0
2016-12-01,60.0
2016-12-02,65.0
2016-12-03,58.0
2016-12-04,50.0
2016-12-05,66.0
2016-12-06,77.0
2016-12-07,65.0
2016-12-08,56.0
2016-12-09,54.0
2016-12-10,47.0
2016-12-11,48.0
2016-12-12,55.0
2016-12-13,59.0
2016-12-14,55.0
2016-12-15,57.0
2016-12-16,49.0
2016-12-17,47.0
2016-12-18,44.0
2016-12-19,52.0
2016-12-20,50.0
2016-12-21,51.0
2016-12-22,51.0
2016-12-23,50.0
2016-12-24,45.0
2016-12-25,43.0
2016-12-26,55.0
2016-12-27,54.0
2016-12-28,55.0
2016-12-29,49.0
2016-12-30,48.0
2016-12-31,43.0
2017-01-01,41.0
2017-01-02,53.0
2017-01-03,53.0
2017-01-04,51.0
2017-01-05,53.0
2017-01-06,56.0
2017-01-07,49.0
2017-01-08,46.0
2017-01-09,57.0
2017-01-10,58.0
2017-01-11,61.0
2017-01-12,58.0
2017-01-13,58.0
2017-01-14,48.0
2017-01-15,47.0
2017-01-16,54.0
2017-01-17,62.0
2017-01-18,59.0
2017-01-19,57.0
2017-01-20,56.0
2017-01-21,54.0
2017-01-22,52.0
2017-01-23,53.0
2017-01-24,56.0
2017-01-25,57.0
2017-01-26,64.0
2017-01-27,57.0
2017-01-28,53.0
2017-01-29,47.0
2017-01-30,60.0
2017-01-31,59.0
2017-02-01,69.0
2017-02-02,57.0
2017-02-03,56.0
2017-02-04,53.0
2017-02-05,48.0
2017-02-06,60.0
2017-02-07,66.0
2017-02-08,61.0
2017-02-09,69.0
2017-02-10,57.0
2017-02-11,53.0
2017-02-12,51.0
2017-02-13,60.0
2017-02-14,57.0
2017-02-15,61.0
2017-02-16,57.0
2017-02-17,58.0
2017-02-18,52.0
2017-02-19,52.0
2017-02-20,61.0
2017-02-21,59.0
2017-02-22,58.0
2017-02-23,64.0
2017-02-24,100.0
2017-02-25,88.0
2017-02-26,68.0
2017-02-27,75.0
2017-02-28,59.0
2017-03-01,65.62246489859595
2017-03-02,70.18174726989079
2017-03-03,64.38728549141965
2017-03-04,60.71041341653666
2017-03-05,57.76872074882995
2017-03-06,66.88728549141965
2017-03-07,59.91595163806552
2017-03-08,64.5048751950078
2017-03-09,59.21041341653666
2017-03-10,60.328003120124805
2017-03-11,56.91595163806552
2017-03-12,52.50390015600624
2017-03-13,57.68077223088923
2017-03-14,71.71138845553821
2017-03-15,63.24005460218409
2017-03-16,58.44559282371295
2017-03-17,60.592823712948515
2017-03-18,55.00390015600624
2017-03-19,50.00390015600624
2017-03-20,64.85764430577223
2017-03-21,59.71041341653666
2017-03-22,58.21041341653666
2017-03-23,64.76969578783152
2017-03-24,73.85861934477379
2017-03-25,59.563182527301095
2017-03-26,53.8863104524181
2017-03-27,62.0048751950078
2017-03-28,60.857644305772226
2017-03-29,65.88728549141965
2017-03-30,70.06415756630265
2017-03-31,57.41595163806552
2017-04-01,54.298361934477384
2017-04-02,52.00780031201248
2017-04-03,56.59672386895476
2017-04-04,59.65600624024961
2017-04-05,62.71528861154446
2017-04-06,61.95046801872075
2017-04-07,55.831903276131044
2017-04-08,61.95046801872075
2017-04-09,58.8911856474259
2017-04-10,72.65795631825273
2017-04-11,69.59867394695787
2017-04-12,67.30421216848674
2017-04-13,54.30226209048362
2017-04-14,53.537441497659906
2017-04-15,52.772620904836195
2017-04-16,45.88923556942278
2017-04-17,63.480109204368176
2017-04-18,66.53939157566303
2017-04-19,60.42082683307332
2017-04-20,54.30226209048362
2017-04-21,53.537441497659906
2017-04-22,53.537441497659906
2017-04-23,58.12636505460218
2017-04-24,60.42082683307332
2017-04-25,56.59672386895476
2017-04-26,58.12636505460218
2017-04-27,56.59672386895476
2017-04-28,56.59672386895476
2017-04-29,49.71333853354134
2017-04-30,54.30226209048362
2017-05-01,50.47815912636506
2017-05-02,58.12636505460218
2017-05-03,58.8911856474259
2017-05-04,64.24492979719189
2017-05-05,61.95046801872075
2017-05-06,55.06708268330733
2017-05-07,51.24297971918877
2017-05-08,64.24492979719189
2017-05-09,67.30421216848674
2017-05-10,61.18564742589704
2017-05-11,55.831903276131044
2017-05-12,53.537441497659906
2017-05-13,52.00780031201248
2017-05-14,52.00780031201248
2017-05-15,58.12636505460218
2017-05-16,58.12636505460218
2017-05-17,58.8911856474259
2017-05-18,73.42277691107644
2017-05-19,68.06903276131045
2017-05-20,53.537441497659906
2017-05-21,61.18564742589704
2017-05-22,61.18564742589704
2017-05-23,67.30421216848674
2017-05-24,69.59867394695787
2017-05-25,66.53939157566303
2017-05-26,62.71528861154446
2017-05-27,52.772620904836195
2017-05-28,58.8911856474259
2017-05-29,58.8911856474259
2017-05-30,58.8911856474259
2017-05-31,69.59867394695787
2017-06-01,67.30421216848674
2017-06-02,63.480109204368176
2017-06-03,76.4820592823713
