date,hillary pizza
2017-04-14,4.3580819798917245
2017-04-15,3.468677494199536
2017-04-16,0.0
2017-04-17,2.045630317092034
2017-04-18,1.8677494199535962
2017-04-19,1.8677494199535962
2017-04-20,3.8244392884764116
2017-04-21,2.045630317092034
2017-04-22,2.223511214230472
2017-04-23,2.223511214230472
2017-04-24,0.0
2017-04-25,1.8677494199535962
2017-04-26,1.8677494199535962
2017-04-27,1.8677494199535962
2017-04-28,7.8267594740912605
2017-04-29,2.223511214230472
2017-04-30,2.3124516627996905
2017-05-01,3.1129156999226604
2017-05-02,3.8244392884764116
2017-05-03,3.7354988399071924
2017-05-04,1.8677494199535962
2017-05-05,5.959010054137664
2017-05-06,4.447022428460944
2017-05-07,4.447022428460944
2017-05-08,1.8677494199535962
2017-05-09,1.8677494199535962
2017-05-10,1.8677494199535962
2017-05-11,3.8244392884764116
2017-05-12,5.959010054137664
2017-05-13,8.894044856921887
2017-05-14,0.0
2017-05-15,1.8677494199535962
2017-05-16,1.9566898685228151
2017-05-17,4.7138437741686
2017-05-18,1.9566898685228151
2017-05-19,4.980665119876257
2017-05-20,0.0
2017-05-21,2.223511214230472
2017-05-22,5.692188708430008
2017-05-23,2.846094354215004
2017-05-24,3.8244392884764116
2017-05-25,0.0
2017-05-26,4.180201082753287
2017-05-27,2.3124516627996905
2017-05-28,0.0
2017-05-29,4.002320185614849
2017-05-30,4.802784222737819
2017-05-31,0.0
2017-06-01,1.9566898685228151
2017-06-02,7.11523588553751
2017-06-03,0.0
