date,trump healthy
2016-12-30,14.0
2016-12-31,6.0
2017-01-01,6.0
2017-01-02,4.0
2017-01-03,13.0
2017-01-04,5.0
2017-01-05,11.0
2017-01-06,7.0
2017-01-07,2.0
2017-01-08,10.0
2017-01-09,14.0
2017-01-10,10.0
2017-01-11,23.0
2017-01-12,18.0
2017-01-13,15.0
2017-01-14,15.0
2017-01-15,22.0
2017-01-16,15.0
2017-01-17,10.0
2017-01-18,12.0
2017-01-19,21.0
2017-01-20,59.0
2017-01-21,53.0
2017-01-22,44.0
2017-01-23,34.0
2017-01-24,39.0
2017-01-25,34.0
2017-01-26,26.0
2017-01-27,26.0
2017-01-28,27.0
2017-01-29,32.0
2017-01-30,33.0
2017-01-31,22.0
2017-02-01,27.0
2017-02-02,23.0
2017-02-03,20.0
2017-02-04,23.0
2017-02-05,27.0
2017-02-06,21.0
2017-02-07,19.0
2017-02-08,16.0
2017-02-09,19.0
2017-02-10,20.0
2017-02-11,13.0
2017-02-12,11.0
2017-02-13,14.0
2017-02-14,16.0
2017-02-15,8.0
2017-02-16,20.0
2017-02-17,14.0
2017-02-18,15.0
2017-02-19,16.0
2017-02-20,15.0
2017-02-21,11.0
2017-02-22,11.0
2017-02-23,7.0
2017-02-24,10.0
2017-02-25,10.0
2017-02-26,9.0
2017-02-27,12.0
2017-02-28,13.0
2017-03-01,22.784897025171624
2017-03-02,12.892448512585812
2017-03-03,6.535469107551487
2017-03-04,12.217391304347826
2017-03-05,10.71395881006865
2017-03-06,8.974828375286041
2017-03-07,14.09954233409611
2017-03-08,7.799771167048055
2017-03-09,11.54233409610984
2017-03-10,12.685354691075514
2017-03-11,10.392448512585812
2017-03-12,6.82837528604119
2017-03-13,8.474828375286041
2017-03-14,6.299771167048055
2017-03-15,11.892448512585812
2017-03-16,9.892448512585812
2017-03-17,8.860411899313501
2017-03-18,6.82837528604119
2017-03-19,8.774599542334096
2017-03-20,9.0675057208238
2017-03-21,5.917620137299771
2017-03-22,11.59954233409611
2017-03-23,11.5675057208238
2017-03-24,13.245995423340961
2017-03-25,8.0675057208238
2017-03-26,9.449656750572082
2017-03-27,5.0
2017-03-28,4.974828375286041
2017-03-29,6.592677345537757
2017-03-30,6.035469107551487
2017-03-31,5.535469107551487
2017-04-01,13.456521739130434
2017-04-02,4.006864988558352
2017-04-03,8.720823798627002
2017-04-04,3.2997711670480547
2017-04-05,8.720823798627002
2017-04-06,5.185354691075514
2017-04-07,8.956521739130434
2017-04-08,12.020594965675057
2017-04-09,4.006864988558352
2017-04-10,5.185354691075514
2017-04-11,7.0709382151029745
2017-04-12,7.0709382151029745
2017-04-13,5.421052631578947
2017-04-14,8.013729977116704
2017-04-15,2.121281464530892
2017-04-16,8.249427917620137
2017-04-17,3.7711670480549198
2017-04-18,5.185354691075514
2017-04-19,1.6498855835240274
2017-04-20,5.185354691075514
2017-04-21,8.956521739130434
2017-04-22,14.141876430205949
2017-04-23,5.892448512585812
2017-04-24,6.835240274599542
2017-04-25,3.2997711670480547
2017-04-26,6.835240274599542
2017-04-27,10.370709382151029
2017-04-28,5.421052631578947
2017-04-29,8.013729977116704
2017-04-30,4.006864988558352
2017-05-01,9.427917620137299
2017-05-02,18.855835240274597
2017-05-03,6.835240274599542
2017-05-04,10.370709382151029
2017-05-05,8.956521739130434
2017-05-06,6.128146453089244
2017-05-07,4.006864988558352
2017-05-08,5.185354691075514
2017-05-09,1.6498855835240274
2017-05-10,12.020594965675057
2017-05-11,3.5354691075514872
2017-05-12,5.421052631578947
2017-05-13,14.141876430205949
2017-05-14,4.006864988558352
2017-05-15,8.485125858123569
2017-05-16,15.556064073226544
2017-05-17,15.32036613272311
2017-05-18,6.835240274599542
2017-05-19,1.8855835240274599
2017-05-20,8.013729977116704
2017-05-21,4.006864988558352
2017-05-22,10.135011441647597
2017-05-23,6.835240274599542
2017-05-24,8.720823798627002
2017-05-25,5.421052631578947
2017-05-26,9.192219679633867
2017-05-27,10.606407322654462
2017-05-28,2.121281464530892
2017-05-29,7.306636155606407
2017-05-30,1.6498855835240274
2017-05-31,7.0709382151029745
2017-06-01,17.677345537757436
2017-06-02,18.384439359267734
2017-06-03,4.006864988558352
