date,president obama
2016-11-18,8.0
2016-11-19,7.0
2016-11-20,7.0
2016-11-21,7.0
2016-11-22,7.0
2016-11-23,9.0
2016-11-24,6.0
2016-11-25,5.0
2016-11-26,6.0
2016-11-27,7.0
2016-11-28,5.0
2016-11-29,5.0
2016-11-30,5.0
2016-12-01,5.0
2016-12-02,5.0
2016-12-03,4.0
2016-12-04,4.0
2016-12-05,5.0
2016-12-06,5.0
2016-12-07,5.0
2016-12-08,5.0
2016-12-09,4.0
2016-12-10,5.0
2016-12-11,4.0
2016-12-12,4.0
2016-12-13,5.0
2016-12-14,4.0
2016-12-15,4.0
2016-12-16,9.0
2016-12-17,6.0
2016-12-18,4.0
2016-12-19,4.0
2016-12-20,6.0
2016-12-21,5.0
2016-12-22,4.0
2016-12-23,4.0
2016-12-24,5.0
2016-12-25,5.0
2016-12-26,5.0
2016-12-27,5.0
2016-12-28,6.0
2016-12-29,6.0
2016-12-30,6.0
2016-12-31,5.0
2017-01-01,5.0
2017-01-02,5.0
2017-01-03,5.0
2017-01-04,5.0
2017-01-05,6.0
2017-01-06,6.0
2017-01-07,6.0
2017-01-08,7.0
2017-01-09,7.0
2017-01-10,11.0
2017-01-11,67.0
2017-01-12,19.0
2017-01-13,15.0
2017-01-14,12.0
2017-01-15,10.0
2017-01-16,10.0
2017-01-17,13.0
2017-01-18,18.0
2017-01-19,22.0
2017-01-20,85.0
2017-01-21,47.0
2017-01-22,23.0
2017-01-23,16.0
2017-01-24,12.0
2017-01-25,12.0
2017-01-26,10.0
2017-01-27,9.0
2017-01-28,8.0
2017-01-29,10.0
2017-01-30,12.0
2017-01-31,10.0
2017-02-01,8.0
2017-02-02,7.0
2017-02-03,6.0
2017-02-04,6.0
2017-02-05,6.0
2017-02-06,5.0
2017-02-07,6.0
2017-02-08,6.0
2017-02-09,5.0
2017-02-10,5.0
2017-02-11,4.0
2017-02-12,4.0
2017-02-13,4.0
2017-02-14,4.0
2017-02-15,5.0
2017-02-16,6.0
2017-02-17,5.0
2017-02-18,5.0
2017-02-19,6.0
2017-02-20,5.0
2017-02-21,5.0
2017-02-22,4.0
2017-02-23,4.0
2017-02-24,5.0
2017-02-25,6.0
2017-02-26,5.0
2017-02-27,5.0
2017-02-28,7.0
2017-03-01,5.748763056624519
2017-03-02,4.4189114898295765
2017-03-03,3.8141836173721826
2017-03-04,3.896646509070918
2017-03-05,4.308960967564596
2017-03-06,4.089059923034634
2017-03-07,3.896646509070918
2017-03-08,3.369158878504673
2017-03-09,3.0393073117097305
2017-03-10,2.9018691588785046
2017-03-11,2.7919186366135236
2017-03-12,2.1819681143485434
2017-03-13,3.0118196811434856
2017-03-14,3.0667949422759757
2017-03-15,2.8743815283122593
2017-03-16,3.259208356239692
2017-03-17,2.92935678944475
2017-03-18,2.7919186366135236
2017-03-19,2.6819681143485434
2017-03-20,3.0118196811434856
2017-03-21,2.92935678944475
2017-03-22,2.8743815283122593
2017-03-23,2.956844420010995
2017-03-24,3.0667949422759757
2017-03-25,3.0118196811434856
2017-03-26,2.346893897746014
2017-03-27,2.9018691588785046
2017-03-28,2.6819681143485434
2017-03-29,2.2644310060472788
2017-03-30,2.126992853216053
2017-03-31,2.654480483782298
2017-04-01,2.0995052226498077
2017-04-02,1.759208356239692
2017-04-03,2.1990104452996153
2017-04-04,2.638812534359538
2017-04-05,2.638812534359538
2017-04-06,3.188565145684442
2017-04-07,4.727872457394173
2017-04-08,2.7487630566245187
2017-04-09,2.7487630566245187
2017-04-10,2.1990104452996153
2017-04-11,2.6937877954920286
2017-04-12,2.1990104452996153
2017-04-13,2.5838372732270476
2017-04-14,2.144035184167125
2017-04-15,2.0890599230346343
2017-04-16,2.0340846619021438
2017-04-17,2.5288620120945575
2017-04-18,2.8587135788894997
2017-04-19,2.2539857064321054
2017-04-20,2.5288620120945575
2017-04-21,3.4084661902144036
2017-04-22,2.91368884002199
2017-04-23,1.8691588785046729
2017-04-24,4.28807036833425
2017-04-25,2.9686641011544803
2017-04-26,2.4189114898295765
2017-04-27,2.4189114898295765
2017-04-28,3.078614623419461
2017-04-29,1.8141836173721824
2017-04-30,2.308960967564596
2017-05-01,2.9686641011544803
2017-05-02,2.308960967564596
2017-05-03,2.4189114898295765
2017-05-04,2.2539857064321054
2017-05-05,2.638812534359538
2017-05-06,1.759208356239692
2017-05-07,2.473886750962067
2017-05-08,4.013194062671798
2017-05-09,2.308960967564596
2017-05-10,2.4189114898295765
2017-05-11,2.91368884002199
2017-05-12,2.308960967564596
2017-05-13,2.0890599230346343
2017-05-14,2.0890599230346343
2017-05-15,2.1990104452996153
2017-05-16,2.2539857064321054
2017-05-17,2.803738317757009
2017-05-18,2.7487630566245187
2017-05-19,2.5838372732270476
2017-05-20,2.4189114898295765
2017-05-21,2.4189114898295765
2017-05-22,2.638812534359538
2017-05-23,2.9686641011544803
2017-05-24,3.2435404068169325
2017-05-25,3.353490929081913
2017-05-26,2.91368884002199
2017-05-27,2.0340846619021438
2017-05-28,1.9791094007696537
2017-05-29,2.0340846619021438
2017-05-30,2.3639362286970864
2017-05-31,2.803738317757009
2017-06-01,2.8587135788894997
2017-06-02,2.8587135788894997
2017-06-03,2.5288620120945575
