date,obama
2016-12-16,16.0
2016-12-17,13.0
2016-12-18,10.0
2016-12-19,10.0
2016-12-20,13.0
2016-12-21,10.0
2016-12-22,8.0
2016-12-23,8.0
2016-12-24,10.0
2016-12-25,11.0
2016-12-26,10.0
2016-12-27,12.0
2016-12-28,10.0
2016-12-29,12.0
2016-12-30,14.0
2016-12-31,12.0
2017-01-01,10.0
2017-01-02,8.0
2017-01-03,8.0
2017-01-04,10.0
2017-01-05,11.0
2017-01-06,12.0
2017-01-07,14.0
2017-01-08,12.0
2017-01-09,10.0
2017-01-10,16.0
2017-01-11,89.0
2017-01-12,32.0
2017-01-13,28.0
2017-01-14,21.0
2017-01-15,18.0
2017-01-16,16.0
2017-01-17,20.0
2017-01-18,27.0
2017-01-19,30.0
2017-01-20,93.0
2017-01-21,81.0
2017-01-22,46.0
2017-01-23,30.0
2017-01-24,26.0
2017-01-25,22.0
2017-01-26,19.0
2017-01-27,16.0
2017-01-28,15.0
2017-01-29,22.0
2017-01-30,26.0
2017-01-31,22.0
2017-02-01,15.0
2017-02-02,14.0
2017-02-03,13.0
2017-02-04,12.0
2017-02-05,10.0
2017-02-06,9.0
2017-02-07,11.0
2017-02-08,12.0
2017-02-09,10.0
2017-02-10,9.0
2017-02-11,9.0
2017-02-12,8.0
2017-02-13,7.0
2017-02-14,9.0
2017-02-15,9.0
2017-02-16,9.0
2017-02-17,9.0
2017-02-18,8.0
2017-02-19,8.0
2017-02-20,7.0
2017-02-21,8.0
2017-02-22,7.0
2017-02-23,7.0
2017-02-24,8.0
2017-02-25,10.0
2017-02-26,8.0
2017-02-27,7.0
2017-02-28,8.0
2017-03-01,9.114073155610663
2017-03-02,8.117172969621823
2017-03-03,8.046187228766275
2017-03-04,13.95660260384377
2017-03-05,14.598574085554866
2017-03-06,10.823930564166151
2017-03-07,9.114073155610663
2017-03-08,8.972101673899566
2017-03-09,7.762244265344079
2017-03-10,7.19125852448853
2017-03-11,6.765344079355239
2017-03-12,5.910415375077495
2017-03-13,6.123372597644141
2017-03-14,6.123372597644141
2017-03-15,6.123372597644141
2017-03-16,6.836329820210787
2017-03-17,6.265344079355239
2017-03-18,6.052386856788592
2017-03-19,5.9814011159330445
2017-03-20,5.839429634221947
2017-03-21,5.339429634221947
2017-03-22,5.197458152510849
2017-03-23,6.123372597644141
2017-03-24,7.975201487910725
2017-03-25,7.833230006199628
2017-03-26,5.9814011159330445
2017-03-27,5.126472411655301
2017-03-28,5.839429634221947
2017-03-29,5.126472411655301
2017-03-30,4.984500929944203
2017-03-31,4.913515189088654
2017-04-01,4.8425294482331065
2017-04-02,4.543087414755115
2017-04-03,5.110973341599504
2017-04-04,7.240545567265964
2017-04-05,5.962802231866088
2017-04-06,6.246745195288282
2017-04-07,9.08617482951023
2017-04-08,5.8208307501549905
2017-04-09,5.110973341599504
2017-04-10,4.685058896466212
2017-04-11,5.252944823310601
2017-04-12,4.543087414755115
2017-04-13,4.685058896466212
2017-04-14,4.969001859888406
2017-04-15,4.401115933044017
2017-04-16,4.543087414755115
2017-04-17,5.110973341599504
2017-04-18,5.110973341599504
2017-04-19,4.543087414755115
2017-04-20,5.252944823310601
2017-04-21,5.252944823310601
2017-04-22,4.685058896466212
2017-04-23,4.543087414755115
2017-04-24,7.3825170489770615
2017-04-25,6.38871667699938
2017-04-26,5.110973341599504
2017-04-27,5.678859268443893
2017-04-28,5.8208307501549905
2017-04-29,4.685058896466212
2017-04-30,4.685058896466212
2017-05-01,5.5368877867327955
2017-05-02,5.5368877867327955
2017-05-03,5.5368877867327955
2017-05-04,7.950402975821451
2017-05-05,6.814631122132672
2017-05-06,4.969001859888406
2017-05-07,5.8208307501549905
2017-05-08,8.518288902665839
2017-05-09,6.246745195288282
2017-05-10,5.5368877867327955
2017-05-11,4.82703037817731
2017-05-12,4.543087414755115
2017-05-13,4.82703037817731
2017-05-14,4.401115933044017
2017-05-15,4.117172969621823
2017-05-16,4.543087414755115
2017-05-17,4.969001859888406
2017-05-18,4.969001859888406
2017-05-19,4.82703037817731
2017-05-20,5.678859268443893
2017-05-21,5.678859268443893
2017-05-22,5.5368877867327955
2017-05-23,5.5368877867327955
2017-05-24,6.956602603843769
2017-05-25,8.518288902665839
2017-05-26,6.38871667699938
2017-05-27,5.252944823310601
2017-05-28,4.685058896466212
2017-05-29,4.401115933044017
2017-05-30,4.2591444513329195
2017-05-31,6.104773713577186
2017-06-01,6.814631122132672
2017-06-02,6.672659640421575
2017-06-03,5.394916305021699
