date,obama bus
2017-01-05,9.0
2017-01-06,12.0
2017-01-07,0.0
2017-01-08,15.0
2017-01-09,18.0
2017-01-10,13.0
2017-01-11,80.0
2017-01-12,42.0
2017-01-13,30.0
2017-01-14,23.0
2017-01-15,36.0
2017-01-16,18.0
2017-01-17,33.0
2017-01-18,29.0
2017-01-19,47.0
2017-01-20,100.0
2017-01-21,56.0
2017-01-22,53.0
2017-01-23,18.0
2017-01-24,22.0
2017-01-25,24.0
2017-01-26,25.0
2017-01-27,16.0
2017-01-28,13.0
2017-01-29,8.0
2017-01-30,22.0
2017-01-31,27.0
2017-02-01,11.0
2017-02-02,15.0
2017-02-03,18.0
2017-02-04,13.0
2017-02-05,5.0
2017-02-06,11.0
2017-02-07,7.0
2017-02-08,18.0
2017-02-09,22.0
2017-02-10,16.0
2017-02-11,8.0
2017-02-12,10.0
2017-02-13,9.0
2017-02-14,15.0
2017-02-15,9.0
2017-02-16,15.0
2017-02-17,11.0
2017-02-18,15.0
2017-02-19,15.0
2017-02-20,11.0
2017-02-21,11.0
2017-02-22,4.0
2017-02-23,9.0
2017-02-24,5.0
2017-02-25,10.0
2017-02-26,23.0
2017-02-27,16.0
2017-02-28,9.0
2017-03-01,15.595208070617907
2017-03-02,12.50126103404792
2017-03-03,19.50189155107188
2017-03-04,16.00126103404792
2017-03-05,15.282471626733923
2017-03-06,12.50126103404792
2017-03-07,10.469104665825977
2017-03-08,39.37894073139975
2017-03-09,21.064312736443885
2017-03-10,10.844892812105927
2017-03-11,9.50126103404792
2017-03-12,10.688524590163935
2017-03-13,10.62610340479193
2017-03-14,10.438209331651954
2017-03-15,8.532156368221942
2017-03-16,10.62610340479193
2017-03-17,4.687894073139975
2017-03-18,13.50063051702396
2017-03-19,2.4066834804539723
2017-03-20,2.0
2017-03-21,9.438209331651954
2017-03-22,9.438209331651954
2017-03-23,6.563051702395965
2017-03-24,8.844892812105927
2017-03-25,8.813366960907945
2017-03-26,8.50063051702396
2017-03-27,4.5
2017-03-28,10.438209331651954
2017-03-29,6.156998738965952
2017-03-30,7.563051702395965
2017-03-31,5.781841109709962
2017-04-01,4.813366960907945
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,12.252206809583859
2017-04-05,14.440100882723835
2017-04-06,10.501891551071878
2017-04-07,17.065573770491802
2017-04-08,14.440100882723835
2017-04-09,9.62673392181589
2017-04-10,4.37578814627995
2017-04-11,16.62799495586381
2017-04-12,4.37578814627995
2017-04-13,8.7515762925599
2017-04-14,4.813366960907945
2017-04-15,4.813366960907945
2017-04-16,7.438839848675914
2017-04-17,8.7515762925599
2017-04-18,8.313997477931904
2017-04-19,0.0
2017-04-20,10.501891551071878
2017-04-21,10.939470365699874
2017-04-22,14.440100882723835
2017-04-23,14.440100882723835
2017-04-24,8.313997477931904
2017-04-25,10.064312736443885
2017-04-26,6.126103404791929
2017-04-27,6.126103404791929
2017-04-28,6.563682219419925
2017-04-29,9.62673392181589
2017-04-30,4.813366960907945
2017-05-01,11.37704918032787
2017-05-02,18.378310214375787
2017-05-03,10.064312736443885
2017-05-04,3.938209331651955
2017-05-05,6.563682219419925
2017-05-06,4.813366960907945
2017-05-07,4.813366960907945
2017-05-08,3.938209331651955
2017-05-09,8.313997477931904
2017-05-10,12.252206809583859
2017-05-11,3.938209331651955
2017-05-12,6.563682219419925
2017-05-13,9.62673392181589
2017-05-14,4.813366960907945
2017-05-15,0.0
2017-05-16,12.252206809583859
2017-05-17,8.313997477931904
2017-05-18,3.938209331651955
2017-05-19,6.563682219419925
2017-05-20,4.813366960907945
2017-05-21,4.813366960907945
2017-05-22,6.126103404791929
2017-05-23,6.126103404791929
2017-05-24,6.126103404791929
2017-05-25,12.689785624211854
2017-05-26,4.37578814627995
2017-05-27,7.438839848675914
2017-05-28,10.064312736443885
2017-05-29,6.563682219419925
2017-05-30,6.126103404791929
2017-05-31,8.313997477931904
2017-06-01,12.689785624211854
2017-06-02,4.37578814627995
2017-06-03,4.813366960907945
