date,hillary private server
2016-09-19,5.0
2016-09-20,0.0
2016-09-21,5.0
2016-09-22,10.0
2016-09-23,5.0
2016-09-24,18.0
2016-09-25,6.0
2016-09-26,5.0
2016-09-27,10.0
2016-09-28,15.0
2016-09-29,0.0
2016-09-30,0.0
2016-10-01,2.448186528497409
2016-10-02,13.200777202072539
2016-10-03,2.5
2016-10-04,6.988341968911917
2016-10-05,8.264248704663213
2016-10-06,9.488341968911918
2016-10-07,9.436528497409327
2016-10-08,11.30440414507772
2016-10-09,12.528497409326425
2016-10-10,28.913212435233163
2016-10-11,23.516839378238345
2016-10-12,9.488341968911918
2016-10-13,6.988341968911917
2016-10-14,16.16062176165803
2016-10-15,12.528497409326425
2016-10-16,3.672279792746114
2016-10-17,16.528497409326427
2016-10-18,10.30440414507772
2016-10-19,6.528497409326425
2016-10-20,24.332901554404145
2016-10-21,17.752590673575128
2016-10-22,8.30440414507772
2016-10-23,12.120466321243523
2016-10-24,3.2642487046632125
2016-10-25,18.516839378238345
2016-10-26,9.488341968911918
2016-10-27,2.040155440414508
2016-10-28,55.78626943005182
2016-10-29,75.7059585492228
2016-10-30,72.2059585492228
2016-10-31,79.30310880829015
2016-11-01,40.389896373057
2016-11-02,51.4119170984456
2016-11-03,41.61917098445596
2016-11-04,43.251295336787564
2016-11-05,20.401554404145077
2016-11-06,44.06735751295337
2016-11-07,21.21761658031088
2016-11-08,31.826424870466322
2016-11-09,26.1139896373057
2016-11-10,15.505181347150259
2016-11-11,6.528497409326425
2016-11-12,15.505181347150259
2016-11-13,17.137305699481864
2016-11-14,8.976683937823834
2016-11-15,8.976683937823834
2016-11-16,8.976683937823834
2016-11-17,0.0
2016-11-18,8.976683937823834
2016-11-19,9.792746113989637
2016-11-20,4.896373056994818
2016-11-21,4.080310880829016
2016-11-22,6.528497409326425
2016-11-23,6.528497409326425
2016-11-24,8.976683937823834
2016-11-25,4.080310880829016
2016-11-26,0.0
2016-11-27,4.896373056994818
2016-11-28,0.0
2016-11-29,4.080310880829016
2016-11-30,0.0
2016-12-01,4.080310880829016
2016-12-02,4.080310880829016
2016-12-03,9.792746113989637
2016-12-04,0.0
2016-12-05,0.0
2016-12-06,4.080310880829016
2016-12-07,4.080310880829016
2016-12-08,4.080310880829016
2016-12-09,0.0
2016-12-10,0.0
2016-12-11,0.0
2016-12-12,6.528497409326425
2016-12-13,8.160621761658032
2016-12-14,4.080310880829016
2016-12-15,0.0
2016-12-16,4.896373056994818
2016-12-17,4.896373056994818
2016-12-18,0.0
2016-12-19,6.528497409326425
2016-12-20,4.080310880829016
2016-12-21,0.0
2016-12-22,0.0
2016-12-23,4.896373056994818
2016-12-24,5.712435233160622
2016-12-25,0.0
2016-12-26,9.792746113989637
2016-12-27,0.0
2016-12-28,4.896373056994818
2016-12-29,0.0
2016-12-30,4.896373056994818
2016-12-31,5.712435233160622
2017-01-01,0.0
2017-01-02,0.0
2017-01-03,0.0
2017-01-04,4.080310880829016
2017-01-05,4.080310880829016
2017-01-06,0.0
2017-01-07,4.896373056994818
2017-01-08,4.896373056994818
2017-01-09,0.0
2017-01-10,4.080310880829016
2017-01-11,0.0
2017-01-12,4.080310880829016
2017-01-13,6.528497409326425
2017-01-14,0.0
2017-01-15,0.0
2017-01-16,4.080310880829016
2017-01-17,4.080310880829016
2017-01-18,0.0
2017-01-19,0.0
2017-01-20,4.080310880829016
2017-01-21,4.896373056994818
2017-01-22,4.896373056994818
2017-01-23,4.080310880829016
2017-01-24,4.080310880829016
2017-01-25,0.0
2017-01-26,10.60880829015544
2017-01-27,6.528497409326425
2017-01-28,4.896373056994818
2017-01-29,0.0
2017-01-30,4.080310880829016
2017-01-31,4.080310880829016
2017-02-01,0.0
2017-02-02,4.080310880829016
2017-02-03,0.0
2017-02-04,4.896373056994818
2017-02-05,4.896373056994818
2017-02-06,4.080310880829016
2017-02-07,0.0
2017-02-08,0.0
2017-02-09,4.080310880829016
2017-02-10,0.0
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,0.0
2017-02-14,4.080310880829016
2017-02-15,4.080310880829016
2017-02-16,4.080310880829016
2017-02-17,0.0
2017-02-18,4.896373056994818
2017-02-19,0.0
2017-02-20,0.0
2017-02-21,0.0
2017-02-22,0.0
2017-02-23,0.0
2017-02-24,0.0
2017-02-25,0.0
2017-02-26,0.0
2017-02-27,0.0
2017-02-28,4.080310880829016
2017-03-01,2.040155440414508
2017-03-02,2.040155440414508
2017-03-03,13.871342578482171
2017-03-04,5.989313471502591
2017-03-05,11.431728131667175
2017-03-06,0.0
2017-03-07,5.095245352026821
2017-03-08,0.0
2017-03-09,5.164679213654374
2017-03-10,0.0
2017-03-11,2.448186528497409
2017-03-12,0.0
2017-03-13,0.0
2017-03-14,0.0
2017-03-15,2.040155440414508
2017-03-16,5.095245352026821
2017-03-17,0.0
2017-03-18,0.0
2017-03-19,0.0
2017-03-20,0.0
2017-03-21,0.0
2017-03-22,2.040155440414508
2017-03-23,3.124523773239866
2017-03-24,2.040155440414508
2017-03-25,0.0
2017-03-26,3.6799946662602867
2017-03-27,0.0
2017-03-28,0.0
2017-03-29,0.0
2017-03-30,0.0
2017-03-31,0.0
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,6.387915269734838
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,6.804518439500153
2017-04-18,0.0
2017-04-19,6.249047546479732
2017-04-20,0.0
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,6.249047546479732
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,0.0
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,0.0
2017-05-04,0.0
2017-05-05,0.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,6.387915269734838
2017-05-09,6.249047546479732
2017-05-10,12.63696281621457
2017-05-11,6.387915269734838
2017-05-12,6.526782992989943
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,0.0
2017-05-16,12.775830539469675
2017-05-17,6.387915269734838
2017-05-18,6.387915269734838
2017-05-19,6.526782992989943
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,6.249047546479732
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,0.0
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,0.0
2017-05-31,0.0
2017-06-01,0.0
2017-06-02,0.0
2017-06-03,0.0
