date,weiner
2017-02-07,4.598308668076109
2017-02-08,3.678646934460888
2017-02-09,3.678646934460888
2017-02-10,3.678646934460888
2017-02-11,3.678646934460888
2017-02-12,3.678646934460888
2017-02-13,3.678646934460888
2017-02-14,3.678646934460888
2017-02-15,4.598308668076109
2017-02-16,3.678646934460888
2017-02-17,3.678646934460888
2017-02-18,3.678646934460888
2017-02-19,3.678646934460888
2017-02-20,3.678646934460888
2017-02-21,3.678646934460888
2017-02-22,3.678646934460888
2017-02-23,3.678646934460888
2017-02-24,3.678646934460888
2017-02-25,4.598308668076109
2017-02-26,3.678646934460888
2017-02-27,2.758985200845666
2017-02-28,3.678646934460888
2017-03-01,3.6306891139962905
2017-03-02,3.4515525493197057
2017-03-03,3.6306891139962905
2017-03-04,3.8098256786728752
2017-03-05,3.8098256786728752
2017-03-06,3.4515525493197057
2017-03-07,3.6306891139962905
2017-03-08,3.8098256786728752
2017-03-09,3.4515525493197057
2017-03-10,3.4515525493197057
2017-03-11,3.6306891139962905
2017-03-12,3.6306891139962905
2017-03-13,3.8098256786728752
2017-03-14,3.8098256786728752
2017-03-15,3.6306891139962905
2017-03-16,3.6306891139962905
2017-03-17,3.6306891139962905
2017-03-18,3.4515525493197057
2017-03-19,3.6306891139962905
2017-03-20,4.44879311015707
2017-03-21,3.8098256786728752
2017-03-22,3.8098256786728752
2017-03-23,3.6306891139962905
2017-03-24,3.8098256786728752
2017-03-25,2.81258511783551
2017-03-26,3.8098256786728752
2017-03-27,4.44879311015707
2017-03-28,3.8098256786728752
2017-03-29,3.1708582471886793
2017-03-30,3.6306891139962905
2017-03-31,2.991721682512095
2017-04-01,3.6306891139962905
2017-04-02,3.2244581641785235
2017-04-03,2.8661850348253544
2017-04-04,3.2244581641785235
2017-04-05,3.2244581641785235
2017-04-06,2.8661850348253544
2017-04-07,3.582731293531693
2017-04-08,3.2244581641785235
2017-04-09,2.8661850348253544
2017-04-10,3.2244581641785235
2017-04-11,2.8661850348253544
2017-04-12,2.8661850348253544
2017-04-13,3.2244581641785235
2017-04-14,2.8661850348253544
2017-04-15,3.2244581641785235
2017-04-16,2.8661850348253544
2017-04-17,3.2244581641785235
2017-04-18,2.8661850348253544
2017-04-19,3.2244581641785235
2017-04-20,3.582731293531693
2017-04-21,3.2244581641785235
2017-04-22,2.8661850348253544
2017-04-23,3.582731293531693
2017-04-24,3.582731293531693
2017-04-25,3.582731293531693
2017-04-26,3.582731293531693
2017-04-27,3.2244581641785235
2017-04-28,3.2244581641785235
2017-04-29,3.2244581641785235
2017-04-30,3.941004422884862
2017-05-01,3.582731293531693
2017-05-02,3.2244581641785235
2017-05-03,5.0158238109443705
2017-05-04,4.657550681591201
2017-05-05,3.582731293531693
2017-05-06,3.582731293531693
2017-05-07,3.2244581641785235
2017-05-08,3.2244581641785235
2017-05-09,3.582731293531693
2017-05-10,5.374096940297539
2017-05-11,3.941004422884862
2017-05-12,3.582731293531693
2017-05-13,3.2244581641785235
2017-05-14,3.2244581641785235
2017-05-15,3.582731293531693
2017-05-16,3.582731293531693
2017-05-17,2.8661850348253544
2017-05-18,3.582731293531693
2017-05-19,35.82731293531693
2017-05-20,25.795665313428188
2017-05-21,8.240281975122894
2017-05-22,6.090643199003878
2017-05-23,4.299277552238031
2017-05-24,3.941004422884862
2017-05-25,3.582731293531693
2017-05-26,3.582731293531693
2017-05-27,3.582731293531693
2017-05-28,4.299277552238031
2017-05-29,3.582731293531693
2017-05-30,3.2244581641785235
2017-05-31,3.941004422884862
2017-06-01,3.941004422884862
2017-06-02,3.582731293531693
2017-06-03,2.5079119054721852
