date,secretary clinton
2017-02-14,2.0
2017-02-15,3.0
2017-02-16,4.0
2017-02-17,5.0
2017-02-18,1.0
2017-02-19,2.0
2017-02-20,1.0
2017-02-21,3.0
2017-02-22,3.0
2017-02-23,2.0
2017-02-24,1.0
2017-02-25,3.0
2017-02-26,3.0
2017-02-27,0.0
2017-02-28,1.0
2017-03-01,2.9003511852502193
2017-03-02,0.9587357330992099
2017-03-03,1.9899034240561897
2017-03-04,1.8933274802458298
2017-03-05,1.0311676909569798
2017-03-06,1.7726075504828798
2017-03-07,1.10359964881475
2017-03-08,0.8138718173836699
2017-03-09,1.6277436347673397
2017-03-10,1.9657594381035997
2017-03-11,1.0553116769095698
2017-03-12,1.8933274802458298
2017-03-13,1.3138718173836699
2017-03-14,1.9174714661984198
2017-03-15,1.9416154521510096
2017-03-16,0.14486391571553997
2017-03-17,1.8208955223880596
2017-03-18,3.2866549604916595
2017-03-19,0.5311676909569798
2017-03-20,1.45873573309921
2017-03-21,1.4416154521510096
2017-03-22,1.4174714661984198
2017-03-23,1.9416154521510096
2017-03-24,3.4969271290605795
2017-03-25,1.9174714661984198
2017-03-26,1.36215978928885
2017-03-27,1.4416154521510096
2017-03-28,1.9174714661984198
2017-03-29,2.2796312554872697
2017-03-30,2.6176470588235294
2017-03-31,1.8279192273924496
2017-04-01,1.9174714661984198
2017-04-02,0.7243195785776998
2017-04-03,0.9657594381035997
2017-04-04,2.5109745390693594
2017-04-05,2.848990342405619
2017-04-06,2.2695346795434594
2017-04-07,1.6417910447761195
2017-04-08,0.7243195785776998
2017-04-09,0.7726075504828798
2017-04-10,1.3037752414398596
2017-04-11,1.9315188762071993
2017-04-12,1.9315188762071993
2017-04-13,1.3520632133450396
2017-04-14,2.2212467076382794
2017-04-15,0.7726075504828798
2017-04-16,1.1589113257243198
2017-04-17,1.0140474100087797
2017-04-18,1.5452151009657595
2017-04-19,0.9174714661984197
2017-04-20,1.3037752414398596
2017-04-21,1.0140474100087797
2017-04-22,0.3863037752414399
2017-04-23,2.1729587357330993
2017-04-24,0.9657594381035997
2017-04-25,1.2554872695346797
2017-04-26,0.6277436347673399
2017-04-27,0.9657594381035997
2017-04-28,0.6760316066725198
2017-04-29,1.4969271290605795
2017-04-30,1.8832309043020194
2017-05-01,1.4003511852502195
2017-05-02,0.9657594381035997
2017-05-03,1.2554872695346797
2017-05-04,0.6277436347673399
2017-05-05,0.9657594381035997
2017-05-06,0.7243195785776998
2017-05-07,0.7243195785776998
2017-05-08,1.8832309043020194
2017-05-09,1.8832309043020194
2017-05-10,1.8832309043020194
2017-05-11,0.9657594381035997
2017-05-12,0.3380158033362599
2017-05-13,0.7243195785776998
2017-05-14,0.7243195785776998
2017-05-15,1.2554872695346797
2017-05-16,2.2212467076382794
2017-05-17,0.9657594381035997
2017-05-18,2.2212467076382794
2017-05-19,2.607550482879719
2017-05-20,1.8832309043020194
2017-05-21,3.766461808604039
2017-05-22,2.2212467076382794
2017-05-23,1.5452151009657595
2017-05-24,0.9657594381035997
2017-05-25,0.6760316066725198
2017-05-26,1.7383669885864794
2017-05-27,1.5452151009657595
2017-05-28,0.7726075504828798
2017-05-29,2.366110623353819
2017-05-30,1.6417910447761195
2017-05-31,4.8287971905179985
2017-06-01,1.6417910447761195
2017-06-02,0.6760316066725198
2017-06-03,2.655838454784899
