date,hillary clinton stupid
2017-01-05,3.0
2017-01-06,0.0
2017-01-07,0.0
2017-01-08,0.0
2017-01-09,3.0
2017-01-10,0.0
2017-01-11,3.0
2017-01-12,3.0
2017-01-13,6.0
2017-01-14,4.0
2017-01-15,7.0
2017-01-16,0.0
2017-01-17,3.0
2017-01-18,6.0
2017-01-19,0.0
2017-01-20,3.0
2017-01-21,11.0
2017-01-22,0.0
2017-01-23,0.0
2017-01-24,3.0
2017-01-25,3.0
2017-01-26,3.0
2017-01-27,0.0
2017-01-28,4.0
2017-01-29,0.0
2017-01-30,6.0
2017-01-31,0.0
2017-02-01,0.0
2017-02-02,0.0
2017-02-03,0.0
2017-02-04,11.0
2017-02-05,3.0
2017-02-06,0.0
2017-02-07,3.0
2017-02-08,3.0
2017-02-09,0.0
2017-02-10,0.0
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,0.0
2017-02-14,0.0
2017-02-15,3.0
2017-02-16,3.0
2017-02-17,6.0
2017-02-18,0.0
2017-02-19,0.0
2017-02-20,3.0
2017-02-21,3.0
2017-02-22,0.0
2017-02-23,0.0
2017-02-24,0.0
2017-02-25,4.0
2017-02-26,0.0
2017-02-27,0.0
2017-02-28,3.0
2017-03-01,2.91796875
2017-03-02,0.0
2017-03-03,1.5
2017-03-04,3.1328125
2017-03-05,1.58984375
2017-03-06,0.0
2017-03-07,2.91796875
2017-03-08,2.91796875
2017-03-09,1.5
2017-03-10,0.0
2017-03-11,3.1328125
2017-03-12,3.1328125
2017-03-13,1.41796875
2017-03-14,0.0
2017-03-15,0.0
2017-03-16,0.0
2017-03-17,0.0
2017-03-18,0.0
2017-03-19,0.0
2017-03-20,0.0
2017-03-21,0.0
2017-03-22,0.0
2017-03-23,2.91796875
2017-03-24,0.0
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,0.0
2017-03-28,1.5
2017-03-29,1.4609375
2017-03-30,2.9609375
2017-03-31,0.0
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,5.84375
2017-04-04,0.0
2017-04-05,2.921875
2017-04-06,2.921875
2017-04-07,3.0078125
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,3.09375
2017-04-18,2.8359375
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,3.3515625
2017-04-24,0.0
2017-04-25,2.8359375
2017-04-26,0.0
2017-04-27,0.0
2017-04-28,0.0
2017-04-29,3.4375
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,8.59375
2017-05-04,0.0
2017-05-05,0.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,0.0
2017-05-11,0.0
2017-05-12,6.015625
2017-05-13,3.4375
2017-05-14,0.0
2017-05-15,2.921875
2017-05-16,0.0
2017-05-17,2.921875
2017-05-18,0.0
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,3.4375
2017-05-22,2.921875
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,3.09375
2017-05-26,0.0
2017-05-27,7.046875
2017-05-28,0.0
2017-05-29,3.09375
2017-05-30,0.0
2017-05-31,2.921875
2017-06-01,3.0078125
2017-06-02,0.0
2017-06-03,0.0
