date,trump protest
2017-01-29,15.0
2017-01-30,15.0
2017-01-31,9.0
2017-02-01,5.0
2017-02-02,6.0
2017-02-03,4.0
2017-02-04,6.0
2017-02-05,4.0
2017-02-06,2.0
2017-02-07,2.0
2017-02-08,2.0
2017-02-09,2.0
2017-02-10,2.0
2017-02-11,2.0
2017-02-12,2.0
2017-02-13,2.0
2017-02-14,1.0
2017-02-15,2.0
2017-02-16,4.0
2017-02-17,3.0
2017-02-18,2.0
2017-02-19,2.0
2017-02-20,3.0
2017-02-21,2.0
2017-02-22,1.0
2017-02-23,1.0
2017-02-24,1.0
2017-02-25,1.0
2017-02-26,1.0
2017-02-27,1.0
2017-02-28,2.0
2017-03-01,1.009433962264151
2017-03-02,0.7830188679245282
2017-03-03,0.7830188679245282
2017-03-04,1.179245283018868
2017-03-05,1.2358490566037736
2017-03-06,1.7924528301886793
2017-03-07,0.9528301886792453
2017-03-08,0.839622641509434
2017-03-09,0.7830188679245282
2017-03-10,0.7264150943396226
2017-03-11,0.22641509433962265
2017-03-12,0.22641509433962265
2017-03-13,0.169811320754717
2017-03-14,0.6698113207547169
2017-03-15,0.7830188679245282
2017-03-16,0.7830188679245282
2017-03-17,0.6698113207547169
2017-03-18,0.169811320754717
2017-03-19,0.169811320754717
2017-03-20,0.7830188679245282
2017-03-21,0.22641509433962265
2017-03-22,0.169811320754717
2017-03-23,0.169811320754717
2017-03-24,0.11320754716981132
2017-03-25,0.7264150943396226
2017-03-26,0.839622641509434
2017-03-27,0.22641509433962265
2017-03-28,0.169811320754717
2017-03-29,0.22641509433962265
2017-03-30,0.11320754716981132
2017-03-31,0.169811320754717
2017-04-01,0.11320754716981132
2017-04-02,0.339622641509434
2017-04-03,0.22641509433962265
2017-04-04,0.339622641509434
2017-04-05,0.339622641509434
2017-04-06,0.339622641509434
2017-04-07,0.4528301886792453
2017-04-08,0.11320754716981132
2017-04-09,0.339622641509434
2017-04-10,0.22641509433962265
2017-04-11,0.4528301886792453
2017-04-12,0.339622641509434
2017-04-13,0.339622641509434
2017-04-14,0.7924528301886793
2017-04-15,9.962264150943396
2017-04-16,11.320754716981133
2017-04-17,0.9056603773584906
2017-04-18,0.679245283018868
2017-04-19,0.4528301886792453
2017-04-20,0.339622641509434
2017-04-21,0.4528301886792453
2017-04-22,0.5660377358490566
2017-04-23,0.4528301886792453
2017-04-24,0.22641509433962265
2017-04-25,0.339622641509434
2017-04-26,0.339622641509434
2017-04-27,0.339622641509434
2017-04-28,0.4528301886792453
2017-04-29,0.5660377358490566
2017-04-30,0.5660377358490566
2017-05-01,0.5660377358490566
2017-05-02,0.5660377358490566
2017-05-03,0.339622641509434
2017-05-04,0.679245283018868
2017-05-05,0.5660377358490566
2017-05-06,0.22641509433962265
2017-05-07,0.22641509433962265
2017-05-08,0.339622641509434
2017-05-09,0.22641509433962265
2017-05-10,0.5660377358490566
2017-05-11,0.4528301886792453
2017-05-12,0.339622641509434
2017-05-13,0.22641509433962265
2017-05-14,0.22641509433962265
2017-05-15,0.679245283018868
2017-05-16,0.22641509433962265
2017-05-17,0.679245283018868
2017-05-18,0.339622641509434
2017-05-19,0.22641509433962265
2017-05-20,0.22641509433962265
2017-05-21,1.2452830188679245
2017-05-22,0.4528301886792453
2017-05-23,0.339622641509434
2017-05-24,0.5660377358490566
2017-05-25,0.5660377358490566
2017-05-26,0.339622641509434
2017-05-27,0.22641509433962265
2017-05-28,0.11320754716981132
2017-05-29,0.339622641509434
2017-05-30,0.679245283018868
2017-05-31,0.339622641509434
2017-06-01,0.5660377358490566
2017-06-02,0.7924528301886793
2017-06-03,0.679245283018868
