date,healthy
2016-12-19,52.0
2016-12-20,53.0
2016-12-21,50.0
2016-12-22,49.0
2016-12-23,43.0
2016-12-24,39.0
2016-12-25,31.0
2016-12-26,45.0
2016-12-27,56.0
2016-12-28,63.0
2016-12-29,63.0
2016-12-30,61.0
2016-12-31,57.0
2017-01-01,69.0
2017-01-02,99.0
2017-01-03,100.0
2017-01-04,98.0
2017-01-05,95.0
2017-01-06,84.0
2017-01-07,85.0
2017-01-08,98.0
2017-01-09,95.0
2017-01-10,92.0
2017-01-11,88.0
2017-01-12,85.0
2017-01-13,79.0
2017-01-14,79.0
2017-01-15,89.0
2017-01-16,89.0
2017-01-17,92.0
2017-01-18,88.0
2017-01-19,84.0
2017-01-20,74.0
2017-01-21,75.0
2017-01-22,88.0
2017-01-23,86.0
2017-01-24,87.0
2017-01-25,81.0
2017-01-26,78.0
2017-01-27,72.0
2017-01-28,75.0
2017-01-29,85.0
2017-01-30,85.0
2017-01-31,86.0
2017-02-01,83.0
2017-02-02,81.0
2017-02-03,75.0
2017-02-04,77.0
2017-02-05,80.0
2017-02-06,78.0
2017-02-07,86.0
2017-02-08,79.0
2017-02-09,78.0
2017-02-10,70.0
2017-02-11,69.0
2017-02-12,80.0
2017-02-13,77.0
2017-02-14,70.0
2017-02-15,74.0
2017-02-16,73.0
2017-02-17,68.0
2017-02-18,68.0
2017-02-19,76.0
2017-02-20,80.0
2017-02-21,81.0
2017-02-22,80.0
2017-02-23,75.0
2017-02-24,68.0
2017-02-25,70.0
2017-02-26,82.0
2017-02-27,83.0
2017-02-28,84.0
2017-03-01,77.4
2017-03-02,77.4
2017-03-03,69.56086956521739
2017-03-04,68.80869565217391
2017-03-05,79.23478260869565
2017-03-06,81.0695652173913
2017-03-07,82.82173913043478
2017-03-08,77.31739130434782
2017-03-09,75.56521739130434
2017-03-10,69.14347826086956
2017-03-11,69.14347826086956
2017-03-12,79.65217391304347
2017-03-13,77.4
2017-03-14,79.5695652173913
2017-03-15,76.4
2017-03-16,72.81304347826087
2017-03-17,65.3913043478261
2017-03-18,66.80869565217391
2017-03-19,78.73478260869565
2017-03-20,84.23913043478261
2017-03-21,80.90434782608696
2017-03-22,78.23478260869565
2017-03-23,74.98260869565217
2017-03-24,67.3913043478261
2017-03-25,65.97391304347826
2017-03-26,79.48695652173913
2017-03-27,81.82173913043478
2017-03-28,78.73478260869565
2017-03-29,78.65217391304347
2017-03-30,74.2304347826087
2017-03-31,66.47391304347826
2017-04-01,64.6391304347826
2017-04-02,75.13043478260869
2017-04-03,80.1391304347826
2017-04-04,75.96521739130435
2017-04-05,75.13043478260869
2017-04-06,75.13043478260869
2017-04-07,65.94782608695652
2017-04-08,63.44347826086956
2017-04-09,70.95652173913044
2017-04-10,73.4608695652174
2017-04-11,73.4608695652174
2017-04-12,71.79130434782608
2017-04-13,67.61739130434782
2017-04-14,62.60869565217391
2017-04-15,58.43478260869565
2017-04-16,58.43478260869565
2017-04-17,72.62608695652173
2017-04-18,72.62608695652173
2017-04-19,75.96521739130435
2017-04-20,72.62608695652173
2017-04-21,65.94782608695652
2017-04-22,65.94782608695652
2017-04-23,73.4608695652174
2017-04-24,80.1391304347826
2017-04-25,77.63478260869564
2017-04-26,76.8
2017-04-27,70.95652173913044
2017-04-28,63.44347826086956
2017-04-29,61.77391304347826
2017-04-30,74.29565217391304
2017-05-01,81.80869565217391
2017-05-02,76.8
2017-05-03,73.4608695652174
2017-05-04,71.79130434782608
2017-05-05,60.939130434782605
2017-05-06,61.77391304347826
2017-05-07,72.62608695652173
2017-05-08,77.63478260869564
2017-05-09,75.13043478260869
2017-05-10,73.4608695652174
2017-05-11,70.12173913043478
2017-05-12,62.60869565217391
2017-05-13,60.10434782608695
2017-05-14,65.94782608695652
2017-05-15,75.96521739130435
2017-05-16,73.4608695652174
2017-05-17,73.4608695652174
2017-05-18,69.28695652173913
2017-05-19,62.60869565217391
2017-05-20,60.10434782608695
2017-05-21,69.28695652173913
2017-05-22,74.29565217391304
2017-05-23,70.12173913043478
2017-05-24,70.12173913043478
2017-05-25,68.45217391304348
2017-05-26,59.2695652173913
2017-05-27,58.43478260869565
2017-05-28,63.44347826086956
2017-05-29,65.94782608695652
2017-05-30,72.62608695652173
2017-05-31,71.79130434782608
2017-06-01,70.12173913043478
2017-06-02,62.60869565217391
2017-06-03,63.44347826086956
