date,business
2016-10-16,58.93740428790199
2016-10-17,93.81029862174579
2016-10-18,95.77545941807045
2016-10-19,93.31029862174579
2016-10-20,89.39739663093415
2016-10-21,81.53675344563553
2016-10-22,54.50708269525268
2016-10-23,56.97224349157734
2016-10-24,92.82771822358346
2016-10-25,92.82771822358346
2016-10-26,90.8625574272588
2016-10-27,90.37997702909648
2016-10-28,79.07159264931087
2016-10-29,52.5593415007657
2016-10-30,55.00708269525268
2016-10-31,86.93223583460949
2016-11-01,89.87997702909648
2016-11-02,93.0
2016-11-03,91.0
2016-11-04,83.0
2016-11-05,56.0
2016-11-06,57.0
2016-11-07,92.0
2016-11-08,89.0
2016-11-09,82.0
2016-11-10,90.0
2016-11-11,77.0
2016-11-12,55.0
2016-11-13,57.0
2016-11-14,91.0
2016-11-15,96.0
2016-11-16,92.0
2016-11-17,92.0
2016-11-18,80.0
2016-11-19,53.0
2016-11-20,57.0
2016-11-21,90.0
2016-11-22,88.0
2016-11-23,81.0
2016-11-24,68.0
2016-11-25,64.0
2016-11-26,58.0
2016-11-27,55.0
2016-11-28,88.0
2016-11-29,91.0
2016-11-30,91.0
2016-12-01,88.0
2016-12-02,81.0
2016-12-03,53.0
2016-12-04,55.0
2016-12-05,88.0
2016-12-06,90.0
2016-12-07,88.0
2016-12-08,86.0
2016-12-09,75.0
2016-12-10,48.0
2016-12-11,51.0
2016-12-12,82.0
2016-12-13,87.0
2016-12-14,85.0
2016-12-15,79.0
2016-12-16,72.0
2016-12-17,49.0
2016-12-18,49.0
2016-12-19,76.0
2016-12-20,76.0
2016-12-21,74.0
2016-12-22,68.0
2016-12-23,58.0
2016-12-24,41.0
2016-12-25,36.0
2016-12-26,47.0
2016-12-27,60.0
2016-12-28,66.0
2016-12-29,67.0
2016-12-30,61.0
2016-12-31,44.0
2017-01-01,43.0
2017-01-02,63.0
2017-01-03,87.0
2017-01-04,88.0
2017-01-05,88.0
2017-01-06,81.0
2017-01-07,58.0
2017-01-08,59.0
2017-01-09,92.0
2017-01-10,95.0
2017-01-11,95.0
2017-01-12,93.0
2017-01-13,84.0
2017-01-14,56.0
2017-01-15,59.0
2017-01-16,88.0
2017-01-17,98.0
2017-01-18,98.0
2017-01-19,96.0
2017-01-20,85.0
2017-01-21,59.0
2017-01-22,62.0
2017-01-23,96.0
2017-01-24,99.0
2017-01-25,94.0
2017-01-26,91.0
2017-01-27,85.0
2017-01-28,60.0
2017-01-29,62.0
2017-01-30,98.0
2017-01-31,100.0
2017-02-01,97.0
2017-02-02,95.0
2017-02-03,87.0
2017-02-04,60.0
2017-02-05,58.0
2017-02-06,91.0
2017-02-07,97.0
2017-02-08,97.0
2017-02-09,93.0
2017-02-10,85.0
2017-02-11,59.0
2017-02-12,60.0
2017-02-13,91.0
2017-02-14,90.0
2017-02-15,94.0
2017-02-16,94.0
2017-02-17,86.0
2017-02-18,60.0
2017-02-19,62.0
2017-02-20,91.0
2017-02-21,98.0
2017-02-22,96.0
2017-02-23,91.0
2017-02-24,84.0
2017-02-25,60.0
2017-02-26,62.0
2017-02-27,96.0
2017-02-28,98.0
2017-03-01,95.79478707782673
2017-03-02,93.81938325991189
2017-03-03,85.91776798825256
2017-03-04,59.24981644640235
2017-03-05,61.22522026431718
2017-03-06,93.81938325991189
2017-03-07,97.27019089574156
2017-03-08,96.78248898678413
2017-03-09,94.31938325991189
2017-03-10,84.94236417033774
2017-03-11,57.77441262848752
2017-03-12,60.23751835535977
2017-03-13,90.84397944199706
2017-03-14,95.79478707782673
2017-03-15,95.78248898678413
2017-03-16,91.35627753303964
2017-03-17,81.46696035242292
2017-03-18,57.27441262848752
2017-03-19,58.76211453744493
2017-03-20,94.8070851688693
2017-03-21,96.28248898678413
2017-03-22,95.79478707782673
2017-03-23,93.81938325991189
2017-03-24,84.43006607929516
2017-03-25,57.27441262848752
2017-03-26,59.73751835535977
2017-03-27,95.3070851688693
2017-03-28,95.3070851688693
2017-03-29,95.28248898678413
2017-03-30,94.8070851688693
2017-03-31,84.44236417033774
2017-04-01,57.27441262848752
2017-04-02,57.548825256975036
2017-04-03,93.63876651982379
2017-04-04,95.58957415565345
2017-04-05,92.66336270190895
2017-04-06,92.66336270190895
2017-04-07,81.93392070484582
2017-04-08,54.62261380323054
2017-04-09,57.548825256975036
2017-04-10,90.71255506607929
2017-04-11,92.66336270190895
2017-04-12,89.73715124816447
2017-04-13,84.8601321585903
2017-04-14,69.25367107195301
2017-04-15,53.64720998531571
2017-04-16,50.72099853157122
2017-04-17,80.95851688693098
2017-04-18,91.68795888399413
2017-04-19,91.68795888399413
2017-04-20,90.71255506607929
2017-04-21,82.90932452276064
2017-04-22,55.598017621145374
2017-04-23,55.598017621145374
2017-04-24,90.71255506607929
2017-04-25,93.63876651982379
2017-04-26,92.66336270190895
2017-04-27,86.81093979441997
2017-04-28,81.93392070484582
2017-04-29,54.62261380323054
2017-04-30,55.598017621145374
2017-05-01,83.88472834067548
2017-05-02,92.66336270190895
2017-05-03,90.71255506607929
2017-05-04,88.76174743024963
2017-05-05,80.95851688693098
2017-05-06,55.598017621145374
2017-05-07,57.548825256975036
2017-05-08,91.68795888399413
2017-05-09,94.61417033773861
2017-05-10,91.68795888399413
2017-05-11,90.71255506607929
2017-05-12,79.98311306901616
2017-05-13,52.67180616740088
2017-05-14,53.64720998531571
2017-05-15,89.73715124816447
2017-05-16,91.68795888399413
2017-05-17,89.73715124816447
2017-05-18,87.7863436123348
2017-05-19,79.98311306901616
2017-05-20,55.598017621145374
2017-05-21,55.598017621145374
2017-05-22,87.7863436123348
2017-05-23,90.71255506607929
2017-05-24,87.7863436123348
2017-05-25,84.8601321585903
2017-05-26,75.106093979442
2017-05-27,50.72099853157122
2017-05-28,50.72099853157122
2017-05-29,68.27826725403818
2017-05-30,87.7863436123348
2017-05-31,87.7863436123348
2017-06-01,85.83553597650514
2017-06-02,77.05690161527166
2017-06-03,51.69640234948605
