date,supporters
2016-10-19,16.652681388012617
2016-10-20,21.16119873817035
2016-10-21,14.398422712933755
2016-10-22,12.92807570977918
2016-10-23,14.555205047318612
2016-10-24,13.241640378548897
2016-10-25,13.868769716088329
2016-10-26,13.084858044164038
2016-10-27,15.652681388012619
2016-10-28,13.555205047318612
2016-10-29,13.084858044164038
2016-10-30,14.055205047318612
2016-10-31,13.741640378548897
2016-11-01,13.741640378548897
2016-11-02,18.0
2016-11-03,17.0
2016-11-04,17.0
2016-11-05,17.0
2016-11-06,19.0
2016-11-07,22.0
2016-11-08,33.0
2016-11-09,100.0
2016-11-10,84.0
2016-11-11,70.0
2016-11-12,46.0
2016-11-13,31.0
2016-11-14,29.0
2016-11-15,25.0
2016-11-16,19.0
2016-11-17,17.0
2016-11-18,14.0
2016-11-19,14.0
2016-11-20,13.0
2016-11-21,12.0
2016-11-22,15.0
2016-11-23,12.0
2016-11-24,13.0
2016-11-25,8.0
2016-11-26,10.0
2016-11-27,10.0
2016-11-28,10.0
2016-11-29,10.0
2016-11-30,9.0
2016-12-01,11.0
2016-12-02,11.0
2016-12-03,10.0
2016-12-04,8.0
2016-12-05,12.0
2016-12-06,10.0
2016-12-07,9.0
2016-12-08,10.0
2016-12-09,9.0
2016-12-10,8.0
2016-12-11,9.0
2016-12-12,8.0
2016-12-13,9.0
2016-12-14,9.0
2016-12-15,9.0
2016-12-16,9.0
2016-12-17,8.0
2016-12-18,8.0
2016-12-19,8.0
2016-12-20,8.0
2016-12-21,8.0
2016-12-22,6.0
2016-12-23,7.0
2016-12-24,6.0
2016-12-25,5.0
2016-12-26,5.0
2016-12-27,5.0
2016-12-28,6.0
2016-12-29,6.0
2016-12-30,7.0
2016-12-31,7.0
2017-01-01,6.0
2017-01-02,5.0
2017-01-03,6.0
2017-01-04,5.0
2017-01-05,8.0
2017-01-06,8.0
2017-01-07,8.0
2017-01-08,7.0
2017-01-09,9.0
2017-01-10,9.0
2017-01-11,9.0
2017-01-12,9.0
2017-01-13,8.0
2017-01-14,9.0
2017-01-15,8.0
2017-01-16,8.0
2017-01-17,9.0
2017-01-18,10.0
2017-01-19,11.0
2017-01-20,16.0
2017-01-21,18.0
2017-01-22,17.0
2017-01-23,15.0
2017-01-24,11.0
2017-01-25,13.0
2017-01-26,11.0
2017-01-27,12.0
2017-01-28,11.0
2017-01-29,16.0
2017-01-30,16.0
2017-01-31,16.0
2017-02-01,11.0
2017-02-02,11.0
2017-02-03,12.0
2017-02-04,11.0
2017-02-05,13.0
2017-02-06,12.0
2017-02-07,9.0
2017-02-08,10.0
2017-02-09,8.0
2017-02-10,10.0
2017-02-11,10.0
2017-02-12,9.0
2017-02-13,10.0
2017-02-14,9.0
2017-02-15,9.0
2017-02-16,10.0
2017-02-17,12.0
2017-02-18,11.0
2017-02-19,10.0
2017-02-20,11.0
2017-02-21,9.0
2017-02-22,9.0
2017-02-23,9.0
2017-02-24,9.0
2017-02-25,9.0
2017-02-26,9.0
2017-02-27,10.0
2017-02-28,7.0
2017-03-01,7.8654181184668985
2017-03-02,6.984320557491289
2017-03-03,7.256533101045296
2017-03-04,8.637630662020905
2017-03-05,10.94425087108014
2017-03-06,8.692073170731707
2017-03-07,9.073170731707318
2017-03-08,6.875435540069686
2017-03-09,8.637630662020905
2017-03-10,6.7665505226480835
2017-03-11,8.192073170731707
2017-03-12,7.03876306620209
2017-03-13,7.256533101045296
2017-03-14,6.212108013937282
2017-03-15,6.7665505226480835
2017-03-16,7.647648083623693
2017-03-17,7.4198606271777
2017-03-18,8.192073170731707
2017-03-19,8.964285714285715
2017-03-20,7.810975609756097
2017-03-21,8.028745644599303
2017-03-22,7.8654181184668985
2017-03-23,7.310975609756097
2017-03-24,8.246515679442508
2017-03-25,8.30095818815331
2017-03-26,9.627613240418118
2017-03-27,8.573170731707318
2017-03-28,7.310975609756097
2017-03-29,7.147648083623693
2017-03-30,6.984320557491289
2017-03-31,6.494337979094077
2017-04-01,6.875435540069686
2017-04-02,9.255226480836237
2017-04-03,6.315331010452962
2017-04-04,7.295296167247386
2017-04-05,7.404181184668989
2017-04-06,6.64198606271777
2017-04-07,8.27526132404181
2017-04-08,6.968641114982578
2017-04-09,7.077526132404181
2017-04-10,7.295296167247386
2017-04-11,6.533101045296167
2017-04-12,7.948606271777003
2017-04-13,7.186411149825783
2017-04-14,7.730836236933797
2017-04-15,6.097560975609756
2017-04-16,7.8397212543554
2017-04-17,8.384146341463413
2017-04-18,7.8397212543554
2017-04-19,6.533101045296167
2017-04-20,8.27526132404181
2017-04-21,6.968641114982578
2017-04-22,6.64198606271777
2017-04-23,9.146341463414634
2017-04-24,6.7508710801393725
2017-04-25,6.7508710801393725
2017-04-26,6.64198606271777
2017-04-27,9.037456445993032
2017-04-28,7.730836236933797
2017-04-29,7.621951219512194
2017-04-30,8.493031358885016
2017-05-01,7.404181184668989
2017-05-02,8.166376306620208
2017-05-03,5.988675958188153
2017-05-04,8.384146341463413
2017-05-05,8.057491289198605
2017-05-06,6.64198606271777
2017-05-07,8.166376306620208
2017-05-08,7.621951219512194
2017-05-09,6.968641114982578
2017-05-10,8.493031358885016
2017-05-11,8.710801393728222
2017-05-12,8.710801393728222
2017-05-13,6.533101045296167
2017-05-14,8.384146341463413
2017-05-15,7.621951219512194
2017-05-16,9.36411149825784
2017-05-17,8.166376306620208
2017-05-18,8.27526132404181
2017-05-19,6.533101045296167
2017-05-20,6.7508710801393725
2017-05-21,7.295296167247386
2017-05-22,7.295296167247386
2017-05-23,7.730836236933797
2017-05-24,7.730836236933797
2017-05-25,6.968641114982578
2017-05-26,6.206445993031359
2017-05-27,7.404181184668989
2017-05-28,6.968641114982578
2017-05-29,6.533101045296167
2017-05-30,5.335365853658536
2017-05-31,7.404181184668989
2017-06-01,6.097560975609756
2017-06-02,8.384146341463413
2017-06-03,8.601916376306619
