date,globalist
2016-07-16,12.905692362598144
2016-07-17,12.905692362598144
2016-07-18,19.077980014275518
2016-07-19,21.883565310492504
2016-07-20,16.27239471805853
2016-07-21,25.25026766595289
2016-07-22,30.86143825838687
2016-07-23,51.06165239114918
2016-07-24,19.077980014275518
2016-07-25,26.93361884368308
2016-07-26,21.883565310492504
2016-07-27,19.077980014275518
2016-07-28,35.91149179157745
2016-07-29,23.0057994289793
2016-07-30,29.17808708065667
2016-07-31,19.077980014275518
2016-08-01,10.661224125624553
2016-08-02,24.689150606709493
2016-08-03,35.91149179157745
2016-08-04,16.27239471805853
2016-08-05,23.0057994289793
2016-08-06,16.27239471805853
2016-08-07,42.08377944325482
2016-08-08,10.661224125624553
2016-08-09,10.661224125624553
2016-08-10,7.8556388294075665
2016-08-11,30.86143825838687
2016-08-12,11.22234118486795
2016-08-13,19.077980014275518
2016-08-14,12.905692362598144
2016-08-15,40.400428265524624
2016-08-16,19.077980014275518
2016-08-17,13.46680942184154
2016-08-18,14.02792648108494
2016-08-19,11.22234118486795
2016-08-20,21.883565310492504
2016-08-21,3.366702355460385
2016-08-22,5.611170592433975
2016-08-23,13.46680942184154
2016-08-24,24.128033547466096
2016-08-25,11.22234118486795
2016-08-26,11.22234118486795
2016-08-27,19.077980014275518
2016-08-28,24.689150606709493
2016-08-29,20.76133119200571
2016-08-30,20.76133119200571
2016-08-31,15.711277658815133
2016-09-01,7.8556388294075665
2016-09-02,16.83351177730193
2016-09-03,12.344575303354747
2016-09-04,18.51686295503212
2016-09-05,7.8556388294075665
2016-09-06,7.8556388294075665
2016-09-07,13.46680942184154
2016-09-08,21.322448251249106
2016-09-09,16.27239471805853
2016-09-10,21.322448251249106
2016-09-11,15.150160599571734
2016-09-12,16.27239471805853
2016-09-13,15.711277658815133
2016-09-14,15.711277658815133
2016-09-15,15.711277658815133
2016-09-16,27.494735902926482
2016-09-17,15.150160599571734
2016-09-18,11.78345824411135
2016-09-19,28.616970021413273
2016-09-20,17.955745895788723
2016-09-21,23.0057994289793
2016-09-22,12.905692362598144
2016-09-23,13.46680942184154
2016-09-24,8.977872947894362
2016-09-25,12.344575303354747
2016-09-26,17.955745895788723
2016-09-27,25.811384725196287
2016-09-28,18.51686295503212
2016-09-29,20.76133119200571
2016-09-30,37.594842969307635
2016-10-01,24.450124910778015
2016-10-02,19.780647751605994
2016-10-03,16.037607066381156
2016-10-04,17.075080299785867
2016-10-05,19.66537294789436
2016-10-06,18.873706281227694
2016-10-07,16.41394539614561
2016-10-08,33.96961991434689
2016-10-09,40.73353854389722
2016-10-10,29.104345110635258
2016-10-11,32.32102069950035
2016-10-12,22.89730549607423
2016-10-13,27.916845110635258
2016-10-14,22.86679157744468
2016-10-15,26.348768736616698
2016-10-16,37.50160599571734
2016-10-17,35.057102069950034
2016-10-18,8.612553533190578
2016-10-19,33.35849393290507
2016-10-20,32.38628658101356
2016-10-21,19.08899892933619
2016-10-22,27.355728051391864
2016-10-23,14.204229122055674
2016-10-24,19.600107066381156
2016-10-25,21.90984118486795
2016-10-26,23.493174518201283
2016-10-27,23.773733047822986
2016-10-28,27.040417558886507
2016-10-29,27.536268736616698
2016-10-30,15.787562455389008
2016-10-31,30.537651677373304
2016-11-01,20.426525695931478
2016-11-02,29.291666666666664
2016-11-03,26.125
2016-11-04,17.416666666666664
2016-11-05,24.541666666666664
2016-11-06,34.83333333333333
2016-11-07,21.375
2016-11-08,25.333333333333332
2016-11-09,79.16666666666666
2016-11-10,64.91666666666666
2016-11-11,25.333333333333332
2016-11-12,38.791666666666664
2016-11-13,24.541666666666664
2016-11-14,32.45833333333333
2016-11-15,14.25
2016-11-16,42.75
2016-11-17,45.916666666666664
2016-11-18,34.83333333333333
2016-11-19,33.25
2016-11-20,35.625
2016-11-21,21.375
2016-11-22,34.83333333333333
2016-11-23,30.875
2016-11-24,19.791666666666664
2016-11-25,17.416666666666664
2016-11-26,11.083333333333332
2016-11-27,11.083333333333332
2016-11-28,34.83333333333333
2016-11-29,16.625
2016-11-30,30.875
2016-12-01,36.416666666666664
2016-12-02,29.291666666666664
2016-12-03,30.083333333333332
2016-12-04,21.375
2016-12-05,30.875
2016-12-06,28.5
2016-12-07,21.375
2016-12-08,19.791666666666664
2016-12-09,18.208333333333332
2016-12-10,6.333333333333333
2016-12-11,28.5
2016-12-12,19.0
2016-12-13,23.75
2016-12-14,42.75
2016-12-15,19.0
2016-12-16,25.333333333333332
2016-12-17,11.083333333333332
2016-12-18,16.625
2016-12-19,4.75
2016-12-20,12.666666666666666
2016-12-21,25.333333333333332
2016-12-22,12.666666666666666
2016-12-23,7.916666666666666
2016-12-24,6.333333333333333
2016-12-25,25.333333333333332
2016-12-26,11.083333333333332
2016-12-27,22.166666666666664
2016-12-28,7.916666666666666
2016-12-29,18.208333333333332
2016-12-30,21.375
2016-12-31,15.041666666666666
2017-01-01,11.875
2017-01-02,10.291666666666666
2017-01-03,9.5
2017-01-04,11.875
2017-01-05,16.625
2017-01-06,15.041666666666666
2017-01-07,13.458333333333332
2017-01-08,21.375
2017-01-09,11.875
2017-01-10,4.75
2017-01-11,7.125
2017-01-12,15.833333333333332
2017-01-13,19.0
2017-01-14,21.375
2017-01-15,10.291666666666666
2017-01-16,15.833333333333332
2017-01-17,20.583333333333332
2017-01-18,27.708333333333332
2017-01-19,16.625
2017-01-20,11.875
2017-01-21,21.375
2017-01-22,31.666666666666664
2017-01-23,18.208333333333332
2017-01-24,25.333333333333332
2017-01-25,13.458333333333332
2017-01-26,22.958333333333332
2017-01-27,31.666666666666664
2017-01-28,15.833333333333332
2017-01-29,18.208333333333332
2017-01-30,36.416666666666664
2017-01-31,36.416666666666664
2017-02-01,29.291666666666664
2017-02-02,31.666666666666664
2017-02-03,45.125
2017-02-04,21.375
2017-02-05,28.5
2017-02-06,26.916666666666664
2017-02-07,20.583333333333332
2017-02-08,11.083333333333332
2017-02-09,18.208333333333332
2017-02-10,19.0
2017-02-11,13.458333333333332
2017-02-12,29.291666666666664
2017-02-13,19.791666666666664
2017-02-14,22.958333333333332
2017-02-15,20.583333333333332
2017-02-16,32.45833333333333
2017-02-17,31.666666666666664
2017-02-18,40.375
2017-02-19,15.833333333333332
2017-02-20,18.208333333333332
2017-02-21,11.083333333333332
2017-02-22,30.083333333333332
2017-02-23,36.416666666666664
2017-02-24,30.875
2017-02-25,23.75
2017-02-26,21.375
2017-02-27,30.083333333333332
2017-02-28,16.625
2017-03-01,30.395833333333332
2017-03-02,12.5625
2017-03-03,16.5
2017-03-04,23.604166666666664
2017-03-05,19.604166666666664
2017-03-06,21.708333333333332
2017-03-07,19.208333333333332
2017-03-08,22.104166666666664
2017-03-09,28.520833333333332
2017-03-10,35.166666666666664
2017-03-11,13.833333333333332
2017-03-12,17.104166666666664
2017-03-13,15.916666666666666
2017-03-14,8.854166666666666
2017-03-15,17.916666666666664
2017-03-16,18.229166666666664
2017-03-17,14.5625
2017-03-18,15.916666666666666
2017-03-19,23.666666666666664
2017-03-20,27.791666666666664
2017-03-21,42.75
2017-03-22,14.729166666666666
2017-03-23,18.479166666666664
2017-03-24,20.6875
2017-03-25,11.229166666666666
2017-03-26,18.229166666666664
2017-03-27,22.166666666666664
2017-03-28,17.416666666666664
2017-03-29,25.854166666666664
2017-03-30,27.229166666666664
2017-03-31,23.375
2017-04-01,19.6875
2017-04-02,11.0
2017-04-03,9.0
2017-04-04,16.0
2017-04-05,15.0
2017-04-06,55.0
2017-04-07,73.0
2017-04-08,52.0
2017-04-09,46.0
2017-04-10,28.0
2017-04-11,32.0
2017-04-12,31.0
2017-04-13,32.0
2017-04-14,20.0
2017-04-15,21.0
2017-04-16,21.0
2017-04-17,27.0
2017-04-18,23.0
2017-04-19,16.0
2017-04-20,23.0
2017-04-21,23.0
2017-04-22,14.0
2017-04-23,24.0
2017-04-24,32.0
2017-04-25,32.0
2017-04-26,28.0
2017-04-27,29.0
2017-04-28,78.0
2017-04-29,100.0
2017-04-30,42.0
2017-05-01,25.0
2017-05-02,26.0
2017-05-03,22.0
2017-05-04,16.0
2017-05-05,20.0
2017-05-06,32.0
2017-05-07,61.0
2017-05-08,46.0
2017-05-09,21.0
2017-05-10,28.0
2017-05-11,22.0
2017-05-12,18.0
2017-05-13,11.0
2017-05-14,17.0
2017-05-15,20.0
2017-05-16,14.0
2017-05-17,17.0
2017-05-18,22.0
2017-05-19,17.0
2017-05-20,19.0
2017-05-21,19.0
2017-05-22,23.0
2017-05-23,22.0
2017-05-24,23.0
2017-05-25,21.0
2017-05-26,19.0
2017-05-27,15.0
2017-05-28,20.0
2017-05-29,18.0
2017-05-30,28.0
2017-05-31,21.0
2017-06-01,24.0
2017-06-02,48.0
2017-06-03,10.0
