date,trump bankrupt
2017-04-21,1.1337824831568817
2017-04-22,0.8354186717998076
2017-04-23,1.670837343599615
2017-04-24,2.1482194417709337
2017-04-25,1.0741097208854669
2017-04-26,1.4321462945139558
2017-04-27,1.4321462945139558
2017-04-28,0.7160731472569779
2017-04-29,0.8354186717998076
2017-04-30,0.8354186717998076
2017-05-01,0.7757459095283927
2017-05-02,1.4321462945139558
2017-05-03,1.4321462945139558
2017-05-04,1.4321462945139558
2017-05-05,1.1337824831568817
2017-05-06,0.8354186717998076
2017-05-07,1.2531280076997113
2017-05-08,1.0741097208854669
2017-05-09,1.7901828681424448
2017-05-10,0.7160731472569779
2017-05-11,0.7160731472569779
2017-05-12,2.2675649663137634
2017-05-13,1.2531280076997113
2017-05-14,0.0
2017-05-15,1.7901828681424448
2017-05-16,1.0741097208854669
2017-05-17,1.7901828681424448
2017-05-18,1.7901828681424448
2017-05-19,3.699711260827719
2017-05-20,1.73051010587103
2017-05-21,0.0
2017-05-22,1.0741097208854669
2017-05-23,1.0741097208854669
2017-05-24,0.7160731472569779
2017-05-25,0.7757459095283927
2017-05-26,1.9692011549566892
2017-05-27,1.73051010587103
2017-05-28,1.7901828681424448
2017-05-29,0.7757459095283927
2017-05-30,0.0
2017-05-31,1.4321462945139558
2017-06-01,2.2078922040423485
2017-06-02,1.1337824831568817
2017-06-03,1.73051010587103
