date,health
2017-01-17,73.0
2017-01-18,72.0
2017-01-19,70.0
2017-01-20,62.0
2017-01-21,41.0
2017-01-22,41.0
2017-01-23,72.0
2017-01-24,73.0
2017-01-25,72.0
2017-01-26,68.0
2017-01-27,63.0
2017-01-28,42.0
2017-01-29,42.0
2017-01-30,73.0
2017-01-31,75.0
2017-02-01,72.0
2017-02-02,69.0
2017-02-03,62.0
2017-02-04,41.0
2017-02-05,39.0
2017-02-06,69.0
2017-02-07,70.0
2017-02-08,70.0
2017-02-09,67.0
2017-02-10,61.0
2017-02-11,39.0
2017-02-12,39.0
2017-02-13,66.0
2017-02-14,64.0
2017-02-15,67.0
2017-02-16,65.0
2017-02-17,61.0
2017-02-18,39.0
2017-02-19,40.0
2017-02-20,61.0
2017-02-21,70.0
2017-02-22,68.0
2017-02-23,66.0
2017-02-24,59.0
2017-02-25,40.0
2017-02-26,41.0
2017-02-27,70.0
2017-02-28,73.0
2017-03-01,68.28274428274429
2017-03-02,67.87941787941787
2017-03-03,60.24948024948025
2017-03-04,38.85966735966736
2017-03-05,39.262993762993766
2017-03-06,68.37941787941787
2017-03-07,74.20270270270271
2017-03-08,71.3960498960499
2017-03-09,70.18607068607068
2017-03-10,62.556133056133056
2017-03-11,40.16632016632017
2017-03-12,40.66632016632017
2017-03-13,69.18607068607068
2017-03-14,69.68607068607068
2017-03-15,66.47609147609148
2017-03-16,64.76611226611226
2017-03-17,59.34615384615385
2017-03-18,38.85966735966736
2017-03-19,40.16632016632017
2017-03-20,70.99272349272348
2017-03-21,69.68607068607068
2017-03-22,68.78274428274429
2017-03-23,75.00935550935552
2017-03-24,80.33264033264034
2017-03-25,48.1995841995842
2017-03-26,42.37629937629938
2017-03-27,71.8960498960499
2017-03-28,69.68607068607068
2017-03-29,67.78274428274429
2017-03-30,66.97609147609148
2017-03-31,59.34615384615385
2017-04-01,38.35966735966736
2017-04-02,38.719334719334725
2017-04-03,68.56548856548856
2017-04-04,68.56548856548856
2017-04-05,66.14553014553015
2017-04-06,66.95218295218295
2017-04-07,61.305613305613306
2017-04-08,38.719334719334725
2017-04-09,38.719334719334725
2017-04-10,66.95218295218295
2017-04-11,65.33887733887734
2017-04-12,63.725571725571726
2017-04-13,60.4989604989605
2017-04-14,50.012474012474016
2017-04-15,34.686070686070686
2017-04-16,33.07276507276507
2017-04-17,62.91891891891892
2017-04-18,66.14553014553015
2017-04-19,65.33887733887734
2017-04-20,66.14553014553015
2017-04-21,59.69230769230769
2017-04-22,37.91268191268191
2017-04-23,37.91268191268191
2017-04-24,69.37214137214137
2017-04-25,66.14553014553015
2017-04-26,66.14553014553015
2017-04-27,64.53222453222453
2017-04-28,58.88565488565489
2017-04-29,37.106029106029105
2017-04-30,37.91268191268191
2017-05-01,69.37214137214137
2017-05-02,69.37214137214137
2017-05-03,69.37214137214137
2017-05-04,80.66528066528068
2017-05-05,73.4054054054054
2017-05-06,43.559251559251564
2017-05-07,42.75259875259876
2017-05-08,70.98544698544698
2017-05-09,68.56548856548856
2017-05-10,66.95218295218295
2017-05-11,63.725571725571726
2017-05-12,58.07900207900208
2017-05-13,36.2993762993763
2017-05-14,36.2993762993763
2017-05-15,66.95218295218295
2017-05-16,65.33887733887734
2017-05-17,64.53222453222453
2017-05-18,61.305613305613306
2017-05-19,55.65904365904366
2017-05-20,36.2993762993763
2017-05-21,37.106029106029105
2017-05-22,64.53222453222453
2017-05-23,66.14553014553015
2017-05-24,65.33887733887734
2017-05-25,63.725571725571726
2017-05-26,54.04573804573805
2017-05-27,33.87941787941788
2017-05-28,33.87941787941788
2017-05-29,41.94594594594595
2017-05-30,64.53222453222453
2017-05-31,64.53222453222453
2017-06-01,61.305613305613306
2017-06-02,55.65904365904366
2017-06-03,34.686070686070686
