date,supporter
2017-02-13,25.0
2017-02-14,25.0
2017-02-15,25.0
2017-02-16,25.0
2017-02-17,24.0
2017-02-18,25.0
2017-02-19,33.0
2017-02-20,22.0
2017-02-21,23.0
2017-02-22,20.0
2017-02-23,19.0
2017-02-24,22.0
2017-02-25,20.0
2017-02-26,23.0
2017-02-27,25.0
2017-02-28,25.0
2017-03-01,19.89587128111718
2017-03-02,18.959623557984216
2017-03-03,16.832119004250153
2017-03-04,18.89587128111718
2017-03-05,23.338797814207652
2017-03-06,19.083788706739526
2017-03-07,22.150880388585307
2017-03-08,23.150880388585307
2017-03-09,38.79174256223436
2017-03-10,22.962962962962962
2017-03-11,21.399210686095934
2017-03-12,18.020036429872494
2017-03-13,17.832119004250153
2017-03-14,18.70795385549484
2017-03-15,17.644201578627808
2017-03-16,17.520036429872494
2017-03-17,19.27170613236187
2017-03-18,17.520036429872494
2017-03-19,16.392531876138435
2017-03-20,18.959623557984216
2017-03-21,18.020036429872494
2017-03-22,18.20795385549484
2017-03-23,15.140862173649058
2017-03-24,18.39587128111718
2017-03-25,19.083788706739526
2017-03-26,18.332119004250153
2017-03-27,17.080449301760776
2017-03-28,18.70795385549484
2017-03-29,15.70461445051609
2017-03-30,16.456284153005463
2017-03-31,18.20795385549484
2017-04-01,18.332119004250153
2017-04-02,18.41590771098968
2017-04-03,19.16757741347905
2017-04-04,18.04007285974499
2017-04-05,15.785063752276866
2017-04-06,18.41590771098968
2017-04-07,16.160898603521552
2017-04-08,17.664238008500302
2017-04-09,16.91256830601093
2017-04-10,16.91256830601093
2017-04-11,18.791742562234365
2017-04-12,17.664238008500302
2017-04-13,19.16757741347905
2017-04-14,19.543412264723738
2017-04-15,17.288403157255615
2017-04-16,20.6709168184578
2017-04-17,19.919247115968428
2017-04-18,20.295081967213115
2017-04-19,18.04007285974499
2017-04-20,18.791742562234365
2017-04-21,18.41590771098968
2017-04-22,18.41590771098968
2017-04-23,19.919247115968428
2017-04-24,17.664238008500302
2017-04-25,17.288403157255615
2017-04-26,16.160898603521552
2017-04-27,19.543412264723738
2017-04-28,17.664238008500302
2017-04-29,16.160898603521552
2017-04-30,18.41590771098968
2017-05-01,19.543412264723738
2017-05-02,17.288403157255615
2017-05-03,16.160898603521552
2017-05-04,15.033394049787493
2017-05-05,18.04007285974499
2017-05-06,18.04007285974499
2017-05-07,19.543412264723738
2017-05-08,17.664238008500302
2017-05-09,18.791742562234365
2017-05-10,17.664238008500302
2017-05-11,16.91256830601093
2017-05-12,22.550091074681237
2017-05-13,19.16757741347905
2017-05-14,19.543412264723738
2017-05-15,16.536733454766242
2017-05-16,19.16757741347905
2017-05-17,19.16757741347905
2017-05-18,19.919247115968428
2017-05-19,20.295081967213115
2017-05-20,18.04007285974499
2017-05-21,18.41590771098968
2017-05-22,18.41590771098968
2017-05-23,18.41590771098968
2017-05-24,18.04007285974499
2017-05-25,17.664238008500302
2017-05-26,15.40922890103218
2017-05-27,19.16757741347905
2017-05-28,21.046751669702488
2017-05-29,19.16757741347905
2017-05-30,20.6709168184578
2017-05-31,22.925925925925924
2017-06-01,17.288403157255615
2017-06-02,18.04007285974499
2017-06-03,21.046751669702488
