date,private server
2016-08-10,39.00606060606061
2016-08-11,40.779063360881544
2016-08-12,40.779063360881544
2016-08-13,47.87107438016529
2016-08-14,48.75757575757576
2016-08-15,41.66556473829201
2016-08-16,42.55206611570248
2016-08-17,37.23305785123967
2016-08-18,40.779063360881544
2016-08-19,46.98457300275482
2016-08-20,47.87107438016529
2016-08-21,46.98457300275482
2016-08-22,38.11955922865014
2016-08-23,42.55206611570248
2016-08-24,39.00606060606061
2016-08-25,42.55206611570248
2016-08-26,45.211570247933885
2016-08-27,49.644077134986226
2016-08-28,47.87107438016529
2016-08-29,41.66556473829201
2016-08-30,46.09807162534435
2016-08-31,46.98457300275482
2016-09-01,45.211570247933885
2016-09-02,52.30358126721763
2016-09-03,56.73608815426997
2016-09-04,58.50909090909091
2016-09-05,46.09807162534435
2016-09-06,39.00606060606061
2016-09-07,44.32506887052342
2016-09-08,45.211570247933885
2016-09-09,46.09807162534435
2016-09-10,55.8495867768595
2016-09-11,57.62258953168044
2016-09-12,41.66556473829201
2016-09-13,46.98457300275482
2016-09-14,46.98457300275482
2016-09-15,42.55206611570248
2016-09-16,47.87107438016529
2016-09-17,52.30358126721763
2016-09-18,54.07658402203857
2016-09-19,37.23305785123967
2016-09-20,45.211570247933885
2016-09-21,41.66556473829201
2016-09-22,43.43856749311295
2016-09-23,45.211570247933885
2016-09-24,50.530578512396694
2016-09-25,49.644077134986226
2016-09-26,35.460055096418735
2016-09-27,43.43856749311295
2016-09-28,49.644077134986226
2016-09-29,39.892561983471076
2016-09-30,47.87107438016529
2016-10-01,54.53829201101928
2016-10-02,46.26528925619834
2016-10-03,40.946280991735534
2016-10-04,38.946280991735534
2016-10-05,42.77603305785124
2016-10-06,43.662534435261705
2016-10-07,44.662534435261705
2016-10-08,53.481542699724514
2016-10-09,52.65179063360881
2016-10-10,45.04903581267217
2016-10-11,47.878787878787875
2016-10-12,54.981542699724514
2016-10-13,49.04903581267217
2016-10-14,53.20853994490358
2016-10-15,55.481542699724514
2016-10-16,53.65179063360881
2016-10-17,46.71928374655647
2016-10-18,47.04903581267217
2016-10-19,49.43553719008264
2016-10-20,47.10578512396694
2016-10-21,55.481542699724514
2016-10-22,49.878787878787875
2016-10-23,53.311294765840216
2016-10-24,45.93553719008264
2016-10-25,45.54903581267217
2016-10-26,44.71928374655647
2016-10-27,47.60578512396694
2016-10-28,55.811294765840216
2016-10-29,68.57355371900826
2016-10-30,64.35730027548209
2016-10-31,54.25454545454545
2016-11-01,55.981542699724514
2016-11-02,58.0
2016-11-03,58.0
2016-11-04,58.0
2016-11-05,59.0
2016-11-06,63.0
2016-11-07,46.0
2016-11-08,44.0
2016-11-09,45.0
2016-11-10,47.0
2016-11-11,48.0
2016-11-12,47.0
2016-11-13,47.0
2016-11-14,38.0
2016-11-15,45.0
2016-11-16,44.0
2016-11-17,46.0
2016-11-18,44.0
2016-11-19,54.0
2016-11-20,55.0
2016-11-21,43.0
2016-11-22,39.0
2016-11-23,44.0
2016-11-24,44.0
2016-11-25,45.0
2016-11-26,64.0
2016-11-27,60.0
2016-11-28,43.0
2016-11-29,40.0
2016-11-30,43.0
2016-12-01,44.0
2016-12-02,53.0
2016-12-03,59.0
2016-12-04,53.0
2016-12-05,40.0
2016-12-06,42.0
2016-12-07,41.0
2016-12-08,44.0
2016-12-09,50.0
2016-12-10,56.0
2016-12-11,49.0
2016-12-12,47.0
2016-12-13,40.0
2016-12-14,45.0
2016-12-15,46.0
2016-12-16,54.0
2016-12-17,52.0
2016-12-18,57.0
2016-12-19,48.0
2016-12-20,50.0
2016-12-21,53.0
2016-12-22,51.0
2016-12-23,52.0
2016-12-24,65.0
2016-12-25,55.0
2016-12-26,58.0
2016-12-27,53.0
2016-12-28,52.0
2016-12-29,55.0
2016-12-30,49.0
2016-12-31,52.0
2017-01-01,63.0
2017-01-02,52.0
2017-01-03,49.0
2017-01-04,49.0
2017-01-05,50.0
2017-01-06,49.0
2017-01-07,53.0
2017-01-08,50.0
2017-01-09,42.0
2017-01-10,45.0
2017-01-11,48.0
2017-01-12,52.0
2017-01-13,53.0
2017-01-14,58.0
2017-01-15,54.0
2017-01-16,42.0
2017-01-17,46.0
2017-01-18,47.0
2017-01-19,50.0
2017-01-20,48.0
2017-01-21,54.0
2017-01-22,56.0
2017-01-23,44.0
2017-01-24,46.0
2017-01-25,53.0
2017-01-26,61.0
2017-01-27,100.0
2017-01-28,61.0
2017-01-29,61.0
2017-01-30,54.0
2017-01-31,46.0
2017-02-01,49.0
2017-02-02,48.0
2017-02-03,55.0
2017-02-04,53.0
2017-02-05,53.0
2017-02-06,48.0
2017-02-07,53.0
2017-02-08,53.0
2017-02-09,53.0
2017-02-10,53.0
2017-02-11,55.0
2017-02-12,58.0
2017-02-13,44.0
2017-02-14,49.0
2017-02-15,48.0
2017-02-16,50.0
2017-02-17,59.0
2017-02-18,57.0
2017-02-19,50.0
2017-02-20,48.0
2017-02-21,48.0
2017-02-22,52.0
2017-02-23,49.0
2017-02-24,60.0
2017-02-25,59.0
2017-02-26,52.0
2017-02-27,47.0
2017-02-28,53.0
2017-03-01,52.53692762186115
2017-03-02,51.34711964549483
2017-03-03,84.74519940915806
2017-03-04,65.10635155096011
2017-03-05,59.994091580502214
2017-03-06,44.967503692762186
2017-03-07,47.73485967503693
2017-03-08,54.959379615952734
2017-03-09,53.381831610044316
2017-03-10,53.53692762186115
2017-03-11,67.1410635155096
2017-03-12,62.76144756277696
2017-03-13,52.30428360413589
2017-03-14,50.924667651403254
2017-03-15,54.53692762186115
2017-03-16,54.61447562776957
2017-03-17,51.69202363367799
2017-03-18,62.494091580502214
2017-03-19,51.34711964549483
2017-03-20,46.88995568685377
2017-03-21,49.84711964549483
2017-03-22,47.467503692762186
2017-03-23,48.57976366322009
2017-03-24,54.80428360413589
2017-03-25,55.30428360413589
2017-03-26,54.881831610044316
2017-03-27,40.27769571639587
2017-03-28,44.81240768094535
2017-03-29,46.57976366322009
2017-03-30,45.045051698670605
2017-03-31,51.84711964549483
2017-04-01,53.53692762186115
2017-04-02,48.15952732644018
2017-04-03,43.09010339734121
2017-04-04,40.55539143279173
2017-04-05,45.6248153618907
2017-04-06,47.31462333825702
2017-04-07,54.073855243722306
2017-04-08,57.45347119645495
2017-04-09,59.14327917282127
2017-04-10,54.91875923190547
2017-04-11,50.694239290989664
2017-04-12,56.608567208271786
2017-04-13,59.988183161004436
2017-04-14,63.36779911373708
2017-04-15,78.57607090103397
2017-04-16,70.12703101920236
2017-04-17,54.91875923190547
2017-04-18,45.6248153618907
2017-04-19,49.8493353028065
2017-04-20,49.00443131462334
2017-04-21,48.15952732644018
2017-04-22,54.073855243722306
2017-04-23,53.228951255539144
2017-04-24,54.073855243722306
2017-04-25,50.694239290989664
2017-04-26,47.31462333825702
2017-04-27,46.46971935007386
2017-04-28,49.8493353028065
2017-04-29,57.45347119645495
2017-04-30,59.14327917282127
2017-05-01,54.91875923190547
2017-05-02,49.00443131462334
2017-05-03,43.93500738552437
2017-05-04,46.46971935007386
2017-05-05,51.539143279172826
2017-05-06,49.8493353028065
2017-05-07,53.228951255539144
2017-05-08,49.8493353028065
2017-05-09,53.228951255539144
2017-05-10,48.15952732644018
2017-05-11,43.09010339734121
2017-05-12,54.073855243722306
2017-05-13,59.14327917282127
2017-05-14,50.694239290989664
2017-05-15,49.00443131462334
2017-05-16,44.779911373707534
2017-05-17,43.09010339734121
2017-05-18,52.38404726735598
2017-05-19,52.38404726735598
2017-05-20,60.83308714918759
2017-05-21,59.14327917282127
2017-05-22,43.09010339734121
2017-05-23,46.46971935007386
2017-05-24,54.073855243722306
2017-05-25,52.38404726735598
2017-05-26,57.45347119645495
2017-05-27,59.14327917282127
2017-05-28,64.21270310192024
2017-05-29,43.93500738552437
2017-05-30,59.14327917282127
2017-05-31,55.76366322008863
2017-06-01,51.539143279172826
2017-06-02,54.91875923190547
2017-06-03,59.14327917282127
