date,breitbart
2016-07-09,11.262656343061346
2016-07-10,11.62596783799881
2016-07-11,11.62596783799881
2016-07-12,10.172721858248957
2016-07-13,10.53603335318642
2016-07-14,10.53603335318642
2016-07-15,12.715902322811198
2016-07-16,11.262656343061346
2016-07-17,11.989279332936272
2016-07-18,12.715902322811198
2016-07-19,13.079213817748661
2016-07-20,17.802263251935678
2016-07-21,14.532459797498511
2016-07-22,14.895771292435974
2016-07-23,13.805836807623585
2016-07-24,15.259082787373437
2016-07-25,15.259082787373437
2016-07-26,15.985705777248363
2016-07-27,14.532459797498511
2016-07-28,14.895771292435974
2016-07-29,15.985705777248363
2016-07-30,12.352590827873735
2016-07-31,11.62596783799881
2016-08-01,13.442525312686124
2016-08-02,14.169148302561048
2016-08-03,15.259082787373437
2016-08-04,14.532459797498511
2016-08-05,13.805836807623585
2016-08-06,11.989279332936272
2016-08-07,10.899344848123883
2016-08-08,12.352590827873735
2016-08-09,12.715902322811198
2016-08-10,13.079213817748661
2016-08-11,12.715902322811198
2016-08-12,11.989279332936272
2016-08-13,11.262656343061346
2016-08-14,11.62596783799881
2016-08-15,13.805836807623585
2016-08-16,12.715902322811198
2016-08-17,33.061346039309115
2016-08-18,36.33114949374628
2016-08-19,23.25193567599762
2016-08-20,18.528886241810604
2016-08-21,18.16557474687314
2016-08-22,17.802263251935678
2016-08-23,16.71232876712329
2016-08-24,14.895771292435974
2016-08-25,18.892197736748066
2016-08-26,24.341870160810007
2016-08-27,19.25550923168553
2016-08-28,15.6223942823109
2016-08-29,14.532459797498511
2016-08-30,14.169148302561048
2016-08-31,14.532459797498511
2016-09-01,13.442525312686124
2016-09-02,13.079213817748661
2016-09-03,12.352590827873735
2016-09-04,12.352590827873735
2016-09-05,10.172721858248957
2016-09-06,13.079213817748661
2016-09-07,13.079213817748661
2016-09-08,14.532459797498511
2016-09-09,13.079213817748661
2016-09-10,12.715902322811198
2016-09-11,14.532459797498511
2016-09-12,17.438951756998215
2016-09-13,14.169148302561048
2016-09-14,14.532459797498511
2016-09-15,13.805836807623585
2016-09-16,14.532459797498511
2016-09-17,11.989279332936272
2016-09-18,14.532459797498511
2016-09-19,14.532459797498511
2016-09-20,13.805836807623585
2016-09-21,14.895771292435974
2016-09-22,15.259082787373437
2016-09-23,14.532459797498511
2016-09-24,13.805836807623585
2016-09-25,13.805836807623585
2016-09-26,14.532459797498511
2016-09-27,26.521739130434785
2016-09-28,16.349017272185826
2016-09-29,15.259082787373437
2016-09-30,14.895771292435974
2016-10-01,12.357951161405598
2016-10-02,13.03960690887433
2016-10-03,14.766229898749256
2016-10-04,15.992852888624181
2016-10-05,16.31119714115545
2016-10-06,13.721262656343061
2016-10-07,14.447885646217987
2016-10-08,19.446098868374033
2016-10-09,18.08278737343657
2016-10-10,29.53245979749851
2016-10-11,22.444312090530076
2016-10-12,21.53603335318642
2016-10-13,20.854377605717687
2016-10-14,20.71768910065515
2016-10-15,17.719475878499107
2016-10-16,17.90113162596784
2016-10-17,18.809410363311493
2016-10-18,19.627754615842765
2016-10-19,20.53603335318642
2016-10-20,30.759082787373437
2016-10-21,19.309410363311493
2016-10-22,16.49285288862418
2016-10-23,16.356164383561644
2016-10-24,17.90113162596784
2016-10-25,17.90113162596784
2016-10-26,17.219475878499107
2016-10-27,17.40113162596784
2016-10-28,20.672721858248956
2016-10-29,22.081000595592613
2016-10-30,21.03603335318642
2016-10-31,21.944312090530076
2016-11-01,23.081000595592613
2016-11-02,22.0
2016-11-03,25.0
2016-11-04,27.0
2016-11-05,25.0
2016-11-06,27.0
2016-11-07,28.0
2016-11-08,34.0
2016-11-09,38.0
2016-11-10,27.0
2016-11-11,30.0
2016-11-12,27.0
2016-11-13,37.0
2016-11-14,100.0
2016-11-15,86.0
2016-11-16,59.0
2016-11-17,43.0
2016-11-18,36.0
2016-11-19,31.0
2016-11-20,31.0
2016-11-21,26.0
2016-11-22,37.0
2016-11-23,32.0
2016-11-24,20.0
2016-11-25,19.0
2016-11-26,20.0
2016-11-27,20.0
2016-11-28,27.0
2016-11-29,23.0
2016-11-30,24.0
2016-12-01,32.0
2016-12-02,28.0
2016-12-03,23.0
2016-12-04,21.0
2016-12-05,22.0
2016-12-06,21.0
2016-12-07,24.0
2016-12-08,24.0
2016-12-09,21.0
2016-12-10,19.0
2016-12-11,19.0
2016-12-12,19.0
2016-12-13,18.0
2016-12-14,19.0
2016-12-15,19.0
2016-12-16,18.0
2016-12-17,16.0
2016-12-18,16.0
2016-12-19,18.0
2016-12-20,19.0
2016-12-21,18.0
2016-12-22,18.0
2016-12-23,18.0
2016-12-24,16.0
2016-12-25,16.0
2016-12-26,17.0
2016-12-27,16.0
2016-12-28,17.0
2016-12-29,16.0
2016-12-30,17.0
2016-12-31,15.0
2017-01-01,18.0
2017-01-02,14.0
2017-01-03,16.0
2017-01-04,17.0
2017-01-05,19.0
2017-01-06,20.0
2017-01-07,18.0
2017-01-08,17.0
2017-01-09,18.0
2017-01-10,18.0
2017-01-11,23.0
2017-01-12,20.0
2017-01-13,20.0
2017-01-14,17.0
2017-01-15,18.0
2017-01-16,18.0
2017-01-17,18.0
2017-01-18,18.0
2017-01-19,19.0
2017-01-20,22.0
2017-01-21,26.0
2017-01-22,27.0
2017-01-23,24.0
2017-01-24,22.0
2017-01-25,22.0
2017-01-26,22.0
2017-01-27,25.0
2017-01-28,23.0
2017-01-29,38.0
2017-01-30,39.0
2017-01-31,38.0
2017-02-01,29.0
2017-02-02,73.0
2017-02-03,43.0
2017-02-04,31.0
2017-02-05,26.0
2017-02-06,28.0
2017-02-07,25.0
2017-02-08,25.0
2017-02-09,25.0
2017-02-10,27.0
2017-02-11,23.0
2017-02-12,21.0
2017-02-13,22.0
2017-02-14,26.0
2017-02-15,25.0
2017-02-16,25.0
2017-02-17,24.0
2017-02-18,23.0
2017-02-19,23.0
2017-02-20,26.0
2017-02-21,42.0
2017-02-22,34.0
2017-02-23,22.0
2017-02-24,29.0
2017-02-25,28.0
2017-02-26,24.0
2017-02-27,22.0
2017-02-28,22.0
2017-03-01,23.11949481865285
2017-03-02,21.461787564766837
2017-03-03,19.58484455958549
2017-03-04,29.846502590673573
2017-03-05,44.923575129533674
2017-03-06,33.6619170984456
2017-03-07,26.373380829015545
2017-03-08,23.838730569948186
2017-03-09,20.304080310880828
2017-03-10,19.865608808290155
2017-03-11,18.927137305699482
2017-03-12,18.707901554404145
2017-03-13,19.14637305699482
2017-03-14,21.961787564766837
2017-03-15,21.023316062176164
2017-03-16,19.865608808290155
2017-03-17,19.365608808290155
2017-03-18,17.550194300518136
2017-03-19,16.8309585492228
2017-03-20,20.58484455958549
2017-03-21,19.14637305699482
2017-03-22,19.14637305699482
2017-03-23,20.804080310880828
2017-03-24,23.11949481865285
2017-03-25,21.961787564766837
2017-03-26,16.8309585492228
2017-03-27,17.48866580310881
2017-03-28,17.050194300518136
2017-03-29,15.892487046632125
2017-03-30,16.3309585492228
2017-03-31,16.8309585492228
2017-04-01,15.45401554404145
2017-04-02,14.031088082901555
2017-04-03,15.78497409326425
2017-04-04,16.223445595854923
2017-04-05,20.169689119170986
2017-04-06,18.41580310880829
2017-04-07,23.2389896373057
2017-04-08,17.977331606217618
2017-04-09,16.223445595854923
2017-04-10,17.10038860103627
2017-04-11,17.10038860103627
2017-04-12,17.538860103626945
2017-04-13,18.41580310880829
2017-04-14,18.41580310880829
2017-04-15,15.78497409326425
2017-04-16,15.346502590673575
2017-04-17,14.469559585492227
2017-04-18,14.908031088082902
2017-04-19,16.223445595854923
2017-04-20,15.78497409326425
2017-04-21,14.469559585492227
2017-04-22,14.469559585492227
2017-04-23,14.031088082901555
2017-04-24,15.346502590673575
2017-04-25,15.78497409326425
2017-04-26,15.78497409326425
2017-04-27,15.78497409326425
2017-04-28,14.469559585492227
2017-04-29,12.715673575129534
2017-04-30,13.154145077720207
2017-05-01,16.223445595854923
2017-05-02,14.031088082901555
2017-05-03,13.154145077720207
2017-05-04,15.346502590673575
2017-05-05,14.469559585492227
2017-05-06,13.154145077720207
2017-05-07,14.031088082901555
2017-05-08,14.469559585492227
2017-05-09,15.346502590673575
2017-05-10,17.538860103626945
2017-05-11,15.346502590673575
2017-05-12,15.346502590673575
2017-05-13,12.715673575129534
2017-05-14,12.27720207253886
2017-05-15,14.469559585492227
2017-05-16,18.854274611398964
2017-05-17,20.60816062176166
2017-05-18,18.854274611398964
2017-05-19,15.78497409326425
2017-05-20,14.031088082901555
2017-05-21,14.908031088082902
2017-05-22,15.346502590673575
2017-05-23,17.538860103626945
2017-05-24,16.661917098445596
2017-05-25,16.661917098445596
2017-05-26,16.661917098445596
2017-05-27,15.346502590673575
2017-05-28,14.908031088082902
2017-05-29,13.592616580310882
2017-05-30,15.78497409326425
2017-05-31,15.346502590673575
2017-06-01,17.10038860103627
2017-06-02,17.977331606217618
2017-06-03,15.346502590673575
