date,nazi
2016-09-20,50.444883876501656
2016-09-21,51.155375198705904
2016-09-22,48.31340990988891
2016-09-23,49.73439255429741
2016-09-24,46.892427265480414
2016-09-25,49.73439255429741
2016-09-26,49.02390123209316
2016-09-27,53.28684916531865
2016-09-28,48.31340990988891
2016-09-29,49.73439255429741
2016-09-30,54.707831809727146
2016-10-01,48.341222035494354
2016-10-02,56.35545369045232
2016-10-03,48.96078151440705
2016-10-04,47.80411268780913
2016-10-05,52.25740601968179
2016-10-06,54.12456616848396
2016-10-07,51.36505101089445
2016-10-08,51.902160358579664
2016-10-09,51.36505101089445
2016-10-10,48.250290192202804
2016-10-11,47.35793518341546
2016-10-12,46.73837570450276
2016-10-13,48.250290192202804
2016-10-14,45.93695253900696
2016-10-15,45.581706877904836
2016-10-16,51.81122851528812
2016-10-17,50.208382184296525
2016-10-18,52.87696549859449
2016-10-19,48.250290192202804
2016-10-20,47.35793518341546
2016-10-21,47.539798869998556
2016-10-22,53.50500668957126
2016-10-23,53.41407484627971
2016-10-24,51.00980534979232
2016-10-25,52.70358352407546
2016-10-26,49.94406836648594
2016-10-27,51.72029667199657
2016-10-28,51.36505101089445
2016-10-29,50.56362784539865
2016-10-30,51.45598285418599
2016-10-31,50.29931402758807
2016-11-01,48.51460401001338
2016-11-02,50.864235500878735
2016-11-03,49.97188049209139
2016-11-04,49.07952548330404
2016-11-05,50.864235500878735
2016-11-06,52.648945518453424
2016-11-07,51.75659050966608
2016-11-08,60.68014059753954
2016-11-09,71.3884007029877
2016-11-10,64.24956063268893
2016-11-11,62.46485061511423
2016-11-12,57.110720562390156
2016-11-13,60.68014059753954
2016-11-14,60.68014059753954
2016-11-15,60.68014059753954
2016-11-16,57.110720562390156
2016-11-17,55.32601054481546
2016-11-18,55.32601054481546
2016-11-19,57.110720562390156
2016-11-20,58.89543057996485
2016-11-21,58.89543057996485
2016-11-22,89.23550087873463
2016-11-23,75.85017574692442
2016-11-24,61.57249560632689
2016-11-25,61.57249560632689
2016-11-26,58.89543057996485
2016-11-27,56.21836555360281
2016-11-28,55.32601054481546
2016-11-29,57.110720562390156
2016-11-30,58.89543057996485
2016-12-01,56.21836555360281
2016-12-02,54.43365553602812
2016-12-03,49.97188049209139
2016-12-04,59.78778558875219
2016-12-05,54.43365553602812
2016-12-06,51.75659050966608
2016-12-07,56.21836555360281
2016-12-08,58.003075571177504
2016-12-09,54.43365553602812
2016-12-10,49.07952548330404
2016-12-11,54.43365553602812
2016-12-12,51.75659050966608
2016-12-13,53.54130052724077
2016-12-14,52.648945518453424
2016-12-15,50.864235500878735
2016-12-16,49.07952548330404
2016-12-17,47.29481546572935
2016-12-18,51.75659050966608
2016-12-19,49.97188049209139
2016-12-20,51.75659050966608
2016-12-21,51.75659050966608
2016-12-22,48.18717047451669
2016-12-23,47.29481546572935
2016-12-24,54.43365553602812
2016-12-25,55.32601054481546
2016-12-26,49.97188049209139
2016-12-27,49.07952548330404
2016-12-28,51.75659050966608
2016-12-29,50.864235500878735
2016-12-30,49.07952548330404
2016-12-31,52.648945518453424
2017-01-01,56.21836555360281
2017-01-02,49.97188049209139
2017-01-03,51.75659050966608
2017-01-04,51.75659050966608
2017-01-05,53.54130052724077
2017-01-06,52.648945518453424
2017-01-07,54.43365553602812
2017-01-08,54.43365553602812
2017-01-09,52.648945518453424
2017-01-10,55.32601054481546
2017-01-11,67.8189806678383
2017-01-12,62.46485061511423
2017-01-13,55.32601054481546
2017-01-14,56.21836555360281
2017-01-15,55.32601054481546
2017-01-16,50.864235500878735
2017-01-17,57.110720562390156
2017-01-18,57.110720562390156
2017-01-19,58.003075571177504
2017-01-20,62.46485061511423
2017-01-21,80.31195079086116
2017-01-22,88.34314586994728
2017-01-23,86.55843585237258
2017-01-24,80.31195079086116
2017-01-25,74.06546572934974
2017-01-26,79.41959578207381
2017-01-27,84.77372583479789
2017-01-28,82.09666080843584
2017-01-29,87.45079086115993
2017-01-30,86.55843585237258
2017-01-31,80.31195079086116
2017-02-01,74.06546572934974
2017-02-02,84.77372583479789
2017-02-03,79.41959578207381
2017-02-04,68.71133567662565
2017-02-05,69.603690685413
2017-02-06,63.35720562390158
2017-02-07,66.92662565905097
2017-02-08,61.57249560632689
2017-02-09,66.03427065026362
2017-02-10,62.46485061511423
2017-02-11,59.78778558875219
2017-02-12,71.3884007029877
2017-02-13,86.55843585237258
2017-02-14,78.52724077328647
2017-02-15,65.14191564147627
2017-02-16,66.03427065026362
2017-02-17,65.14191564147627
2017-02-18,65.14191564147627
2017-02-19,69.603690685413
2017-02-20,65.14191564147627
2017-02-21,65.14191564147627
2017-02-22,65.14191564147627
2017-02-23,63.35720562390158
2017-02-24,66.92662565905097
2017-02-25,66.92662565905097
2017-02-26,64.24956063268893
2017-02-27,60.68014059753954
2017-02-28,61.57249560632689
2017-03-01,64.23242530755712
2017-03-02,63.62478031634446
2017-03-03,60.3938927943761
2017-03-04,54.27065026362038
2017-03-05,60.3938927943761
2017-03-06,74.53273286467487
2017-03-07,64.62478031634447
2017-03-08,64.57095782073813
2017-03-09,66.96331282952548
2017-03-10,67.90949033391915
2017-03-11,63.62478031634446
2017-03-12,67.40949033391915
2017-03-13,70.69420035149385
2017-03-14,68.35566783831283
2017-03-15,67.90949033391915
2017-03-16,65.07095782073813
2017-03-17,60.340070298769774
2017-03-18,61.28624780316345
2017-03-19,65.57095782073813
2017-03-20,68.35566783831283
2017-03-21,63.07095782073814
2017-03-22,60.840070298769774
2017-03-23,63.67860281195079
2017-03-24,60.8938927943761
2017-03-25,54.216827768014056
2017-03-26,61.340070298769774
2017-03-27,60.28624780316345
2017-03-28,60.28624780316345
2017-03-29,61.78624780316345
2017-03-30,62.732425307557115
2017-03-31,63.17860281195079
2017-04-01,58.55536028119508
2017-04-02,62.0
2017-04-03,62.0
2017-04-04,57.0
2017-04-05,56.0
2017-04-06,59.0
2017-04-07,55.0
2017-04-08,48.0
2017-04-09,53.0
2017-04-10,53.0
2017-04-11,58.0
2017-04-12,60.0
2017-04-13,55.0
2017-04-14,52.0
2017-04-15,51.0
2017-04-16,56.0
2017-04-17,60.0
2017-04-18,55.0
2017-04-19,56.0
2017-04-20,59.0
2017-04-21,63.0
2017-04-22,51.0
2017-04-23,59.0
2017-04-24,63.0
2017-04-25,77.0
2017-04-26,69.0
2017-04-27,68.0
2017-04-28,64.0
2017-04-29,52.0
2017-04-30,60.0
2017-05-01,69.0
2017-05-02,66.0
2017-05-03,65.0
2017-05-04,69.0
2017-05-05,63.0
2017-05-06,56.0
2017-05-07,64.0
2017-05-08,67.0
2017-05-09,67.0
2017-05-10,63.0
2017-05-11,63.0
2017-05-12,60.0
2017-05-13,51.0
2017-05-14,56.0
2017-05-15,58.0
2017-05-16,58.0
2017-05-17,59.0
2017-05-18,57.0
2017-05-19,55.0
2017-05-20,100.0
2017-05-21,90.0
2017-05-22,77.0
2017-05-23,69.0
2017-05-24,61.0
2017-05-25,57.0
2017-05-26,53.0
2017-05-27,49.0
2017-05-28,52.0
2017-05-29,50.0
2017-05-30,55.0
2017-05-31,53.0
2017-06-01,53.0
2017-06-02,50.0
2017-06-03,50.0
