date,reichstag fire
2016-08-11,2.0
2016-08-12,2.0
2016-08-13,2.0
2016-08-14,2.0
2016-08-15,3.0
2016-08-16,3.0
2016-08-17,2.0
2016-08-18,6.0
2016-08-19,3.0
2016-08-20,5.0
2016-08-21,2.0
2016-08-22,1.0
2016-08-23,4.0
2016-08-24,3.0
2016-08-25,3.0
2016-08-26,3.0
2016-08-27,3.0
2016-08-28,3.0
2016-08-29,4.0
2016-08-30,4.0
2016-08-31,1.0
2016-09-01,3.0
2016-09-02,3.0
2016-09-03,3.0
2016-09-04,4.0
2016-09-05,3.0
2016-09-06,3.0
2016-09-07,5.0
2016-09-08,5.0
2016-09-09,5.0
2016-09-10,3.0
2016-09-11,8.0
2016-09-12,3.0
2016-09-13,1.0
2016-09-14,3.0
2016-09-15,6.0
2016-09-16,4.0
2016-09-17,4.0
2016-09-18,6.0
2016-09-19,6.0
2016-09-20,4.0
2016-09-21,4.0
2016-09-22,6.0
2016-09-23,4.0
2016-09-24,2.0
2016-09-25,5.0
2016-09-26,4.0
2016-09-27,3.0
2016-09-28,2.0
2016-09-29,4.0
2016-09-30,2.0
2016-10-01,4.080645161290322
2016-10-02,3.264516129032258
2016-10-03,5.793548387096774
2016-10-04,2.264516129032258
2016-10-05,2.264516129032258
2016-10-06,5.396774193548387
2016-10-07,5.212903225806452
2016-10-08,0.5
2016-10-09,3.7129032258064516
2016-10-10,3.396774193548387
2016-10-11,5.212903225806452
2016-10-12,5.34516129032258
2016-10-13,5.84516129032258
2016-10-14,4.264516129032258
2016-10-15,3.396774193548387
2016-10-16,16.270967741935483
2016-10-17,59.61290322580645
2016-10-18,7.925806451612903
2016-10-19,4.161290322580645
2016-10-20,5.34516129032258
2016-10-21,2.764516129032258
2016-10-22,2.132258064516129
2016-10-23,3.264516129032258
2016-10-24,4.84516129032258
2016-10-25,2.4483870967741934
2016-10-26,5.029032258064516
2016-10-27,3.896774193548387
2016-10-28,6.212903225806452
2016-10-29,1.132258064516129
2016-10-30,2.132258064516129
2016-10-31,2.764516129032258
2016-11-01,6.109677419354838
2016-11-02,3.7935483870967737
2016-11-03,3.7935483870967737
2016-11-04,5.058064516129032
2016-11-05,4.425806451612903
2016-11-06,9.483870967741934
2016-11-07,5.058064516129032
2016-11-08,7.587096774193547
2016-11-09,12.01290322580645
2016-11-10,10.116129032258064
2016-11-11,6.32258064516129
2016-11-12,5.6903225806451605
2016-11-13,13.277419354838708
2016-11-14,13.277419354838708
2016-11-15,8.219354838709677
2016-11-16,6.954838709677419
2016-11-17,7.587096774193547
2016-11-18,10.116129032258064
2016-11-19,1.264516129032258
2016-11-20,6.32258064516129
2016-11-21,6.954838709677419
2016-11-22,10.116129032258064
2016-11-23,7.587096774193547
2016-11-24,6.954838709677419
2016-11-25,4.425806451612903
2016-11-26,8.219354838709677
2016-11-27,6.32258064516129
2016-11-28,7.587096774193547
2016-11-29,13.277419354838708
2016-11-30,11.380645161290321
2016-12-01,7.587096774193547
2016-12-02,8.219354838709677
2016-12-03,5.058064516129032
2016-12-04,5.058064516129032
2016-12-05,8.851612903225806
2016-12-06,7.587096774193547
2016-12-07,10.116129032258064
2016-12-08,8.219354838709677
2016-12-09,6.32258064516129
2016-12-10,2.529032258064516
2016-12-11,5.6903225806451605
2016-12-12,8.219354838709677
2016-12-13,5.6903225806451605
2016-12-14,8.851612903225806
2016-12-15,7.587096774193547
2016-12-16,2.529032258064516
2016-12-17,3.161290322580645
2016-12-18,1.264516129032258
2016-12-19,2.529032258064516
2016-12-20,6.32258064516129
2016-12-21,6.32258064516129
2016-12-22,3.161290322580645
2016-12-23,5.058064516129032
2016-12-24,3.161290322580645
2016-12-25,1.8967741935483868
2016-12-26,2.529032258064516
2016-12-27,1.264516129032258
2016-12-28,1.264516129032258
2016-12-29,1.264516129032258
2016-12-30,4.425806451612903
2016-12-31,2.529032258064516
2017-01-01,4.425806451612903
2017-01-02,4.425806451612903
2017-01-03,5.058064516129032
2017-01-04,4.425806451612903
2017-01-05,5.6903225806451605
2017-01-06,5.058064516129032
2017-01-07,1.264516129032258
2017-01-08,5.058064516129032
2017-01-09,6.32258064516129
2017-01-10,6.32258064516129
2017-01-11,8.219354838709677
2017-01-12,7.587096774193547
2017-01-13,2.529032258064516
2017-01-14,5.058064516129032
2017-01-15,6.954838709677419
2017-01-16,4.425806451612903
2017-01-17,3.161290322580645
2017-01-18,8.219354838709677
2017-01-19,5.058064516129032
2017-01-20,10.116129032258064
2017-01-21,10.748387096774193
2017-01-22,6.32258064516129
2017-01-23,7.587096774193547
2017-01-24,12.01290322580645
2017-01-25,11.380645161290321
2017-01-26,13.277419354838708
2017-01-27,5.6903225806451605
2017-01-28,8.219354838709677
2017-01-29,28.451612903225804
2017-01-30,47.41935483870967
2017-01-31,42.99354838709677
2017-02-01,15.174193548387095
2017-02-02,12.01290322580645
2017-02-03,13.277419354838708
2017-02-04,5.6903225806451605
2017-02-05,27.187096774193545
2017-02-06,32.87741935483871
2017-02-07,23.39354838709677
2017-02-08,32.24516129032258
2017-02-09,21.496774193548386
2017-02-10,35.406451612903226
2017-02-11,26.554838709677416
2017-02-12,11.380645161290321
2017-02-13,16.438709677419354
2017-02-14,12.64516129032258
2017-02-15,8.219354838709677
2017-02-16,9.483870967741934
2017-02-17,13.909677419354837
2017-02-18,11.380645161290321
2017-02-19,8.219354838709677
2017-02-20,8.219354838709677
2017-02-21,6.32258064516129
2017-02-22,7.587096774193547
2017-02-23,8.219354838709677
2017-02-24,11.380645161290321
2017-02-25,8.219354838709677
2017-02-26,8.851612903225806
2017-02-27,17.070967741935483
2017-02-28,17.703225806451613
2017-03-01,12.455972101133389
2017-03-02,10.162510897994768
2017-03-03,6.8803836094158655
2017-03-04,3.3740773031095603
2017-03-05,11.122290031967449
2017-03-06,8.36907875617553
2017-03-07,5.127230456262714
2017-03-08,6.340075559430397
2017-03-09,7.207904678872419
2017-03-10,6.351467596628886
2017-03-11,1.3047951176983432
2017-03-12,9.449694856146467
2017-03-13,8.104620749782038
2017-03-14,7.328741644870675
2017-03-15,8.552978785236848
2017-03-16,4.3627433885498395
2017-03-17,6.259517582098226
2017-03-18,4.5466434176111585
2017-03-19,6.340075559430397
2017-03-20,10.346410927056086
2017-03-21,10.122231909328681
2017-03-22,8.01267073525138
2017-03-23,8.777157802964252
2017-03-24,4.954722464399883
2017-03-25,46.12757919209531
2017-03-26,32.88433594885207
2017-03-27,24.170241208950884
2017-03-28,21.41702993315896
2017-03-29,21.365358907294386
2017-03-30,11.070619006102874
2017-03-31,8.869107817494912
2017-04-01,6.615925603022376
2017-04-02,6.277012496367333
2017-04-03,10.312234815460618
2017-04-04,12.105666957279857
2017-04-05,7.173728567276952
2017-04-06,9.863876780005809
2017-04-07,32.73013658820109
2017-04-08,9.415518744551
2017-04-09,3.586864283638476
2017-04-10,12.554024992734666
2017-04-11,4.483580354548095
2017-04-12,6.725370531822143
2017-04-13,4.483580354548095
2017-04-14,1.3450741063644285
2017-04-15,5.380296425457714
2017-04-16,3.1385062481836665
2017-04-17,7.173728567276952
2017-04-18,5.8286544609125235
2017-04-19,5.380296425457714
2017-04-20,6.277012496367333
2017-04-21,7.173728567276952
2017-04-22,11.657308921825047
2017-04-23,20.624469630921237
2017-04-24,12.105666957279857
2017-04-25,10.760592850915428
2017-04-26,9.415518744551
2017-04-27,13.450741063644285
2017-04-28,10.312234815460618
2017-04-29,3.586864283638476
2017-04-30,8.07044463818657
2017-05-01,20.176111595466427
2017-05-02,22.866259808195284
2017-05-03,16.14088927637314
2017-05-04,12.105666957279857
2017-05-05,8.07044463818657
2017-05-06,9.415518744551
2017-05-07,6.277012496367333
2017-05-08,8.96716070909619
2017-05-09,11.657308921825047
2017-05-10,20.176111595466427
2017-05-11,9.863876780005809
2017-05-12,4.483580354548095
2017-05-13,6.277012496367333
2017-05-14,6.725370531822143
2017-05-15,4.483580354548095
2017-05-16,8.96716070909619
2017-05-17,10.760592850915428
2017-05-18,7.622086602731762
2017-05-19,5.8286544609125235
2017-05-20,2.690148212728857
2017-05-21,4.483580354548095
2017-05-22,6.725370531822143
2017-05-23,10.312234815460618
2017-05-24,11.657308921825047
2017-05-25,5.8286544609125235
2017-05-26,8.51880267364138
2017-05-27,4.483580354548095
2017-05-28,5.8286544609125235
2017-05-29,4.035222319093285
2017-05-30,4.483580354548095
2017-05-31,6.277012496367333
2017-06-01,6.725370531822143
2017-06-02,2.690148212728857
2017-06-03,9.415518744551
